transcript_id	intModel	chr	start	end	strand	module
HERVL_2q32.1g	HERVL-int	chr2	187200359	187205857	-	turquoise
HERVL_2q32.1h	HERVL-int	chr2	187225684	187227274	+	turquoise
HERVL_2q32.1i	HERVL-int	chr2	187283756	187285839	-	turquoise
HERVL_2q32.1j	HERVL-int	chr2	188410656	188412104	-	turquoise
HERVL_2q32.2a	HERVL-int	chr2	188801605	188804800	+	turquoise
HERVL_2q32.2b	HERVL-int	chr2	188904384	188910883	-	turquoise
HERVL_2q32.3	HERVL-int	chr2	192488401	192490663	-	turquoise
HERVL_2q33.3	HERVL-int	chr2	206741315	206743177	+	turquoise
HERVL_2q34a	HERVL-int	chr2	211135601	211141020	+	turquoise
HERVL_2q34b	HERVL-int	chr2	212440123	212446678	+	turquoise
HERVL_2q34c	HERVL-int	chr2	213377837	213381302	-	turquoise
HERVL_2q34d	HERVL-int	chr2	213468740	213474965	-	turquoise
HERVL_2q35a	HERVL-int	chr2	220536825	220543740	-	turquoise
HERVL_2q35b	HERVL-int	chr2	220605039	220606860	-	turquoise
HERVL_2q36.1a	HERVL-int	chr2	222434926	222439361	-	turquoise
HERVL_2q36.1b	HERVL-int	chr2	223295924	223302936	+	turquoise
HERVL_2q37.1	HERVL-int	chr2	230119588	230123285	+	turquoise
HERVL_2q37.3	HERVL-int	chr2	237243439	237247012	-	turquoise
HERVL_3p12.1a	HERVL-int	chr3	83552394	83553856	-	turquoise
HERVL_3p12.1b	HERVL-int	chr3	84465713	84472282	+	turquoise
HERVL_3p12.1c	HERVL-int	chr3	86444973	86447201	+	turquoise
HERVL_3p12.2b	HERVL-int	chr3	82758294	82763332	+	turquoise
HERVL_3p12.3	HERVL-int	chr3	77731061	77737070	-	turquoise
HERVL_3p13a	HERVL-int	chr3	69976601	69983100	+	turquoise
HERVL_3p13b	HERVL-int	chr3	71979900	71983185	-	turquoise
HERVL_3p14.1a	HERVL-int	chr3	67833950	67838437	+	turquoise
HERVL_3p14.1b	HERVL-int	chr3	68439359	68442002	+	turquoise
HERVL_3p14.3	HERVL-int	chr3	55260344	55264254	+	turquoise
HERVL_3p21.2	HERVL-int	chr3	51126962	51133823	-	turquoise
HERVL_3p21.31a	HERVL-int	chr3	46813334	46816554	-	turquoise
HERVL_3p21.31b	HERVL-int	chr3	48003689	48011040	+	turquoise
HERVL_3p22.3b	HERVL-int	chr3	35043080	35044731	-	turquoise
HERVL_3p22.3c	HERVL-int	chr3	35141404	35143062	-	turquoise
HERVL_3p24.1	HERVL-int	chr3	28438982	28445253	-	turquoise
HERVL_3p24.3a	HERVL-int	chr3	17590046	17595278	+	turquoise
HERVL_3p24.3b	HERVL-int	chr3	18520245	18522067	+	turquoise
HERVL_3p24.3c	HERVL-int	chr3	18941802	18946177	+	turquoise
HERVL_3p24.3d	HERVL-int	chr3	22023929	22030341	+	turquoise
HERVL_3p24.3e	HERVL-int	chr3	22516230	22518002	+	turquoise
HERVL_3p24.3f	HERVL-int	chr3	20871639	20877490	-	turquoise
HERVL_3p26.1a	HERVL-int	chr3	4127291	4133860	+	turquoise
HERVL_3p26.1b	HERVL-int	chr3	6008607	6016090	+	turquoise
HERVL_3p26.2	HERVL-int	chr3	3828106	3835001	-	turquoise
HERVL_3p26.3a	HERVL-int	chr3	440359	446863	-	turquoise
HERVL_3p26.3b	HERVL-int	chr3	983746	988656	-	turquoise
HERVL_3p26.3c	HERVL-int	chr3	1921268	1926923	+	turquoise
HERVL_3q11.1	HERVL-int	chr3	91353731	91356452	-	turquoise
HERVL_3q11.2a	HERVL-int	chr3	94886367	94889689	+	turquoise
HERVL_3q11.2b	HERVL-int	chr3	97773026	97775656	-	turquoise
HERVL_3q11.2c	HERVL-int	chr3	94729719	94732825	-	turquoise
HERVL_3q12.1a	HERVL-int	chr3	98629266	98632313	-	turquoise
HERVL_3q12.1b	HERVL-int	chr3	99260466	99264067	-	turquoise
HERVL_3q12.1c	HERVL-int	chr3	100237370	100243393	+	turquoise
HERVL_3q13.11a	HERVL-int	chr3	103278519	103284484	-	turquoise
HERVL_3q13.11b	HERVL-int	chr3	103594502	103601017	-	turquoise
HERVL_3q13.11c	HERVL-int	chr3	104449680	104451039	-	turquoise
HERVL_3q13.11d	HERVL-int	chr3	105601061	105607582	-	turquoise
HERVL_3q13.11e	HERVL-int	chr3	106358497	106360221	+	turquoise
HERVL_3q13.13a	HERVL-int	chr3	109774515	109780949	-	turquoise
HERVL_3q13.2	HERVL-int	chr3	112694118	112700907	+	turquoise
HERVL_3q13.31	HERVL-int	chr3	116572122	116578479	+	turquoise
HERVL_3q13.32	HERVL-int	chr3	118358463	118364569	-	turquoise
HERVL_3q21.2	HERVL-int	chr3	125615135	125619322	+	turquoise
HERVL_3q21.3	HERVL-int	chr3	128825110	128828475	-	turquoise
HERVL_3q24a	HERVL-int	chr3	143920588	143924620	-	turquoise
HERVL_3q24b	HERVL-int	chr3	144204007	144210621	-	turquoise
HERVL_3q24c	HERVL-int	chr3	144504509	144506623	-	turquoise
HERVL_3q24e	HERVL-int	chr3	146936983	146940451	+	turquoise
HERVL_3q24f	HERVL-int	chr3	147719506	147725815	+	turquoise
HERVL_3q24g	HERVL-int	chr3	148128358	148135351	+	turquoise
HERVL_3q24h	HERVL-int	chr3	145514661	145518320	+	turquoise
HERVL_3q25.1	HERVL-int	chr3	151419191	151421384	-	turquoise
HERVL_3q25.2	HERVL-int	chr3	153472878	153474140	+	turquoise
HERVL_3q25.32	HERVL-int	chr3	157394741	157398992	-	turquoise
HERVL_3q25.33	HERVL-int	chr3	159316147	159319240	-	turquoise
HERVL_3q26.1a	HERVL-int	chr3	162635173	162638640	-	turquoise
HERVL_3q26.1b	HERVL-int	chr3	163423163	163426281	-	turquoise
HERVL_3q26.1c	HERVL-int	chr3	163637962	163639404	-	turquoise
HERVL_3q26.1d	HERVL-int	chr3	163916202	163918587	+	turquoise
HERVL_3q26.1e	HERVL-int	chr3	165530215	165532275	-	turquoise
HERVL_3q26.1f	HERVL-int	chr3	165997809	166003219	-	turquoise
HERVL_3q26.1g	HERVL-int	chr3	166347356	166353485	-	turquoise
HERVL_3q26.1h	HERVL-int	chr3	166886803	166889941	-	turquoise
HERVL_3q26.1i	HERVL-int	chr3	166987952	166990625	-	turquoise
HERVL_3q26.31a	HERVL-int	chr3	174395588	174397705	+	turquoise
HERVL_3q26.31b	HERVL-int	chr3	174882919	174886520	-	turquoise
HERVL_3q26.31c	HERVL-int	chr3	175528123	175534485	-	turquoise
HERVL_3q26.33	HERVL-int	chr3	179994615	180001424	+	turquoise
HERVL_3q27.1	HERVL-int	chr3	183243288	183244200	-	turquoise
HERVL_3q28a	HERVL-int	chr3	190249382	190251109	-	turquoise
HERVL_3q28b	HERVL-int	chr3	191308281	191311395	-	turquoise
HERVL_3q29	HERVL-int	chr3	193922960	193928783	+	turquoise
HERVL_4p12a	HERVL-int	chr4	46156611	46159875	+	turquoise
HERVL_4p12b	HERVL-int	chr4	46291379	46297476	+	turquoise
HERVL_4p12c	HERVL-int	chr4	46485515	46490651	+	turquoise
HERVL_4p12d	HERVL-int	chr4	46518016	46523035	-	turquoise
HERVL_4p12e	HERVL-int	chr4	46523144	46525077	-	turquoise
HERVL_4p12f	HERVL-int	chr4	46636947	46641369	-	turquoise
HERVL_4p13a	HERVL-int	chr4	42526339	42531440	+	turquoise
HERVL_4p13b	HERVL-int	chr4	43445338	43450696	-	turquoise
HERVL_4p14a	HERVL-int	chr4	36611545	36614500	+	turquoise
HERVL_4p14b	HERVL-int	chr4	36714492	36720966	-	turquoise
HERVL_4p15.1b	HERVL-int	chr4	29784304	29786709	-	turquoise
HERVL_4p15.1c	HERVL-int	chr4	31501329	31507892	+	turquoise
HERVL_4p15.1d	HERVL-int	chr4	32059951	32063699	-	turquoise
HERVL_4p15.1e	HERVL-int	chr4	33730233	33736923	-	turquoise
HERVL_4p15.1f	HERVL-int	chr4	35338847	35345600	+	turquoise
HERVL_4p15.2a	HERVL-int	chr4	22340526	22342142	+	turquoise
HERVL_4p15.2b	HERVL-int	chr4	23463593	23470134	-	turquoise
HERVL_4p15.2c	HERVL-int	chr4	23760759	23763262	+	turquoise
HERVL_4p15.31a	HERVL-int	chr4	17921652	17926749	+	turquoise
HERVL_4p15.31b	HERVL-int	chr4	18107107	18109100	-	turquoise
HERVL_4p15.31c	HERVL-int	chr4	18782820	18784419	+	turquoise
HERVL_4p15.31d	HERVL-int	chr4	19088180	19089954	+	turquoise
HERVL_4p15.33	HERVL-int	chr4	12386687	12389960	-	turquoise
HERVL_4p16.3a	HERVL-int	chr4	2737628	2741531	+	turquoise
HERVL_4p16.3b	HERVL-int	chr4	3453754	3460384	+	turquoise
HERVL_4q13.1a	HERVL-int	chr4	59541765	59546394	-	turquoise
HERVL_4q13.1b	HERVL-int	chr4	59909021	59915791	+	turquoise
HERVL_4q13.1c	HERVL-int	chr4	62161515	62167059	+	turquoise
HERVL_4q13.1d	HERVL-int	chr4	62417950	62424697	-	turquoise
HERVL_4q13.1e	HERVL-int	chr4	63564437	63573316	+	turquoise
HERVL_4q13.1f	HERVL-int	chr4	64672072	64678541	-	turquoise
HERVL_4q13.2a	HERVL-int	chr4	65807728	65815681	+	turquoise
HERVL_4q13.2b	HERVL-int	chr4	66086661	66092487	-	turquoise
HERVL_4q13.3a	HERVL-int	chr4	69527809	69535088	+	turquoise
HERVL_4q13.3b	HERVL-int	chr4	73764648	73768896	-	turquoise
HERVL_4q21.1	HERVL-int	chr4	77362928	77365788	-	turquoise
HERVL_4q21.21	HERVL-int	chr4	80174515	80180735	-	turquoise
HERVL_4q22.1a	HERVL-int	chr4	91888713	91894977	+	turquoise
HERVL_4q22.1b	HERVL-int	chr4	92519615	92520954	-	turquoise
HERVL_4q22.2	HERVL-int	chr4	94152117	94159527	+	turquoise
HERVL_4q22.3a	HERVL-int	chr4	96925105	96930978	+	turquoise
HERVL_4q22.3b	HERVL-int	chr4	97379684	97385020	+	turquoise
HERVL_4q22.3c	HERVL-int	chr4	97698128	97704229	-	turquoise
HERVL_4q23b	HERVL-int	chr4	99196812	99199104	-	turquoise
HERVL_4q23c	HERVL-int	chr4	100027062	100033620	-	turquoise
HERVL_4q24a	HERVL-int	chr4	101615062	101620297	-	turquoise
HERVL_4q24c	HERVL-int	chr4	102394255	102397381	+	turquoise
HERVL_4q24d	HERVL-int	chr4	102741898	102747566	-	turquoise
HERVL_4q25a	HERVL-int	chr4	107722789	107731396	-	turquoise
HERVL_4q25b	HERVL-int	chr4	112464890	112469114	-	turquoise
HERVL_4q26a	HERVL-int	chr4	113924122	113930536	-	turquoise
HERVL_4q26b	HERVL-int	chr4	114747480	114751775	+	turquoise
HERVL_4q26c	HERVL-int	chr4	115458253	115460478	-	turquoise
HERVL_4q26d	HERVL-int	chr4	116262653	116266856	+	turquoise
HERVL_4q26e	HERVL-int	chr4	117146073	117147715	+	turquoise
HERVL_4q27	HERVL-int	chr4	121512501	121514294	-	turquoise
HERVL_4q28.1a	HERVL-int	chr4	124471075	124477064	+	turquoise
HERVL_4q28.1b	HERVL-int	chr4	126059255	126066569	-	turquoise
HERVL_4q28.1c	HERVL-int	chr4	126186191	126193866	-	turquoise
HERVL_4q28.2	HERVL-int	chr4	128442399	128444049	+	turquoise
HERVL_4q28.3a	HERVL-int	chr4	132084194	132094327	-	turquoise
HERVL_4q28.3b	HERVL-int	chr4	132110529	132114957	-	turquoise
HERVL_4q28.3c	HERVL-int	chr4	132351062	132357402	-	turquoise
HERVL_4q28.3d	HERVL-int	chr4	133603940	133609118	-	turquoise
HERVL_4q28.3e	HERVL-int	chr4	133825042	133826770	+	turquoise
HERVL_4q28.3f	HERVL-int	chr4	135035959	135042814	+	turquoise
HERVL_4q28.3g	HERVL-int	chr4	135205875	135208999	+	turquoise
HERVL_4q28.3h	HERVL-int	chr4	135403948	135405859	+	turquoise
HERVL_4q28.3i	HERVL-int	chr4	135412501	135417188	+	turquoise
HERVL_4q28.3j	HERVL-int	chr4	136138010	136139777	+	turquoise
HERVL_4q31.1	HERVL-int	chr4	139442392	139449816	+	turquoise
HERVL_4q31.21a	HERVL-int	chr4	144915445	144916512	-	turquoise
HERVL_4q31.21b	HERVL-int	chr4	145028090	145034711	+	turquoise
HERVL_4q31.22	HERVL-int	chr4	146536314	146538445	-	turquoise
HERVL_4q31.23a	HERVL-int	chr4	149038742	149046697	+	turquoise
HERVL_4q31.23b	HERVL-int	chr4	149514675	149518006	+	turquoise
HERVL_4q32.1a	HERVL-int	chr4	155921533	155922738	-	turquoise
HERVL_4q32.1b	HERVL-int	chr4	156488654	156492314	+	turquoise
HERVL_4q32.1c	HERVL-int	chr4	157404175	157408193	-	turquoise
HERVL_4q32.1d	HERVL-int	chr4	157730287	157734156	-	turquoise
HERVL_4q32.1e	HERVL-int	chr4	160112602	160119438	+	turquoise
HERVL_4q32.1f	HERVL-int	chr4	160270612	160276262	+	turquoise
HERVL_4q32.2	HERVL-int	chr4	162754368	162758079	+	turquoise
HERVL_4q32.3a	HERVL-int	chr4	164688412	164692541	+	turquoise
HERVL_4q32.3b	HERVL-int	chr4	165124589	165127909	+	turquoise
HERVL_4q32.3c	HERVL-int	chr4	166705636	166706841	+	turquoise
HERVL_4q33a	HERVL-int	chr4	169316551	169318145	+	turquoise
HERVL_4q33b	HERVL-int	chr4	169323856	169327642	+	turquoise
HERVL_4q34.1a	HERVL-int	chr4	171721074	171722694	-	turquoise
HERVL_4q34.1b	HERVL-int	chr4	174874958	174876690	-	turquoise
HERVL_4q34.1c	HERVL-int	chr4	174979197	174982832	-	turquoise
HERVL_4q34.1d	HERVL-int	chr4	174990601	174993529	-	turquoise
HERVL_4q34.3a	HERVL-int	chr4	179260385	179262165	+	turquoise
HERVL_4q34.3b	HERVL-int	chr4	179299455	179300557	-	turquoise
HERVL_4q35.2	HERVL-int	chr4	186218743	186220390	-	turquoise
HERVL_5p13.1a	HERVL-int	chr5	39971679	39976803	-	turquoise
HERVL_5p13.1b	HERVL-int	chr5	41659381	41665513	-	turquoise
HERVL_5p13.1c	HERVL-int	chr5	41993581	41999956	-	turquoise
HERVL_5p13.2a	HERVL-int	chr5	34378549	34383052	+	turquoise
HERVL_5p13.2b	HERVL-int	chr5	34560551	34562165	-	turquoise
HERVL_5p13.2c	HERVL-int	chr5	37264509	37271987	-	turquoise
HERVL_5p13.2d	HERVL-int	chr5	37793305	37798236	+	turquoise
HERVL_5p13.3a	HERVL-int	chr5	28971115	28975134	-	turquoise
HERVL_5p13.3b	HERVL-int	chr5	32287158	32293609	+	turquoise
HERVL_5p14.1a	HERVL-int	chr5	25401994	25403720	+	turquoise
HERVL_5p14.1b	HERVL-int	chr5	26103881	26107744	-	turquoise
HERVL_5p14.1c	HERVL-int	chr5	26398325	26405152	-	turquoise
HERVL_5p14.1d	HERVL-int	chr5	26560812	26564097	+	turquoise
HERVL_5p14.1e	HERVL-int	chr5	26768814	26775626	+	turquoise
HERVL_5p14.1f	HERVL-int	chr5	27514122	27520676	-	turquoise
HERVL_5p14.1g	HERVL-int	chr5	27630581	27636850	-	turquoise
HERVL_5p14.1h	HERVL-int	chr5	27897474	27904021	+	turquoise
HERVL_5p14.1i	HERVL-int	chr5	28122396	28124716	-	turquoise
HERVL_5p14.1j	HERVL-int	chr5	28445761	28450926	+	turquoise
HERVL_5p14.1k	HERVL-int	chr5	28504955	28510804	-	turquoise
HERVL_5p14.2	HERVL-int	chr5	23804138	23807835	+	turquoise
HERVL_5p14.3a	HERVL-int	chr5	18746584	18751737	+	turquoise
HERVL_5p14.3b	HERVL-int	chr5	19755387	19761567	-	turquoise
HERVL_5p14.3c	HERVL-int	chr5	20341120	20343479	+	turquoise
HERVL_5p14.3d	HERVL-int	chr5	20820918	20825424	-	turquoise
HERVL_5p14.3e	HERVL-int	chr5	21859468	21860986	+	turquoise
HERVL_5p15.1a	HERVL-int	chr5	15058114	15064463	+	turquoise
HERVL_5p15.1b	HERVL-int	chr5	18294466	18297248	-	turquoise
HERVL_5p15.1c	HERVL-int	chr5	18274724	18277386	+	turquoise
HERVL_5p15.2a	HERVL-int	chr5	10716384	10720094	+	turquoise
HERVL_5p15.2b	HERVL-int	chr5	10720111	10722498	+	turquoise
HERVL_5p15.2d	HERVL-int	chr5	12915818	12921395	-	turquoise
HERVL_5p15.2e	HERVL-int	chr5	13147650	13149920	-	turquoise
HERVL_5p15.2f	HERVL-int	chr5	13195693	13201914	+	turquoise
HERVL_5p15.31	HERVL-int	chr5	8738343	8740271	-	turquoise
HERVL_5p15.32a	HERVL-int	chr5	4458896	4465816	+	turquoise
HERVL_5p15.32b	HERVL-int	chr5	5090379	5091825	-	turquoise
HERVL_5p15.32c	HERVL-int	chr5	6150507	6153488	-	turquoise
HERVL_5p15.33a	HERVL-int	chr5	2243576	2246102	+	turquoise
HERVL_5p15.33c	HERVL-int	chr5	3947660	3954207	-	turquoise
HERVL_5q12.1a	HERVL-int	chr5	61908053	61913030	-	turquoise
HERVL_5q12.1b	HERVL-int	chr5	62102349	62108693	+	turquoise
HERVL_5q12.3	HERVL-int	chr5	65486807	65491213	-	turquoise
HERVL_5q13.2	HERVL-int	chr5	71896433	71902695	+	turquoise
HERVL_5q13.3	HERVL-int	chr5	74785888	74792672	+	turquoise
HERVL_5q14.3a	HERVL-int	chr5	84846253	84850359	+	turquoise
HERVL_5q14.3b	HERVL-int	chr5	85244688	85251252	-	turquoise
HERVL_5q14.3c	HERVL-int	chr5	86454741	86460142	+	turquoise
HERVL_5q14.3d	HERVL-int	chr5	86465708	86468278	+	turquoise
HERVL_5q14.3e	HERVL-int	chr5	87047284	87051798	-	turquoise
HERVL_5q14.3f	HERVL-int	chr5	87589074	87595553	-	turquoise
HERVL_5q14.3g	HERVL-int	chr5	92060113	92065277	+	turquoise
HERVL_5q14.3h	HERVL-int	chr5	92215209	92221650	+	turquoise
HERVL_5q15	HERVL-int	chr5	98029190	98035725	-	turquoise
HERVL_5q21.1	HERVL-int	chr5	101954496	101955931	-	turquoise
HERVL_5q21.2a	HERVL-int	chr5	104864533	104867738	+	turquoise
HERVL_5q21.2b	HERVL-int	chr5	104870810	104872029	+	turquoise
HERVL_5q21.3a	HERVL-int	chr5	105112297	105115549	-	turquoise
HERVL_5q21.3b	HERVL-int	chr5	105993649	105996243	+	turquoise
HERVL_5q21.3c	HERVL-int	chr5	106561148	106564105	+	turquoise
HERVL_5q21.3d	HERVL-int	chr5	106912744	106919416	-	turquoise
HERVL_5q21.3e	HERVL-int	chr5	108231501	108232851	+	turquoise
HERVL_5q22.1a	HERVL-int	chr5	110204112	110209648	-	turquoise
HERVL_5q22.1b	HERVL-int	chr5	110315112	110317640	-	turquoise
HERVL_5q22.1c	HERVL-int	chr5	112041296	112047517	-	turquoise
HERVL_5q22.3	HERVL-int	chr5	115724655	115731535	-	turquoise
HERVL_5q23.1a	HERVL-int	chr5	118566981	118570739	+	turquoise
HERVL_5q23.1b	HERVL-int	chr5	120209518	120216569	-	turquoise
HERVL_5q23.1c	HERVL-int	chr5	121542884	121544611	+	turquoise
HERVL_5q23.2a	HERVL-int	chr5	122970923	122975074	-	turquoise
HERVL_5q23.2b	HERVL-int	chr5	127673990	127680496	+	turquoise
HERVL_5q23.3	HERVL-int	chr5	128630773	128635906	-	turquoise
HERVL_5q31.3a	HERVL-int	chr5	140905775	140910008	-	turquoise
HERVL_5q31.3b	HERVL-int	chr5	140910078	140912336	-	turquoise
HERVL_5q33.1a	HERVL-int	chr5	150872210	150877598	+	turquoise
HERVL_5q33.1b	HERVL-int	chr5	152624006	152625743	+	turquoise
HERVL_5q33.3	HERVL-int	chr5	159233488	159238427	-	turquoise
HERVL_5q34a	HERVL-int	chr5	160990223	160999275	+	turquoise
HERVL_5q34b	HERVL-int	chr5	162029523	162030822	+	turquoise
HERVL_5q34c	HERVL-int	chr5	164827238	164831132	+	turquoise
HERVL_5q35.1	HERVL-int	chr5	169444070	169446842	+	turquoise
HERVL_6p11.2	HERVL-int	chr6	57664143	57666573	+	turquoise
HERVL_6p12.1	HERVL-int	chr6	55624104	55627881	+	turquoise
HERVL_6p12.3a	HERVL-int	chr6	47175690	47182207	-	turquoise
HERVL_6p12.3b	HERVL-int	chr6	49439021	49440123	-	turquoise
HERVL_6p12.3c	HERVL-int	chr6	50356594	50359102	+	turquoise
HERVL_6p12.3d	HERVL-int	chr6	51051785	51058810	+	turquoise
HERVL_6p21.33a	HERVL-int	chr6	30966374	30971833	+	turquoise
HERVL_6p21.33b	HERVL-int	chr6	31429886	31436004	+	turquoise
HERVL_6p22.1	HERVL-int	chr6	27634032	27636313	-	turquoise
HERVL_6p22.3a	HERVL-int	chr6	19401579	19406907	-	turquoise
HERVL_6p22.3b	HERVL-int	chr6	23155783	23160438	+	turquoise
HERVL_6p24.3a	HERVL-int	chr6	8403268	8409888	-	turquoise
HERVL_6p24.3b	HERVL-int	chr6	9146719	9153053	+	turquoise
HERVL_6p24.3c	HERVL-int	chr6	9549336	9551824	+	turquoise
HERVL_6p25.2	HERVL-int	chr6	2303028	2307570	+	turquoise
HERVL_6q11.1a	HERVL-int	chr6	60562941	60565366	+	turquoise
HERVL_6q11.1b	HERVL-int	chr6	62118534	62122755	+	turquoise
HERVL_6q11.2	HERVL-int	chr6	62649160	62650315	+	turquoise
HERVL_6q12a	HERVL-int	chr6	63132340	63138823	-	turquoise
HERVL_6q12b	HERVL-int	chr6	66605123	66607729	-	turquoise
HERVL_6q12c	HERVL-int	chr6	68133929	68141347	-	turquoise
HERVL_6q12d	HERVL-int	chr6	68353208	68355649	-	turquoise
HERVL_6q12e	HERVL-int	chr6	68603038	68609733	+	turquoise
HERVL_6q13a	HERVL-int	chr6	69205969	69210558	-	turquoise
HERVL_6q13b	HERVL-int	chr6	72187820	72193007	-	turquoise
HERVL_6q13c	HERVL-int	chr6	74146270	74147744	-	turquoise
HERVL_6q13d	HERVL-int	chr6	74536730	74543402	+	turquoise
HERVL_6q13e	HERVL-int	chr6	74555533	74560563	-	turquoise
HERVL_6q13f	HERVL-int	chr6	74560564	74562305	+	turquoise
HERVL_6q14.1a	HERVL-int	chr6	77234985	77239787	+	turquoise
HERVL_6q14.1b	HERVL-int	chr6	77591531	77597490	-	turquoise
HERVL_6q14.1c	HERVL-int	chr6	78098970	78100473	-	turquoise
HERVL_6q14.1d	HERVL-int	chr6	80384055	80391236	+	turquoise
HERVL_6q14.1e	HERVL-int	chr6	81883049	81889558	-	turquoise
HERVL_6q14.1f	HERVL-int	chr6	83010538	83017105	-	turquoise
HERVL_6q14.2	HERVL-int	chr6	83357517	83364446	+	turquoise
HERVL_6q15	HERVL-int	chr6	91362321	91364772	+	turquoise
HERVL_6q16.1a	HERVL-int	chr6	93660605	93667860	+	turquoise
HERVL_6q16.1c	HERVL-int	chr6	98166615	98173383	+	turquoise
HERVL_6q16.3a	HERVL-int	chr6	102870322	102877478	+	turquoise
HERVL_6q16.3b	HERVL-int	chr6	104079207	104085494	+	turquoise
HERVL_6q21a	HERVL-int	chr6	105216165	105223201	-	turquoise
HERVL_6q21b	HERVL-int	chr6	109849277	109852558	+	turquoise
HERVL_6q21c	HERVL-int	chr6	111916163	111917846	-	turquoise
HERVL_6q22.31a	HERVL-int	chr6	120505957	120509018	-	turquoise
HERVL_6q22.31b	HERVL-int	chr6	121172279	121173445	+	turquoise
HERVL_6q22.31c	HERVL-int	chr6	121191685	121198343	+	turquoise
HERVL_6q22.31d	HERVL-int	chr6	121216004	121217376	+	turquoise
HERVL_6q22.31e	HERVL-int	chr6	121634444	121636191	+	turquoise
HERVL_6q22.31f	HERVL-int	chr6	121636307	121638441	-	turquoise
HERVL_6q22.31g	HERVL-int	chr6	122454582	122455654	+	turquoise
HERVL_6q22.31h	HERVL-int	chr6	122593819	122600432	-	turquoise
HERVL_6q22.31i	HERVL-int	chr6	123793483	123799685	+	turquoise
HERVL_6q22.33a	HERVL-int	chr6	127800528	127802861	+	turquoise
HERVL_6q22.33b	HERVL-int	chr6	129406726	129409946	-	turquoise
HERVL_6q23.2a	HERVL-int	chr6	133269757	133273501	-	turquoise
HERVL_6q23.2b	HERVL-int	chr6	133556992	133562147	-	turquoise
HERVL_6q23.2c	HERVL-int	chr6	133654072	133659489	+	turquoise
HERVL_6q24.1a	HERVL-int	chr6	140329784	140331656	-	turquoise
HERVL_6q24.1b	HERVL-int	chr6	140331735	140336490	-	turquoise
HERVL_6q24.1c	HERVL-int	chr6	140645838	140650333	+	turquoise
HERVL_6q24.1d	HERVL-int	chr6	140689914	140692716	-	turquoise
HERVL_6q24.1e	HERVL-int	chr6	140692782	140696387	-	turquoise
HERVL_6q24.1f	HERVL-int	chr6	141068751	141070459	-	turquoise
HERVL_6q24.1g	HERVL-int	chr6	141654494	141656654	+	turquoise
HERVL_6q24.2a	HERVL-int	chr6	143868226	143872553	-	turquoise
HERVL_6q24.2b	HERVL-int	chr6	143875136	143877035	-	turquoise
HERVL_6q24.3a	HERVL-int	chr6	145569809	145573736	-	turquoise
HERVL_6q24.3b	HERVL-int	chr6	145573799	145575892	-	turquoise
HERVL_6q25.1	HERVL-int	chr6	152037895	152044933	-	turquoise
HERVL_6q25.2	HERVL-int	chr6	153910445	153912970	-	turquoise
HERVL_6q25.3a	HERVL-int	chr6	155603706	155605077	-	turquoise
HERVL_6q25.3b	HERVL-int	chr6	159365714	159371785	-	turquoise
HERVL_6q25.3c	HERVL-int	chr6	160501907	160505582	-	turquoise
HERVL_6q26a	HERVL-int	chr6	160653888	160659200	-	turquoise
HERVL_6q26b	HERVL-int	chr6	163676346	163677775	+	turquoise
HERVL_6q27a	HERVL-int	chr6	164807537	164814293	-	turquoise
HERVL_6q27b	HERVL-int	chr6	165194331	165196960	+	turquoise
HERVL_6q27c	HERVL-int	chr6	165523822	165530340	+	turquoise
HERVL_6q27d	HERVL-int	chr6	167062923	167065286	-	turquoise
HERVL_6q27f	HERVL-int	chr6	168768529	168772680	+	turquoise
HERVL_6q27g	HERVL-int	chr6	169098602	169102174	+	turquoise
HERVL_7p11.2a	HERVL-int	chr7	53905106	53909288	+	turquoise
HERVL_7p11.2b	HERVL-int	chr7	54121735	54128405	-	turquoise
HERVL_7p11.2c	HERVL-int	chr7	54949120	54952858	-	turquoise
HERVL_7p12.1	HERVL-int	chr7	52387645	52391645	+	turquoise
HERVL_7p12.3a	HERVL-int	chr7	45545744	45548737	-	turquoise
HERVL_7p12.3b	HERVL-int	chr7	45549395	45552820	+	turquoise
HERVL_7p13	HERVL-int	chr7	44177920	44182852	+	turquoise
HERVL_7p15.2a	HERVL-int	chr7	26122901	26125681	+	turquoise
HERVL_7p15.2b	HERVL-int	chr7	26996592	27002445	+	turquoise
HERVL_7p21.3a	HERVL-int	chr7	7721759	7728024	+	turquoise
HERVL_7p21.3b	HERVL-int	chr7	9816004	9819013	-	turquoise
HERVL_7p21.3c	HERVL-int	chr7	11593897	11600164	+	turquoise
HERVL_7p22.2	HERVL-int	chr7	4192955	4194878	-	turquoise
HERVL_7q11.21a	HERVL-int	chr7	64401724	64404254	+	turquoise
HERVL_7q11.21b	HERVL-int	chr7	66906390	66912591	-	turquoise
HERVL_7q11.23	HERVL-int	chr7	77870269	77874796	-	turquoise
HERVL_7q21.11a	HERVL-int	chr7	78608844	78610281	-	turquoise
HERVL_7q21.11b	HERVL-int	chr7	80351961	80352857	-	turquoise
HERVL_7q21.11c	HERVL-int	chr7	81276094	81280891	+	turquoise
HERVL_7q21.11d	HERVL-int	chr7	86087739	86094294	+	turquoise
HERVL_7q21.12a	HERVL-int	chr7	87278267	87284832	+	turquoise
HERVL_7q21.12b	HERVL-int	chr7	88380615	88386108	+	turquoise
HERVL_7q21.3	HERVL-int	chr7	96454544	96457944	+	turquoise
