"gene","symbol_gtf","gene_type","chromosome","gene_start","gene_end","strand","gene_clean","TSS","gene_length"
"ENSG00000183938.5","TRBV21OR9-2","TR_V_pseudogene","chr9",33629121,33629586,"+","ENSG00000183938",33629121,466
"ENSG00000234122.1","TRBV22OR9-2","TR_V_pseudogene","chr9",33634111,33634246,"+","ENSG00000234122",33634111,136
"ENSG00000229063.2","TRBV23OR9-2","TR_V_pseudogene","chr9",33638035,33638494,"+","ENSG00000229063",33638035,460
"ENSG00000215206.5","TRBV24OR9-2","TR_V_pseudogene","chr9",33649047,33649614,"+","ENSG00000215206",33649047,568
"ENSG00000240215.4","TRBV25OR9-2","TR_V_pseudogene","chr9",33662166,33662663,"+","ENSG00000240215",33662166,498
"ENSG00000237984.3","PTENP1","transcribed_processed_pseudogene","chr9",33673504,33676784,"-","ENSG00000237984",33676784,3281
"ENSG00000281128.2","PTENP1-AS","lncRNA","chr9",33677500,33688011,"+","ENSG00000281128",33677500,10512
"ENSG00000231165.3","TRBV26OR9-2","TR_V_pseudogene","chr9",33695767,33696059,"+","ENSG00000231165",33695767,293
"ENSG00000260947.1","ENSG00000260947","lncRNA","chr9",33697459,33700986,"+","ENSG00000260947",33697459,3528
"ENSG00000287063.1","ENSG00000287063","lncRNA","chr9",33706679,33710715,"+","ENSG00000287063",33706679,4037
"ENSG00000227301.1","ENSG00000227301","lncRNA","chr9",33719690,33722555,"+","ENSG00000227301",33719690,2866
"ENSG00000287495.1","ENSG00000287495","lncRNA","chr9",33730345,33734040,"+","ENSG00000287495",33730345,3696
"ENSG00000233776.5","LINC01251","lncRNA","chr9",33732975,33738416,"-","ENSG00000233776",33738416,5442
"ENSG00000010438.17","PRSS3","protein_coding","chr9",33750679,33799231,"+","ENSG00000010438",33750679,48553
"ENSG00000235481.3","UBE2R2-AS1","lncRNA","chr9",33775183,33818795,"-","ENSG00000235481",33818795,43613
"ENSG00000223394.2","TRBV29OR9-2","TR_V_pseudogene","chr9",33786221,33786828,"+","ENSG00000223394",33786221,608
"ENSG00000107341.5","UBE2R2","protein_coding","chr9",33817160,33920399,"+","ENSG00000107341",33817160,103240
"ENSG00000200834.1","Y_RNA","misc_RNA","chr9",33830978,33831078,"+","ENSG00000200834",33830978,101
"ENSG00000251748.1","RNU4ATAC11P","snRNA","chr9",33868540,33868665,"+","ENSG00000251748",33868540,126
"ENSG00000137073.24","UBAP2","protein_coding","chr9",33921693,34049262,"-","ENSG00000137073",34049262,127570
"ENSG00000238300.1","SNORD121B","snoRNA","chr9",33934355,33934376,"-","ENSG00000238300",33934376,22
"ENSG00000238886.1","SNORD121A","snoRNA","chr9",33952769,33952850,"-","ENSG00000238886",33952850,82
"ENSG00000226801.2","OSTCP8","processed_pseudogene","chr9",33968071,33968518,"-","ENSG00000226801",33968518,448
"ENSG00000288949.1","ENSG00000288949","lncRNA","chr9",34049389,34049925,"+","ENSG00000288949",34049389,537
"ENSG00000222259.1","RN7SKP114","misc_RNA","chr9",34049966,34050244,"+","ENSG00000222259",34049966,279
"ENSG00000228352.2","ENSG00000228352","lncRNA","chr9",34084332,34096225,"+","ENSG00000228352",34084332,11894
"ENSG00000198876.13","DCAF12","protein_coding","chr9",34086387,34127399,"-","ENSG00000198876",34127399,41013
"ENSG00000224802.2","TUBB4BP2","processed_pseudogene","chr9",34109171,34109968,"-","ENSG00000224802",34109968,798
"ENSG00000239392.2","ENSG00000239392","processed_pseudogene","chr9",34133157,34134696,"-","ENSG00000239392",34134696,1540
"ENSG00000165006.14","UBAP1","protein_coding","chr9",34179005,34252379,"+","ENSG00000165006",34179005,73375
"ENSG00000227383.1","RPL35AP2","processed_pseudogene","chr9",34191555,34191881,"+","ENSG00000227383",34191555,327
"ENSG00000279336.1","ENSG00000279336","pseudogene","chr9",34201273,34201515,"-","ENSG00000279336",34201515,243
"ENSG00000252164.1","RNA5SP282","rRNA_pseudogene","chr9",34206134,34206241,"-","ENSG00000252164",34206241,108
"ENSG00000233668.1","ENSG00000233668","processed_pseudogene","chr9",34223984,34224628,"-","ENSG00000233668",34224628,645
"ENSG00000186638.17","KIF24","protein_coding","chr9",34252524,34329268,"-","ENSG00000186638",34329268,76745
"ENSG00000222426.1","RNU2-50P","snRNA","chr9",34282528,34282670,"-","ENSG00000222426",34282670,143
"ENSG00000229207.1","SERPINH1P1","processed_pseudogene","chr9",34318407,34319655,"+","ENSG00000229207",34318407,1249
"ENSG00000164978.18","NUDT2","protein_coding","chr9",34329506,34343711,"+","ENSG00000164978",34329506,14206
"ENSG00000164976.9","MYORG","protein_coding","chr9",34366666,34376898,"-","ENSG00000164976",34376898,10233
"ENSG00000164972.14","C9orf24","protein_coding","chr9",34379019,34397828,"-","ENSG00000164972",34397828,18810
"ENSG00000207032.1","Y_RNA","misc_RNA","chr9",34389943,34390051,"-","ENSG00000207032",34390051,109
"ENSG00000164970.15","FAM219A","protein_coding","chr9",34398184,34458570,"-","ENSG00000164970",34458570,60387
"ENSG00000122735.16","DNAI1","protein_coding","chr9",34457414,34520988,"+","ENSG00000122735",34457414,63575
"ENSG00000251697.1","RN7SKP24","misc_RNA","chr9",34478622,34478905,"+","ENSG00000251697",34478622,284
"ENSG00000168913.7","ENHO","protein_coding","chr9",34521043,34522990,"-","ENSG00000168913",34522990,1948
"ENSG00000230729.1","ENSG00000230729","lncRNA","chr9",34522257,34524241,"+","ENSG00000230729",34522257,1985
"ENSG00000232983.2","ENSG00000232983","processed_pseudogene","chr9",34546524,34546996,"-","ENSG00000232983",34546996,473
"ENSG00000122756.15","CNTFR","protein_coding","chr9",34551432,34590140,"-","ENSG00000122756",34590140,38709
"ENSG00000237159.6","CNTFR-AS1","lncRNA","chr9",34568012,34583072,"+","ENSG00000237159",34568012,15061
"ENSG00000164967.10","RPP25L","protein_coding","chr9",34610486,34612104,"-","ENSG00000164967",34612104,1619
"ENSG00000137100.16","DCTN3","protein_coding","chr9",34613545,34620523,"-","ENSG00000137100",34620523,6979
"ENSG00000205143.4","ARID3C","protein_coding","chr9",34621074,34629045,"-","ENSG00000205143",34629045,7972
"ENSG00000147955.18","SIGMAR1","protein_coding","chr9",34634722,34637809,"-","ENSG00000147955",34637809,3088
"ENSG00000213930.12","GALT","protein_coding","chr9",34646589,34651035,"+","ENSG00000213930",34646589,4447
"ENSG00000137070.19","IL11RA","protein_coding","chr9",34652162,34661879,"+","ENSG00000137070",34652162,9718
"ENSG00000213927.4","CCL27","protein_coding","chr9",34661903,34664048,"-","ENSG00000213927",34664048,2146
"ENSG00000187186.15","ENSG00000187186","protein_coding","chr9",34664163,34666112,"-","ENSG00000187186",34666112,1950
"ENSG00000230074.4","ENSG00000230074","lncRNA","chr9",34665607,34681981,"+","ENSG00000230074",34665607,16375
"ENSG00000172724.12","CCL19","protein_coding","chr9",34689570,34691276,"-","ENSG00000172724",34691276,1707
"ENSG00000288583.1","ENSG00000288583","lncRNA","chr9",34702953,34774466,"+","ENSG00000288583",34702953,71514
"ENSG00000137077.8","CCL21","protein_coding","chr9",34709005,34710136,"-","ENSG00000137077",34710136,1132
"ENSG00000205108.6","FAM205A","protein_coding","chr9",34723053,34729488,"-","ENSG00000205108",34729488,6436
"ENSG00000287368.1","ENSG00000287368","lncRNA","chr9",34810020,34895175,"+","ENSG00000287368",34810020,85156
"ENSG00000257198.6","FAM205BP","transcribed_unprocessed_pseudogene","chr9",34832295,34838586,"-","ENSG00000257198",34838586,6292
"ENSG00000187791.13","FAM205C","protein_coding","chr9",34889066,34895764,"-","ENSG00000187791",34895764,6699
"ENSG00000178723.7","GLULP4","processed_pseudogene","chr9",34917175,34918296,"+","ENSG00000178723",34917175,1122
"ENSG00000215199.3","YWHAZP6","processed_pseudogene","chr9",34922184,34922921,"-","ENSG00000215199",34922921,738
"ENSG00000122733.12","PHF24","protein_coding","chr9",34957608,34982544,"+","ENSG00000122733",34957608,24937
"ENSG00000281491.1","DNAJB5-DT","lncRNA","chr9",34985410,34989379,"-","ENSG00000281491",34989379,3970
"ENSG00000137094.16","DNAJB5","protein_coding","chr9",34989641,34998900,"+","ENSG00000137094",34989641,9260
"ENSG00000273597.1","ENSG00000273597","processed_pseudogene","chr9",35001342,35001912,"-","ENSG00000273597",35001912,571
"ENSG00000279489.1","ENSG00000279489","TEC","chr9",35002995,35003663,"+","ENSG00000279489",35002995,669
"ENSG00000233148.2","SYF2P2","processed_pseudogene","chr9",35010703,35011285,"+","ENSG00000233148",35010703,583
"ENSG00000286782.1","ENSG00000286782","lncRNA","chr9",35012963,35016076,"-","ENSG00000286782",35016076,3114
"ENSG00000287868.1","ENSG00000287868","lncRNA","chr9",35023840,35025402,"-","ENSG00000287868",35025402,1563
"ENSG00000279608.1","ENSG00000279608","TEC","chr9",35038625,35042860,"-","ENSG00000279608",35042860,4236
"ENSG00000174038.13","C9orf131","protein_coding","chr9",35044327,35045986,"+","ENSG00000174038",35044327,1660
"ENSG00000241568.3","RN7SL338P","misc_RNA","chr9",35049271,35049563,"+","ENSG00000241568",35049271,293
"ENSG00000165280.18","VCP","protein_coding","chr9",35053928,35072668,"-","ENSG00000165280",35072668,18741
"ENSG00000221829.10","FANCG","protein_coding","chr9",35073835,35079942,"-","ENSG00000221829",35079942,6108
"ENSG00000165282.14","PIGO","protein_coding","chr9",35088688,35096601,"-","ENSG00000165282",35096601,7914
"ENSG00000234181.1","ENSG00000234181","lncRNA","chr9",35097760,35098141,"+","ENSG00000234181",35097760,382
"ENSG00000165283.16","STOML2","protein_coding","chr9",35099776,35103195,"-","ENSG00000165283",35103195,3420
"ENSG00000005238.20","FAM214B","protein_coding","chr9",35104112,35116341,"-","ENSG00000005238",35116341,12230
"ENSG00000215198.3","ENSG00000215198","processed_pseudogene","chr9",35147410,35149184,"-","ENSG00000215198",35149184,1775
"ENSG00000198722.15","UNC13B","protein_coding","chr9",35161992,35405338,"+","ENSG00000198722",35161992,243347
"ENSG00000279083.1","ENSG00000279083","TEC","chr9",35360540,35362054,"-","ENSG00000279083",35362054,1515
"ENSG00000179766.19","ATP8B5P","transcribed_unprocessed_pseudogene","chr9",35406755,35483035,"+","ENSG00000179766",35406755,76281
"ENSG00000198853.12","RUSC2","protein_coding","chr9",35490111,35561830,"+","ENSG00000198853",35490111,71720
"ENSG00000287287.1","ENSG00000287287","lncRNA","chr9",35491133,35491969,"-","ENSG00000287287",35491969,837
"ENSG00000235619.1","RPL36AP33","processed_pseudogene","chr9",35507564,35507873,"+","ENSG00000235619",35507564,310
"ENSG00000215187.13","FAM166B","protein_coding","chr9",35561899,35563899,"-","ENSG00000215187",35563899,2001
"ENSG00000227852.1","RPS29P17","processed_pseudogene","chr9",35592786,35592951,"+","ENSG00000227852",35592786,166
"ENSG00000288586.1","ENSG00000288586","lncRNA","chr9",35603437,35605139,"-","ENSG00000288586",35605139,1703
"ENSG00000107140.16","TESK1","protein_coding","chr9",35605262,35609981,"+","ENSG00000107140",35605262,4720
"ENSG00000263892.3","MIR4667","miRNA","chr9",35608094,35608159,"+","ENSG00000263892",35608094,66
"ENSG00000137101.14","CD72","protein_coding","chr9",35610042,35646689,"-","ENSG00000137101",35646689,36648
"ENSG00000231393.1","ENSG00000231393","lncRNA","chr9",35642514,35643517,"+","ENSG00000231393",35642514,1004
"ENSG00000227933.1","ENSG00000227933","lncRNA","chr9",35646270,35647099,"+","ENSG00000227933",35646270,830
"ENSG00000137078.10","SIT1","protein_coding","chr9",35649295,35650931,"-","ENSG00000137078",35650931,1637
"ENSG00000269900.3","RMRP","lncRNA","chr9",35657751,35658018,"-","ENSG00000269900",35658018,268
"ENSG00000159884.12","CCDC107","protein_coding","chr9",35658290,35658727,"+","ENSG00000159884",35658290,438
"ENSG00000137135.18","ARHGEF39","protein_coding","chr9",35658875,35675760,"-","ENSG00000137135",35675760,16886
"ENSG00000243136.3","RN7SL22P","misc_RNA","chr9",35671776,35672044,"+","ENSG00000243136",35671776,269
"ENSG00000107159.14","CA9","protein_coding","chr9",35675867,35681159,"+","ENSG00000107159",35675867,5293
"ENSG00000198467.16","TPM2","protein_coding","chr9",35681992,35690056,"-","ENSG00000198467",35690056,8065
"ENSG00000137076.21","TLN1","protein_coding","chr9",35696948,35732195,"-","ENSG00000137076",35732195,35248
"ENSG00000284195.1","MIR6852","miRNA","chr9",35710684,35710741,"-","ENSG00000284195",35710741,58
"ENSG00000107175.12","CREB3","protein_coding","chr9",35732598,35736865,"+","ENSG00000107175",35732598,4268
"ENSG00000273945.1","MIR6853","miRNA","chr9",35732922,35732995,"+","ENSG00000273945",35732922,74
"ENSG00000070610.14","GBA2","protein_coding","chr9",35737000,35749228,"-","ENSG00000070610",35749228,12229
"ENSG00000107185.10","RGP1","protein_coding","chr9",35749287,35758585,"+","ENSG00000107185",35749287,9299
"ENSG00000227388.3","ENSG00000227388","lncRNA","chr9",35772163,35790432,"+","ENSG00000227388",35772163,18270
"ENSG00000159899.16","NPR2","protein_coding","chr9",35791003,35809403,"+","ENSG00000159899",35791003,18401
"ENSG00000137098.14","SPAG8","protein_coding","chr9",35808045,35812272,"-","ENSG00000137098",35812272,4228
"ENSG00000137133.11","HINT2","protein_coding","chr9",35812960,35815354,"-","ENSG00000137133",35815354,2395
"ENSG00000137103.20","TMEM8B","protein_coding","chr9",35816144,35865518,"+","ENSG00000137103",35816144,49375
"ENSG00000204930.10","FAM221B","protein_coding","chr9",35816391,35828747,"-","ENSG00000204930",35828747,12357
"ENSG00000168828.6","OR13J1","protein_coding","chr9",35869463,35870401,"-","ENSG00000168828",35870401,939
"ENSG00000233659.1","NDUFA5P4","processed_pseudogene","chr9",35874810,35875194,"-","ENSG00000233659",35875194,385
"ENSG00000196196.3","HRCT1","protein_coding","chr9",35906202,35907136,"+","ENSG00000196196",35906202,935
"ENSG00000235387.5","SPAAR","protein_coding","chr9",35909490,35937153,"+","ENSG00000235387",35909490,27664
"ENSG00000287986.1","ENSG00000287986","lncRNA","chr9",35922159,35925554,"-","ENSG00000287986",35925554,3396
"ENSG00000225639.1","PGAM1P2","processed_pseudogene","chr9",35943210,35943934,"-","ENSG00000225639",35943934,725
"ENSG00000278889.4","OR2S2","protein_coding","chr9",35957108,35958154,"-","ENSG00000278889",35958154,1047
"ENSG00000228307.2","OR2S1P","transcribed_unprocessed_pseudogene","chr9",35962195,36014623,"+","ENSG00000228307",35962195,52429
"ENSG00000213866.3","YBX1P10","processed_pseudogene","chr9",35971344,35972318,"-","ENSG00000213866",35972318,975
"ENSG00000179443.5","OR13C6P","unprocessed_pseudogene","chr9",35991336,35992285,"-","ENSG00000179443",35992285,950
"ENSG00000243641.3","OR13C7","polymorphic_pseudogene","chr9",36002909,36003867,"-","ENSG00000243641",36003867,959
"ENSG00000236110.1","OR2AM1P","unprocessed_pseudogene","chr9",36021692,36022113,"+","ENSG00000236110",36021692,422
"ENSG00000122707.12","RECK","protein_coding","chr9",36036913,36124455,"+","ENSG00000122707",36036913,87543
"ENSG00000276730.1","ENSG00000276730","misc_RNA","chr9",36072686,36072762,"+","ENSG00000276730",36072686,77
"ENSG00000122694.16","GLIPR2","protein_coding","chr9",36136536,36163913,"+","ENSG00000122694",36136536,27378
"ENSG00000185972.6","CCIN","protein_coding","chr9",36169388,36171334,"+","ENSG00000185972",36169388,1947
"ENSG00000122705.17","CLTA","protein_coding","chr9",36190856,36304781,"+","ENSG00000122705",36190856,113926
"ENSG00000159921.20","GNE","protein_coding","chr9",36214441,36277042,"-","ENSG00000159921",36277042,62602
"ENSG00000222760.1","RNU4-53P","snRNA","chr9",36267783,36267922,"+","ENSG00000222760",36267783,140
"ENSG00000215283.3","HMGB3P24","processed_pseudogene","chr9",36303499,36304924,"-","ENSG00000215283",36304924,1426
"ENSG00000137075.18","RNF38","protein_coding","chr9",36336396,36487548,"-","ENSG00000137075",36487548,151153
"ENSG00000165304.8","MELK","protein_coding","chr9",36572862,36677683,"+","ENSG00000165304",36572862,104822
"ENSG00000288571.1","ENSG00000288571","lncRNA","chr9",36764896,36777347,"+","ENSG00000288571",36764896,12452
"ENSG00000287514.2","ENSG00000287514","lncRNA","chr9",36779475,36830456,"+","ENSG00000287514",36779475,50982
"ENSG00000266255.1","MIR4475","miRNA","chr9",36823539,36823599,"-","ENSG00000266255",36823599,61
"ENSG00000196092.14","PAX5","protein_coding","chr9",36833269,37034268,"-","ENSG00000196092",37034268,201000
"ENSG00000258885.1","ENSG00000258885","lncRNA","chr9",36856555,36861375,"+","ENSG00000258885",36856555,4821
"ENSG00000264922.1","MIR4540","miRNA","chr9",36864254,36864308,"-","ENSG00000264922",36864308,55
"ENSG00000265368.1","MIR4476","miRNA","chr9",36893462,36893531,"-","ENSG00000265368",36893531,70
"ENSG00000250850.2","ENSG00000250850","lncRNA","chr9",37002777,37008040,"+","ENSG00000250850",37002777,5264
"ENSG00000125385.9","RPL32P21","processed_pseudogene","chr9",37046835,37047237,"+","ENSG00000125385",37046835,403
"ENSG00000232920.1","LINC01400","lncRNA","chr9",37073531,37075792,"-","ENSG00000232920",37075792,2262
"ENSG00000260100.1","ENSG00000260100","lncRNA","chr9",37078813,37079776,"-","ENSG00000260100",37079776,964
"ENSG00000281649.3","EBLN3P","lncRNA","chr9",37079840,37090928,"+","ENSG00000281649",37079840,11089
"ENSG00000233242.3","ENSG00000233242","lncRNA","chr9",37112548,37120446,"-","ENSG00000233242",37120446,7899
"ENSG00000147905.18","ZCCHC7","protein_coding","chr9",37120574,37358149,"+","ENSG00000147905",37120574,237576
"ENSG00000200502.1","Y_RNA","misc_RNA","chr9",37160137,37160237,"+","ENSG00000200502",37160137,101
"ENSG00000228292.1","ENSG00000228292","processed_pseudogene","chr9",37205112,37205368,"-","ENSG00000228292",37205368,257
"ENSG00000206784.1","Y_RNA","misc_RNA","chr9",37322259,37322371,"+","ENSG00000206784",37322259,113
"ENSG00000252723.2","RNU6-677P","snRNA","chr9",37333857,37333957,"-","ENSG00000252723",37333957,101
"ENSG00000224648.1","LINC01627","lncRNA","chr9",37383178,37384434,"-","ENSG00000224648",37384434,1257
"ENSG00000137106.18","GRHPR","protein_coding","chr9",37422666,37436990,"+","ENSG00000137106",37422666,14325
"ENSG00000168795.5","ZBTB5","protein_coding","chr9",37438102,37465450,"-","ENSG00000168795",37465450,27349
"ENSG00000187988.5","KCTD9P3","processed_pseudogene","chr9",37477149,37478317,"+","ENSG00000187988",37477149,1169
"ENSG00000137054.16","POLR1E","protein_coding","chr9",37485948,37503697,"+","ENSG00000137054",37485948,17750
"ENSG00000230188.1","ENSG00000230188","processed_pseudogene","chr9",37490421,37490893,"-","ENSG00000230188",37490893,473
"ENSG00000234160.1","ENSG00000234160","lncRNA","chr9",37509150,37510299,"+","ENSG00000234160",37509150,1150
"ENSG00000147912.13","FBXO10","protein_coding","chr9",37510892,37576380,"-","ENSG00000147912",37576380,65489
"ENSG00000175768.13","TOMM5","protein_coding","chr9",37582646,37592604,"-","ENSG00000175768",37592604,9959
"ENSG00000233111.1","RAB1C","processed_pseudogene","chr9",37636688,37637293,"-","ENSG00000233111",37637293,606
"ENSG00000070601.10","FRMPD1","protein_coding","chr9",37650954,37746904,"+","ENSG00000070601",37650954,95951
"ENSG00000201287.1","RN7SKP171","misc_RNA","chr9",37661747,37662049,"-","ENSG00000201287",37662049,303
"ENSG00000165275.10","TRMT10B","protein_coding","chr9",37753803,37778972,"+","ENSG00000165275",37753803,25170
"ENSG00000107371.14","EXOSC3","protein_coding","chr9",37759234,37832117,"-","ENSG00000107371",37832117,72884
"ENSG00000289295.1","ENSG00000289295","lncRNA","chr9",37776166,37777224,"-","ENSG00000289295",37777224,1059
"ENSG00000122741.16","DCAF10","protein_coding","chr9",37800554,37867666,"+","ENSG00000122741",37800554,67113
"ENSG00000232454.2","ENSG00000232454","processed_pseudogene","chr9",37836044,37836394,"+","ENSG00000232454",37836044,351
"ENSG00000226055.2","PAICSP1","processed_pseudogene","chr9",37878116,37879399,"+","ENSG00000226055",37878116,1284
"ENSG00000122696.14","SLC25A51","protein_coding","chr9",37879494,37904353,"-","ENSG00000122696",37904353,24860
"ENSG00000213839.4","TMX2P1","processed_pseudogene","chr9",37885683,37886390,"+","ENSG00000213839",37885683,708
"ENSG00000107338.10","SHB","protein_coding","chr9",37915898,38069227,"-","ENSG00000107338",38069227,153330
"ENSG00000251745.1","RNU7-124P","snRNA","chr9",37936707,37936768,"-","ENSG00000251745",37936768,62
"ENSG00000200026.1","U8","snoRNA","chr9",38147428,38147561,"+","ENSG00000200026",38147428,134
"ENSG00000223716.2","ENSG00000223716","lncRNA","chr9",38360427,38376430,"+","ENSG00000223716",38360427,16004
"ENSG00000137124.8","ALDH1B1","protein_coding","chr9",38392702,38398661,"+","ENSG00000137124",38392702,5960
"ENSG00000137142.5","IGFBPL1","protein_coding","chr9",38406528,38424454,"-","ENSG00000137142",38424454,17927
"ENSG00000283162.2","ENSG00000283162","transcribed_unprocessed_pseudogene","chr9",38433696,38543880,"+","ENSG00000283162",38433696,110185
"ENSG00000225254.2","ARMC8P1","processed_pseudogene","chr9",38452782,38454070,"-","ENSG00000225254",38454070,1289
"ENSG00000215165.3","TCEA1P3","processed_pseudogene","chr9",38478471,38479350,"+","ENSG00000215165",38478471,880
"ENSG00000229511.1","GAS2L1P1","processed_pseudogene","chr9",38486859,38488338,"-","ENSG00000229511",38488338,1480
"ENSG00000237487.1","VN1R48P","processed_pseudogene","chr9",38504532,38505482,"-","ENSG00000237487",38505482,951
"ENSG00000243085.1","ENSG00000243085","processed_pseudogene","chr9",38526831,38527032,"+","ENSG00000243085",38526831,202
"ENSG00000176007.10","FAM220BP","processed_pseudogene","chr9",38527097,38527912,"+","ENSG00000176007",38527097,816
"ENSG00000273036.3","ENSG00000273036","transcribed_processed_pseudogene","chr9",38540567,38542792,"-","ENSG00000273036",38542792,2226
"ENSG00000225345.3","SNX18P3","transcribed_unprocessed_pseudogene","chr9",38566260,38568211,"-","ENSG00000225345",38568211,1952
"ENSG00000180071.20","ANKRD18A","protein_coding","chr9",38571358,38620596,"-","ENSG00000180071",38620596,49239
"ENSG00000204860.5","FAM201A","lncRNA","chr9",38620734,38624990,"+","ENSG00000204860",38620734,4257
"ENSG00000237557.1","YWHABP1","processed_pseudogene","chr9",38643042,38643768,"+","ENSG00000237557",38643042,727
"ENSG00000284612.2","ENSG00000284612","lncRNA","chr9",38650193,38662717,"+","ENSG00000284612",38650193,12525
"ENSG00000252725.1","RNU6-765P","snRNA","chr9",38680006,38680104,"+","ENSG00000252725",38680006,99
"ENSG00000283329.2","FAM240B","protein_coding","chr9",38694266,38720133,"-","ENSG00000283329",38720133,25868
"ENSG00000228467.2","ENSG00000228467","lncRNA","chr9",38804007,38851916,"+","ENSG00000228467",38804007,47910
"ENSG00000287838.1","ENSG00000287838","lncRNA","chr9",38949734,38998503,"+","ENSG00000287838",38949734,48770
"ENSG00000234680.1","VN2R3P","unitary_pseudogene","chr9",39016969,39039594,"+","ENSG00000234680",39016969,22626
"ENSG00000106714.18","CNTNAP3","protein_coding","chr9",39064710,39288315,"-","ENSG00000106714",39288315,223606
"ENSG00000226625.1","RBM17P1","processed_pseudogene","chr9",39154075,39155479,"+","ENSG00000226625",39154075,1405
"ENSG00000271454.1","ENSG00000271454","processed_pseudogene","chr9",39159071,39160319,"+","ENSG00000271454",39159071,1249
"ENSG00000278825.1","RN7SL640P","misc_RNA","chr9",39191100,39191360,"+","ENSG00000278825",39191100,261
"ENSG00000204849.10","SPATA31A1","protein_coding","chr9",39355669,39361962,"+","ENSG00000204849",39355669,6294
"ENSG00000277024.1","ENSG00000277024","transcribed_processed_pseudogene","chr9",39368377,39369105,"-","ENSG00000277024",39369105,729
"ENSG00000215112.6","FAM74A1","lncRNA","chr9",39371065,39376916,"+","ENSG00000215112",39371065,5852
"ENSG00000224038.1","ENSG00000224038","lncRNA","chr9",39384506,39405305,"-","ENSG00000224038",39405305,20800
"ENSG00000231140.3","ENSG00000231140","lncRNA","chr9",39395737,39397406,"-","ENSG00000231140",39397406,1670
"ENSG00000198416.9","ZNF658B","transcribed_unprocessed_pseudogene","chr9",39443815,39508885,"-","ENSG00000198416",39508885,65071
"ENSG00000229707.1","SKP1P3","processed_pseudogene","chr9",39485379,39485865,"+","ENSG00000229707",39485379,487
"ENSG00000269692.1","FKBP4P2","processed_pseudogene","chr9",39631046,39632416,"+","ENSG00000269692",39631046,1371
"ENSG00000273994.1","SDR42E1P1","processed_pseudogene","chr9",39651901,39652377,"-","ENSG00000273994",39652377,477
"ENSG00000234720.3","ATP5F1AP8","processed_pseudogene","chr9",39654241,39655531,"-","ENSG00000234720",39655531,1291
"ENSG00000278175.5","GLIDR","lncRNA","chr9",39709535,39810128,"-","ENSG00000278175",39810128,100594
"ENSG00000226108.2","RAB28P1","processed_pseudogene","chr9",39734670,39735628,"+","ENSG00000226108",39734670,959
"ENSG00000232239.2","RBPJP5","processed_pseudogene","chr9",39739747,39741193,"-","ENSG00000232239",39741193,1447
"ENSG00000204837.5","FGF7P3","transcribed_unprocessed_pseudogene","chr9",39830013,39863942,"-","ENSG00000204837",39863942,33930
"ENSG00000283886.3","ENSG00000283886","protein_coding","chr9",39816599,39874562,"-","ENSG00000283886",39874562,57964
"ENSG00000277774.1","RN7SL763P","misc_RNA","chr9",39886861,39887144,"-","ENSG00000277774",39887144,284
"ENSG00000252724.1","SNORA70","snoRNA","chr9",39892446,39892540,"+","ENSG00000252724",39892446,95
"ENSG00000232798.1","ENSG00000232798","processed_pseudogene","chr9",39892550,39892895,"+","ENSG00000232798",39892550,346
"ENSG00000184961.5","RPL7AP49","processed_pseudogene","chr9",39983821,39984401,"-","ENSG00000184961",39984401,581
"ENSG00000237846.1","ENSG00000237846","processed_pseudogene","chr9",40105822,40106527,"+","ENSG00000237846",40105822,706
"ENSG00000230804.2","CDRT15P14","unprocessed_pseudogene","chr9",40121962,40122540,"+","ENSG00000230804",40121962,579
"ENSG00000228136.1","ENSG00000228136","lncRNA","chr9",40130921,40153147,"+","ENSG00000228136",40130921,22227
"ENSG00000236966.1","ENSG00000236966","processed_pseudogene","chr9",40131747,40132218,"+","ENSG00000236966",40131747,472
"ENSG00000283211.1","ENSG00000283211","unprocessed_pseudogene","chr9",40167392,40171329,"+","ENSG00000283211",40167392,3938
"ENSG00000283246.1","MEP1AP1","unprocessed_pseudogene","chr9",40187792,40193921,"-","ENSG00000283246",40193921,6130
"ENSG00000183148.7","ANKRD20A2P","protein_coding","chr9",40223285,40266845,"+","ENSG00000183148",40223285,43561
"ENSG00000240240.9","ENSG00000240240","lncRNA","chr9",40266951,40291919,"+","ENSG00000240240",40266951,24969
"ENSG00000212441.1","RNU6-1269P","snRNA","chr9",40233923,40234029,"+","ENSG00000212441",40233923,107
"ENSG00000234812.1","ENSG00000234812","processed_pseudogene","chr9",40291275,40291502,"-","ENSG00000234812",40291502,228
"ENSG00000231390.1","SNX18P8","unprocessed_pseudogene","chr9",40293082,40293955,"+","ENSG00000231390",40293082,874
"ENSG00000223839.8","FAM95B1","transcribed_unprocessed_pseudogene","chr9",40321299,40329221,"+","ENSG00000223839",40321299,7923
"ENSG00000224681.1","ENSG00000224681","unprocessed_pseudogene","chr9",40332995,40333460,"-","ENSG00000224681",40333460,466
"ENSG00000227069.1","CNN2P2","processed_pseudogene","chr9",40346144,40347052,"-","ENSG00000227069",40347052,909
"ENSG00000232433.2","GXYLT1P3","processed_pseudogene","chr9",40348599,40349791,"+","ENSG00000232433",40348599,1193
"ENSG00000274157.1","ENSG00000274157","processed_pseudogene","chr9",40358454,40358682,"+","ENSG00000274157",40358454,229
"ENSG00000278122.1","AQP7P5","unprocessed_pseudogene","chr9",40481558,40497592,"-","ENSG00000278122",40497592,16035
