"gene","module","gene_clean","symbol","is_GenAge","symbol_gtf","gene_type","chromosome","gene_start","gene_end","strand","TSS","gene_length","ERV_position_eligible","promoter_ERV_n","promoter_ERV_any","promoter_ERV_families","nearest_ERV_distance","nearest_ERV_fragment_id","nearest_ERV_repName","nearest_ERV_family","nearest_ERV_part","nearest_ERV_start","nearest_ERV_end","nearest_ERV_strand","nearest_ERV_direction","nearest_ERV_signed_distance"
"ENSG00000115808.12","tan","ENSG00000115808","STRN",FALSE,"STRN","protein_coding","chr2",36837698,36966536,"-",36966536,128839,TRUE,0,FALSE,NA,2002,"chr2_36968539_36968942_MER51B","MER51B","ERV1","LTR_or_other",36968539,36968942,"+","upstream",-2002
"ENSG00000175155.11","yellow","ENSG00000175155","YPEL2",FALSE,"YPEL2","protein_coding","chr17",59331655,59401729,"+",59331655,70075,TRUE,0,FALSE,NA,7530,"chr17_59324042_59324124_LTR37B","LTR37B","ERV1","LTR_or_other",59324042,59324124,"-","upstream",-7530
"ENSG00000079337.16","green","ENSG00000079337","RAPGEF3",FALSE,"RAPGEF3","protein_coding","chr12",47734363,47771040,"-",47771040,36678,TRUE,2,TRUE,"ERVL-MaLR",372,"chr12_47771413_47771649_MLT1D","MLT1D","ERVL-MaLR","LTR_or_other",47771413,47771649,"+","upstream",-372
"ENSG00000166965.13","grey","ENSG00000166965","RCCD1",FALSE,"RCCD1","protein_coding","chr15",90955796,90963125,"+",90955796,7330,TRUE,0,FALSE,NA,2895,"chr15_90952725_90952900_MSTA","MSTA","ERVL-MaLR","LTR_or_other",90952725,90952900,"-","upstream",-2895
"ENSG00000213089.4","turquoise","ENSG00000213089","PDCL3P5",FALSE,"PDCL3P5","processed_pseudogene","chr6",150827663,150828384,"+",150827663,722,TRUE,0,FALSE,NA,20739,"chr6_150848403_150848882_LTR40a","LTR40a","ERVL","LTR_or_other",150848403,150848882,"-","downstream",20739
"ENSG00000188095.6","grey","ENSG00000188095","MESP2",FALSE,"MESP2","protein_coding","chr15",89760591,89778754,"+",89760591,18164,TRUE,0,FALSE,NA,15465,"chr15_89744882_89745125_MLT1K","MLT1K","ERVL-MaLR","LTR_or_other",89744882,89745125,"-","upstream",-15465
"ENSG00000254165.1","turquoise","ENSG00000254165","ENSG00000254165",FALSE,"ENSG00000254165","lncRNA","chr8",42537529,42538304,"-",42538304,776,TRUE,0,FALSE,NA,11999,"chr8_42550304_42550787_MLT1D","MLT1D","ERVL-MaLR","LTR_or_other",42550304,42550787,"-","upstream",-11999
"ENSG00000132475.10","greenyellow","ENSG00000132475","H3-3B",FALSE,"H3-3B","protein_coding","chr17",75776434,75785486,"-",75785486,9053,TRUE,0,FALSE,NA,17837,"chr17_75767219_75767648_LTR7B","LTR7B","ERV1","LTR_or_other",75767219,75767648,"-","downstream",17837
"ENSG00000106560.11","turquoise","ENSG00000106560","GIMAP2",FALSE,"GIMAP2","protein_coding","chr7",150685706,150693641,"+",150685706,7936,TRUE,1,TRUE,"ERVL",1206,"chr7_150684122_150684499_LTR16A","LTR16A","ERVL","LTR_or_other",150684122,150684499,"+","upstream",-1206
"ENSG00000197558.13","grey","ENSG00000197558","SSPOP",FALSE,"SSPOP","transcribed_unitary_pseudogene","chr7",149776042,149833829,"+",149776042,57788,TRUE,0,FALSE,NA,18721,"chr7_149756927_149757320_MLT2D","MLT2D","ERVL","LTR_or_other",149756927,149757320,"-","upstream",-18721
"ENSG00000268257.2","grey","ENSG00000268257","AIRN",FALSE,"AIRN","lncRNA","chr6",160003291,160007664,"-",160007664,4374,TRUE,0,FALSE,NA,2446,"chr6_160004778_160005217_LTR45B","LTR45B","ERV1","LTR_or_other",160004778,160005217,"-","downstream",2446
"ENSG00000154767.15","black","ENSG00000154767","XPC",FALSE,"XPC","protein_coding","chr3",14145147,14178621,"-",14178621,33475,TRUE,0,FALSE,NA,16480,"chr3_14195102_14195392_MLT1J2","MLT1J2","ERVL-MaLR","LTR_or_other",14195102,14195392,"-","upstream",-16480
"ENSG00000230593.3","grey","ENSG00000230593","PPIAP40",FALSE,"PPIAP40","processed_pseudogene","chr11",3892398,3892887,"-",3892887,490,TRUE,0,FALSE,NA,19823,"chr11_3912711_3913156_MLT1J","MLT1J","ERVL-MaLR","LTR_or_other",3912711,3913156,"+","upstream",-19823
"ENSG00000153291.16","blue","ENSG00000153291","SLC25A27",FALSE,"SLC25A27","protein_coding","chr6",46652915,46678190,"+",46652915,25276,TRUE,0,FALSE,NA,2430,"chr6_46650156_46650484_LTR52","LTR52","ERVL","LTR_or_other",46650156,46650484,"-","upstream",-2430
"ENSG00000139971.15","turquoise","ENSG00000139971","ARMH4",FALSE,"ARMH4","protein_coding","chr14",57999735,58298139,"-",58298139,298405,TRUE,0,FALSE,NA,15010,"chr14_58313150_58313229_MLT2B3","MLT2B3","ERVL","LTR_or_other",58313150,58313229,"-","upstream",-15010
"ENSG00000088930.8","brown","ENSG00000088930","XRN2",FALSE,"XRN2","protein_coding","chr20",21326279,21389825,"+",21326279,63547,TRUE,0,FALSE,NA,10963,"chr20_21314785_21315315_MER70A","MER70A","ERVL","LTR_or_other",21314785,21315315,"-","upstream",-10963
"ENSG00000125384.7","green","ENSG00000125384","PTGER2",FALSE,"PTGER2","protein_coding","chr14",52314305,52328598,"+",52314305,14294,TRUE,0,FALSE,NA,2745,"chr14_52311067_52311559_MLT2B1","MLT2B1","ERVL","LTR_or_other",52311067,52311559,"-","upstream",-2745
"ENSG00000164930.12","turquoise","ENSG00000164930","FZD6",FALSE,"FZD6","protein_coding","chr8",103298831,103332866,"+",103298831,34036,TRUE,0,FALSE,NA,8933,"chr8_103307765_103307844_MLT1N2","MLT1N2","ERVL-MaLR","LTR_or_other",103307765,103307844,"-","downstream",8933
"ENSG00000262223.9","purple","ENSG00000262223","ENSG00000262223",FALSE,"ENSG00000262223","lncRNA","chr17",81375144,81385464,"-",81385464,10321,TRUE,0,FALSE,NA,3929,"chr17_81381311_81381534_MLT1C","MLT1C","ERVL-MaLR","LTR_or_other",81381311,81381534,"-","downstream",3929
"ENSG00000138182.15","grey","ENSG00000138182","KIF20B",FALSE,"KIF20B","protein_coding","chr10",89701590,89774939,"+",89701590,73350,TRUE,0,FALSE,NA,5275,"chr10_89695410_89696314_MER4D1","MER4D1","ERV1","LTR_or_other",89695410,89696314,"+","upstream",-5275
"ENSG00000254676.1","midnightblue","ENSG00000254676","ENSG00000254676",FALSE,"ENSG00000254676","lncRNA","chr11",83180144,83184490,"+",83180144,4347,TRUE,0,FALSE,NA,11836,"chr11_83191981_83192491_HERV1_LTRb","HERV1_LTRb","ERV1","LTR_or_other",83191981,83192491,"+","downstream",11836
"ENSG00000171649.12","grey","ENSG00000171649","ZIK1",FALSE,"ZIK1","protein_coding","chr19",57578456,57593890,"+",57578456,15435,TRUE,0,FALSE,NA,716,"chr19_57579173_57579723_MER4D1","MER4D1","ERV1","LTR_or_other",57579173,57579723,"-","downstream",716
"ENSG00000198538.11","grey","ENSG00000198538","ZNF28",FALSE,"ZNF28","protein_coding","chr19",52797408,52821669,"-",52821669,24262,TRUE,3,TRUE,"ERV1",732,"chr19_52822402_52822836_MER67C","MER67C","ERV1","LTR_or_other",52822402,52822836,"-","upstream",-732
"ENSG00000254872.3","greenyellow","ENSG00000254872","LINC02688",FALSE,"LINC02688","lncRNA","chr11",1049880,1055749,"+",1049880,5870,TRUE,2,TRUE,"ERVL-MaLR",1233,"chr11_1048447_1048646_MLT1A0","MLT1A0","ERVL-MaLR","LTR_or_other",1048447,1048646,"+","upstream",-1233
"ENSG00000204380.4","midnightblue","ENSG00000204380","PKP4-AS1",FALSE,"PKP4-AS1","lncRNA","chr2",158658337,158735002,"-",158735002,76666,TRUE,0,FALSE,NA,6160,"chr2_158728761_158728841_MLT1K","MLT1K","ERVL-MaLR","LTR_or_other",158728761,158728841,"-","downstream",6160
"ENSG00000239799.1","grey","ENSG00000239799","ITIH4-AS1",FALSE,"ITIH4-AS1","lncRNA","chr3",52824112,52825314,"+",52824112,1203,TRUE,0,FALSE,NA,22317,"chr3_52801440_52801794_MLT1B","MLT1B","ERVL-MaLR","LTR_or_other",52801440,52801794,"-","upstream",-22317
"ENSG00000223799.2","blue","ENSG00000223799","IL10RB-DT",FALSE,"IL10RB-DT","lncRNA","chr21",33265676,33266264,"-",33266264,589,TRUE,0,FALSE,NA,6888,"chr21_33258995_33259375_LTR83","LTR83","ERVL","LTR_or_other",33258995,33259375,"-","downstream",6888
"ENSG00000102595.21","black","ENSG00000102595","UGGT2",FALSE,"UGGT2","protein_coding","chr13",95801580,96053482,"-",96053482,251903,TRUE,0,FALSE,NA,4930,"chr13_96058413_96058633_MLT1J","MLT1J","ERVL-MaLR","LTR_or_other",96058413,96058633,"-","upstream",-4930
"ENSG00000241746.1","magenta","ENSG00000241746","ENSG00000241746",FALSE,"ENSG00000241746","processed_pseudogene","chr8",80265528,80266153,"-",80266153,626,TRUE,0,FALSE,NA,5567,"chr8_80260555_80260585_LTR28B","LTR28B","ERV1","LTR_or_other",80260555,80260585,"-","downstream",5567
"ENSG00000260923.7","grey","ENSG00000260923","LINC02193",FALSE,"LINC02193","lncRNA","chr16",90173217,90222851,"+",90173217,49635,TRUE,0,FALSE,NA,7747,"chr16_90165317_90165469_LTR41","LTR41","ERVL","LTR_or_other",90165317,90165469,"+","upstream",-7747
"ENSG00000151835.17","yellow","ENSG00000151835","SACS",FALSE,"SACS","protein_coding","chr13",23288689,23433752,"-",23433752,145064,TRUE,0,FALSE,NA,2359,"chr13_23436112_23436669_MLT2B3","MLT2B3","ERVL","LTR_or_other",23436112,23436669,"+","upstream",-2359
"ENSG00000186280.7","purple","ENSG00000186280","KDM4D",FALSE,"KDM4D","protein_coding","chr11",94973709,94999519,"+",94973709,25811,TRUE,0,FALSE,NA,7736,"chr11_94965461_94965972_MER68B","MER68B","ERVL","LTR_or_other",94965461,94965972,"+","upstream",-7736
"ENSG00000178700.9","purple","ENSG00000178700","DHFR2",FALSE,"DHFR2","protein_coding","chr3",94047836,94063389,"-",94063389,15554,TRUE,0,FALSE,NA,2924,"chr3_94060285_94060464_LTR16C","LTR16C","ERVL","LTR_or_other",94060285,94060464,"+","downstream",2924
"ENSG00000286655.1","grey","ENSG00000286655","ENSG00000286655",FALSE,"ENSG00000286655","lncRNA","chr1",184080657,184149652,"-",184149652,68996,TRUE,0,FALSE,NA,1593,"chr1_184147671_184148058_LTR16A1","LTR16A1","ERVL","LTR_or_other",184147671,184148058,"+","downstream",1593
"ENSG00000213867.4","grey","ENSG00000213867","ENSG00000213867",FALSE,"ENSG00000213867","processed_pseudogene","chr14",30821419,30821843,"+",30821419,425,TRUE,2,TRUE,"ERVL",665,"chr14_30822085_30822591_LTR53","LTR53","ERVL","LTR_or_other",30822085,30822591,"+","downstream",665
"ENSG00000180423.4","brown","ENSG00000180423","HARBI1",FALSE,"HARBI1","protein_coding","chr11",46602861,46617909,"-",46617909,15049,TRUE,0,FALSE,NA,7271,"chr11_46625181_46625234_MER39B","MER39B","ERV1","LTR_or_other",46625181,46625234,"-","upstream",-7271
"ENSG00000123240.17","red","ENSG00000123240","OPTN",FALSE,"OPTN","protein_coding","chr10",13099449,13138308,"+",13099449,38860,TRUE,0,FALSE,NA,5977,"chr10_13093108_13093471_THE1B","THE1B","ERVL-MaLR","LTR_or_other",13093108,13093471,"-","upstream",-5977
"ENSG00000228925.1","black","ENSG00000228925","ENSG00000228925",FALSE,"ENSG00000228925","lncRNA","chr2",46899275,46908678,"+",46899275,9404,TRUE,1,TRUE,"ERVL-MaLR",394,"chr2_46898681_46898880_MLT1K","MLT1K","ERVL-MaLR","LTR_or_other",46898681,46898880,"+","upstream",-394
"ENSG00000091622.16","grey","ENSG00000091622","PITPNM3",FALSE,"PITPNM3","protein_coding","chr17",6451470,6556555,"-",6556555,105086,TRUE,0,FALSE,NA,16091,"chr17_6572647_6573009_MLT1K","MLT1K","ERVL-MaLR","LTR_or_other",6572647,6573009,"+","upstream",-16091
"ENSG00000234287.1","magenta","ENSG00000234287","ENSG00000234287",FALSE,"ENSG00000234287","processed_pseudogene","chr3",40761545,40761799,"+",40761545,255,TRUE,0,FALSE,NA,2320,"chr3_40763866_40764381_MLT1J","MLT1J","ERVL-MaLR","LTR_or_other",40763866,40764381,"+","downstream",2320
"ENSG00000160352.16","blue","ENSG00000160352","ZNF714",FALSE,"ZNF714","protein_coding","chr19",21082159,21125270,"+",21082159,43112,TRUE,0,FALSE,NA,535,"chr19_21082695_21083042_MER57E3","MER57E3","ERV1","LTR_or_other",21082695,21083042,"-","downstream",535
"ENSG00000233791.6","black","ENSG00000233791","LINC01136",FALSE,"LINC01136","lncRNA","chr1",203298758,203305315,"-",203305315,6558,TRUE,0,FALSE,NA,27707,"chr1_203333023_203333132_MLT1C","MLT1C","ERVL-MaLR","LTR_or_other",203333023,203333132,"+","upstream",-27707
"ENSG00000184635.16","grey","ENSG00000184635","ZNF93",FALSE,"ZNF93","protein_coding","chr19",19900913,19963464,"+",19900913,62552,TRUE,3,TRUE,"ERV1",272,"chr19_19900136_19900640_LTR10G","LTR10G","ERV1","LTR_or_other",19900136,19900640,"+","upstream",-272
"ENSG00000264964.2","grey","ENSG00000264964","TWSG1-DT",FALSE,"TWSG1-DT","lncRNA","chr18",9310522,9334445,"-",9334445,23924,TRUE,0,FALSE,NA,2618,"chr18_9331772_9331826_MLT1D","MLT1D","ERVL-MaLR","LTR_or_other",9331772,9331826,"+","downstream",2618
"ENSG00000274751.1","purple","ENSG00000274751","ENSG00000274751",FALSE,"ENSG00000274751","lncRNA","chr16",1305547,1308879,"-",1308879,3333,TRUE,0,FALSE,NA,10481,"chr16_1298310_1298397_MLT1D","MLT1D","ERVL-MaLR","LTR_or_other",1298310,1298397,"-","downstream",10481
"ENSG00000261879.8","blue","ENSG00000261879","ZNF594-DT",FALSE,"ZNF594-DT","lncRNA","chr17",5192007,5248182,"+",5192007,56176,TRUE,1,TRUE,"ERV1",786,"chr17_5190695_5191220_LTR6A","LTR6A","ERV1","LTR_or_other",5190695,5191220,"+","upstream",-786
"ENSG00000147454.14","lightcyan","ENSG00000147454","SLC25A37",FALSE,"SLC25A37","protein_coding","chr8",23528956,23575463,"+",23528956,46508,TRUE,0,FALSE,NA,2726,"chr8_23525765_23526229_LTR67B","LTR67B","ERVL","LTR_or_other",23525765,23526229,"-","upstream",-2726
"ENSG00000013275.8","red","ENSG00000013275","PSMC4",FALSE,"PSMC4","protein_coding","chr19",39971165,39981764,"+",39971165,10600,TRUE,1,TRUE,"ERV1",1969,"chr19_39968477_39969195_LTR17","LTR17","ERV1","LTR_or_other",39968477,39969195,"+","upstream",-1969
"ENSG00000128298.18","greenyellow","ENSG00000128298","BAIAP2L2",FALSE,"BAIAP2L2","protein_coding","chr22",38084652,38111015,"-",38111015,26364,TRUE,0,FALSE,NA,7099,"chr22_38118115_38118382_MER57D","MER57D","ERV1","LTR_or_other",38118115,38118382,"-","upstream",-7099
"ENSG00000253304.2","turquoise","ENSG00000253304","TMEM200B",FALSE,"TMEM200B","protein_coding","chr1",29120047,29123903,"-",29123903,3857,TRUE,0,FALSE,NA,6341,"chr1_29130245_29131642_LTR12C","LTR12C","ERV1","LTR_or_other",29130245,29131642,"-","upstream",-6341
"ENSG00000274383.1","grey","ENSG00000274383","ENSG00000274383",FALSE,"ENSG00000274383","lncRNA","chr15",64950916,64951435,"-",64951435,520,TRUE,0,FALSE,NA,8779,"chr15_64960215_64960563_LTR16A","LTR16A","ERVL","LTR_or_other",64960215,64960563,"+","upstream",-8779
"ENSG00000185291.12","pink","ENSG00000185291","IL3RA",FALSE,"IL3RA","protein_coding","chrX",1336616,1382689,"+",1336616,46074,TRUE,0,FALSE,NA,6815,"chrX_1329749_1329800_MLT1C","MLT1C","ERVL-MaLR","LTR_or_other",1329749,1329800,"+","upstream",-6815
"ENSG00000216639.1","tan","ENSG00000216639","ENSG00000216639",FALSE,"ENSG00000216639","processed_pseudogene","chr6",105298149,105298895,"+",105298149,747,TRUE,0,FALSE,NA,6399,"chr6_105291343_105291749_MLT2A1","MLT2A1","ERVL","LTR_or_other",105291343,105291749,"+","upstream",-6399
"ENSG00000009724.17","greenyellow","ENSG00000009724","MASP2",FALSE,"MASP2","protein_coding","chr1",11026523,11047239,"-",11047239,20717,TRUE,0,FALSE,NA,2778,"chr1_11050018_11050215_LTR8B","LTR8B","ERV1","LTR_or_other",11050018,11050215,"-","upstream",-2778
"ENSG00000188985.6","grey","ENSG00000188985","DHFRP1",FALSE,"DHFRP1","processed_pseudogene","chr18",26170726,26171284,"-",26171284,559,TRUE,2,TRUE,"ERVL",483,"chr18_26171768_26172135_LTR40c","LTR40c","ERVL","LTR_or_other",26171768,26172135,"-","upstream",-483
"ENSG00000165066.13","grey","ENSG00000165066","NKX6-3",FALSE,"NKX6-3","protein_coding","chr8",41645177,41650817,"-",41650817,5641,TRUE,0,FALSE,NA,8673,"chr8_41641762_41642143_MLT1A1","MLT1A1","ERVL-MaLR","LTR_or_other",41641762,41642143,"-","downstream",8673
"ENSG00000232630.1","grey","ENSG00000232630","PRPS1P2",FALSE,"PRPS1P2","processed_pseudogene","chr9",125150653,125151589,"+",125150653,937,TRUE,0,FALSE,NA,9718,"chr9_125160372_125160718_THE1B","THE1B","ERVL-MaLR","LTR_or_other",125160372,125160718,"+","downstream",9718
"ENSG00000181631.7","cyan","ENSG00000181631","P2RY13",FALSE,"P2RY13","protein_coding","chr3",151326312,151329549,"-",151329549,3238,TRUE,0,FALSE,NA,32818,"chr3_151296307_151296730_LTR16B2","LTR16B2","ERVL","LTR_or_other",151296307,151296730,"+","downstream",32818
"ENSG00000180263.14","yellow","ENSG00000180263","FGD6",FALSE,"FGD6","protein_coding","chr12",95076749,95217482,"-",95217482,140734,TRUE,0,FALSE,NA,6643,"chr12_95224126_95224318_LTR33","LTR33","ERVL","LTR_or_other",95224126,95224318,"+","upstream",-6643
"ENSG00000205309.14","yellow","ENSG00000205309","NT5M",FALSE,"NT5M","protein_coding","chr17",17303335,17347663,"+",17303335,44329,TRUE,1,TRUE,"ERV1",1560,"chr17_17300814_17301774_MER52D","MER52D","ERV1","LTR_or_other",17300814,17301774,"+","upstream",-1560
"ENSG00000196678.14","yellow","ENSG00000196678","ERI2",FALSE,"ERI2","protein_coding","chr16",20780193,20896381,"-",20896381,116189,TRUE,0,FALSE,NA,5652,"chr16_20890651_20890728_MER21C","MER21C","ERVL","LTR_or_other",20890651,20890728,"+","downstream",5652
"ENSG00000227741.1","turquoise","ENSG00000227741","ENSG00000227741",FALSE,"ENSG00000227741","lncRNA","chr1",160202199,160208869,"-",160208869,6671,TRUE,0,FALSE,NA,40845,"chr1_160167896_160168023_MLT1C","MLT1C","ERVL-MaLR","LTR_or_other",160167896,160168023,"-","downstream",40845
"ENSG00000102780.17","turquoise","ENSG00000102780","DGKH",FALSE,"DGKH","protein_coding","chr13",42040036,42256578,"+",42040036,216543,TRUE,0,FALSE,NA,2197,"chr13_42037491_42037838_MLT1A0","MLT1A0","ERVL-MaLR","LTR_or_other",42037491,42037838,"-","upstream",-2197
"ENSG00000230140.7","grey60","ENSG00000230140","NPAS2-AS1",FALSE,"NPAS2-AS1","lncRNA","chr2",100970767,100977709,"-",100977709,6943,TRUE,0,FALSE,NA,1177,"chr2_100976051_100976531_MLT1G3","MLT1G3","ERVL-MaLR","LTR_or_other",100976051,100976531,"-","downstream",1177
"ENSG00000214851.5","purple","ENSG00000214851","LINC00612",FALSE,"LINC00612","lncRNA","chr12",9055589,9065070,"-",9065070,9482,TRUE,2,TRUE,"ERV1",103,"chr12_9065174_9066669_MER52D","MER52D","ERV1","LTR_or_other",9065174,9066669,"+","upstream",-103
"ENSG00000284670.1","grey","ENSG00000284670","RPSAP56",FALSE,"RPSAP56","translated_processed_pseudogene","chr16",73940639,73941781,"-",73941781,1143,TRUE,0,FALSE,NA,13675,"chr16_73927697_73928105_MLT1B","MLT1B","ERVL-MaLR","LTR_or_other",73927697,73928105,"+","downstream",13675
"ENSG00000223382.6","grey","ENSG00000223382","LINC01778",FALSE,"LINC01778","lncRNA","chr1",30824217,30834864,"+",30824217,10648,TRUE,0,FALSE,NA,4523,"chr1_30828741_30828832_MER74C","MER74C","ERVL","LTR_or_other",30828741,30828832,"+","downstream",4523
"ENSG00000087253.13","turquoise","ENSG00000087253","LPCAT2",FALSE,"LPCAT2","protein_coding","chr16",55509072,55586666,"+",55509072,77595,TRUE,2,TRUE,"ERVL-MaLR",351,"chr16_55508656_55508720_MLT1K","MLT1K","ERVL-MaLR","LTR_or_other",55508656,55508720,"-","upstream",-351
"ENSG00000258884.3","grey","ENSG00000258884","LINC02321",FALSE,"LINC02321","lncRNA","chr14",90820064,90828202,"-",90828202,8139,TRUE,2,TRUE,"ERVL-MaLR",1450,"chr14_90829653_90829774_MLT1N2","MLT1N2","ERVL-MaLR","LTR_or_other",90829653,90829774,"+","upstream",-1450
"ENSG00000185015.8","lightcyan","ENSG00000185015","CA13",FALSE,"CA13","protein_coding","chr8",85220587,85284073,"+",85220587,63487,TRUE,0,FALSE,NA,610,"chr8_85221198_85221763_LTR19B","LTR19B","ERV1","LTR_or_other",85221198,85221763,"-","downstream",610
"ENSG00000276248.1","pink","ENSG00000276248","ENSG00000276248",FALSE,"ENSG00000276248","lncRNA","chr13",113527260,113530621,"+",113527260,3362,TRUE,0,FALSE,NA,10235,"chr13_113516759_113517024_LTR79","LTR79","ERVL","LTR_or_other",113516759,113517024,"-","upstream",-10235
"ENSG00000232063.2","turquoise","ENSG00000232063","ENSG00000232063",FALSE,"ENSG00000232063","lncRNA","chr9",94332459,94363013,"+",94332459,30555,TRUE,0,FALSE,NA,9528,"chr9_94322577_94322930_MLT1A","MLT1A","ERVL-MaLR","LTR_or_other",94322577,94322930,"+","upstream",-9528
"ENSG00000204652.6","magenta","ENSG00000204652","RPS26P8",FALSE,"RPS26P8","processed_pseudogene","chr17",45608571,45608918,"+",45608571,348,TRUE,1,TRUE,"ERVL-MaLR",1844,"chr17_45606565_45606726_MLT1A","MLT1A","ERVL-MaLR","LTR_or_other",45606565,45606726,"-","upstream",-1844
"ENSG00000251468.2","grey","ENSG00000251468","ENSG00000251468",FALSE,"ENSG00000251468","unprocessed_pseudogene","chr8",12958387,12962200,"+",12958387,3814,TRUE,1,TRUE,"ERVL-MaLR",300,"chr8_12958014_12958086_THE1C","THE1C","ERVL-MaLR","LTR_or_other",12958014,12958086,"-","upstream",-300
"ENSG00000247982.7","darkred","ENSG00000247982","LINC00926",FALSE,"LINC00926","lncRNA","chr15",57300365,57307769,"+",57300365,7405,TRUE,0,FALSE,NA,1680,"chr15_57302046_57302130_MLT1H1","MLT1H1","ERVL-MaLR","LTR_or_other",57302046,57302130,"-","downstream",1680
"ENSG00000229390.1","grey","ENSG00000229390","MICD",FALSE,"MICD","unprocessed_pseudogene","chr6",29970801,29972464,"-",29972464,1664,TRUE,0,FALSE,NA,2097,"chr6_29970004_29970366_LTR71B","LTR71B","ERV1","LTR_or_other",29970004,29970366,"+","downstream",2097
"ENSG00000288757.1","brown","ENSG00000288757","ENSG00000288757",FALSE,"ENSG00000288757","lncRNA","chr10",123997144,123997462,"-",123997462,319,TRUE,0,FALSE,NA,2960,"chr10_124000423_124000489_MER74A","MER74A","ERVL","LTR_or_other",124000423,124000489,"-","upstream",-2960
"ENSG00000005238.20","red","ENSG00000005238","FAM214B",FALSE,"FAM214B","protein_coding","chr9",35104112,35116341,"-",35116341,12230,TRUE,0,FALSE,NA,4418,"chr9_35120760_35121190_LTR7B","LTR7B","ERV1","LTR_or_other",35120760,35121190,"+","upstream",-4418
"ENSG00000110448.11","darkturquoise","ENSG00000110448","CD5",FALSE,"CD5","protein_coding","chr11",61102489,61127852,"+",61102489,25364,TRUE,0,FALSE,NA,3647,"chr11_61098392_61098841_LTR2","LTR2","ERV1","LTR_or_other",61098392,61098841,"+","upstream",-3647
"ENSG00000105866.15","grey","ENSG00000105866","SP4",FALSE,"SP4","protein_coding","chr7",21428043,21514822,"+",21428043,86780,TRUE,0,FALSE,NA,2378,"chr7_21425605_21425664_MLT1A0","MLT1A0","ERVL-MaLR","LTR_or_other",21425605,21425664,"-","upstream",-2378
"ENSG00000245149.5","lightgreen","ENSG00000245149","RNF139-DT",FALSE,"RNF139-DT","lncRNA","chr8",124462485,124474582,"-",124474582,12098,TRUE,0,FALSE,NA,3198,"chr8_124471297_124471383_MLT1N2","MLT1N2","ERVL-MaLR","LTR_or_other",124471297,124471383,"+","downstream",3198
"ENSG00000230795.3","turquoise","ENSG00000230795","HLA-K",FALSE,"HLA-K","unprocessed_pseudogene","chr6",29927178,29929232,"+",29927178,2055,TRUE,0,FALSE,NA,2525,"chr6_29924580_29924652_MLT1E3","MLT1E3","ERVL-MaLR","LTR_or_other",29924580,29924652,"+","upstream",-2525
"ENSG00000182810.7","brown","ENSG00000182810","DDX28",FALSE,"DDX28","protein_coding","chr16",68020916,68023232,"-",68023232,2317,TRUE,0,FALSE,NA,4754,"chr16_68018187_68018477_LTR8","LTR8","ERV1","LTR_or_other",68018187,68018477,"-","downstream",4754
"ENSG00000289130.1","darkred","ENSG00000289130","ENSG00000289130",FALSE,"ENSG00000289130","lncRNA","chr3",24137832,24190073,"+",24137832,52242,TRUE,0,FALSE,NA,2443,"chr3_24140276_24140852_MLT1H1","MLT1H1","ERVL-MaLR","LTR_or_other",24140276,24140852,"-","downstream",2443
"ENSG00000136295.15","turquoise","ENSG00000136295","TTYH3",FALSE,"TTYH3","protein_coding","chr7",2631986,2664802,"+",2631986,32817,TRUE,0,FALSE,NA,2744,"chr7_2629155_2629241_MLT1C","MLT1C","ERVL-MaLR","LTR_or_other",2629155,2629241,"-","upstream",-2744
"ENSG00000005022.6","black","ENSG00000005022","SLC25A5",FALSE,"SLC25A5","protein_coding","chrX",119468422,119471396,"+",119468422,2975,TRUE,0,FALSE,NA,9201,"chrX_119458788_119459220_MLT1E2","MLT1E2","ERVL-MaLR","LTR_or_other",119458788,119459220,"+","upstream",-9201
"ENSG00000188659.10","lightgreen","ENSG00000188659","SAXO2",FALSE,"SAXO2","protein_coding","chr15",82262810,82284930,"+",82262810,22121,TRUE,0,FALSE,NA,1711,"chr15_82264522_82264615_MLT1N2","MLT1N2","ERVL-MaLR","LTR_or_other",82264522,82264615,"-","downstream",1711
"ENSG00000166532.16","turquoise","ENSG00000166532","RIMKLB",FALSE,"RIMKLB","protein_coding","chr12",8681691,8783095,"+",8681691,101405,TRUE,3,TRUE,"ERV1;ERVL",0,"chr12_8681349_8682152_MER21C","MER21C","ERVL","LTR_or_other",8681349,8682152,"+","overlaps_TSS",0
"ENSG00000228393.5","salmon","ENSG00000228393","LINC01004",FALSE,"LINC01004","lncRNA","chr7",104950315,105013068,"-",105013068,62754,TRUE,0,FALSE,NA,8393,"chr7_105021462_105021586_MLT1O","MLT1O","ERVL-MaLR","LTR_or_other",105021462,105021586,"-","upstream",-8393
"ENSG00000048991.17","yellow","ENSG00000048991","R3HDM1",FALSE,"R3HDM1","protein_coding","chr2",135531455,135725270,"+",135531455,193816,TRUE,0,FALSE,NA,4208,"chr2_135527205_135527246_MER4B-int","MER4B-int","ERV1","internal",135527205,135527246,"+","upstream",-4208
"ENSG00000184451.5","yellow","ENSG00000184451","CCR10",FALSE,"CCR10","protein_coding","chr17",42678889,42683820,"-",42683820,4932,TRUE,0,FALSE,NA,20854,"chr17_42662806_42662965_MER21A","MER21A","ERVL","LTR_or_other",42662806,42662965,"+","downstream",20854
