"epigenome","tissue","erv_fragment_id","chromosome","repeat_start","repeat_end","repeat_length","erv_strand","repName","repFamily","repeat_part","percent_divergence","enhancer_start","enhancer_end","enhancer_state"
"E108","Skeletal muscle female","chr19_45575390_45575456_MLT1H1","chr19",45575390,45575456,67,"+","MLT1H1","ERVL-MaLR","LTR_or_other",27.8,45574543,45575542,"EnhA1"
"E108","Skeletal muscle female","chr19_45575545_45575609_MLT1D","chr19",45575545,45575609,65,"-","MLT1D","ERVL-MaLR","LTR_or_other",17.3,45575543,45576142,"EnhA2"
"E108","Skeletal muscle female","chr19_45575906_45575951_MLT1D","chr19",45575906,45575951,46,"-","MLT1D","ERVL-MaLR","LTR_or_other",17.3,45575543,45576142,"EnhA2"
"E108","Skeletal muscle female","chr19_45576558_45576946_MLT1D","chr19",45576558,45576946,389,"-","MLT1D","ERVL-MaLR","LTR_or_other",17.3,45576743,45577742,"EnhA1"
"E108","Skeletal muscle female","chr19_45581683_45581796_LTR8","chr19",45581683,45581796,114,"-","LTR8","ERV1","LTR_or_other",9.5,45581343,45581942,"EnhG1"
"E108","Skeletal muscle female","chr19_46132077_46133206_HERV35I-int","chr19",46132077,46133206,1130,"-","HERV35I-int","ERV1","internal",24.9,46132944,46133543,"EnhA1"
"E108","Skeletal muscle female","chr19_46133207_46133793_LTR10C","chr19",46133207,46133793,587,"-","LTR10C","ERV1","LTR_or_other",12.6,46132944,46133543,"EnhA1"
"E108","Skeletal muscle female","chr19_46133207_46133793_LTR10C","chr19",46133207,46133793,587,"-","LTR10C","ERV1","LTR_or_other",12.6,46133544,46133943,"EnhA2"
"E108","Skeletal muscle female","chr19_46133826_46134287_LTR35A","chr19",46133826,46134287,462,"-","LTR35A","ERV1","LTR_or_other",12.8,46133544,46133943,"EnhA2"
"E108","Skeletal muscle female","chr19_46133826_46134287_LTR35A","chr19",46133826,46134287,462,"-","LTR35A","ERV1","LTR_or_other",12.8,46133944,46134143,"EnhA1"
"E108","Skeletal muscle female","chr19_46210870_46210985_LTR67B","chr19",46210870,46210985,116,"+","LTR67B","ERVL","LTR_or_other",22.4,46210944,46211943,"EnhA1"
"E108","Skeletal muscle female","chr19_46289435_46289546_MLT1H","chr19",46289435,46289546,112,"+","MLT1H","ERVL-MaLR","LTR_or_other",28.2,46289544,46289743,"EnhA2"
"E108","Skeletal muscle female","chr19_46289754_46289860_MLT1G3","chr19",46289754,46289860,107,"-","MLT1G3","ERVL-MaLR","LTR_or_other",22.6,46289744,46289943,"EnhA1"
"E108","Skeletal muscle female","chr19_46289915_46290476_MLT1G1","chr19",46289915,46290476,562,"+","MLT1G1","ERVL-MaLR","LTR_or_other",24,46289744,46289943,"EnhA1"
"E108","Skeletal muscle female","chr19_46759207_46759570_THE1C","chr19",46759207,46759570,364,"-","THE1C","ERVL-MaLR","LTR_or_other",10.5,46759344,46759543,"EnhA2"
"E108","Skeletal muscle female","chr19_46759207_46759570_THE1C","chr19",46759207,46759570,364,"-","THE1C","ERVL-MaLR","LTR_or_other",10.5,46759544,46760143,"EnhA1"
"E108","Skeletal muscle female","chr19_46841689_46841909_MLT1D","chr19",46841689,46841909,221,"+","MLT1D","ERVL-MaLR","LTR_or_other",18.8,46840544,46841743,"EnhG1"
"E108","Skeletal muscle female","chr19_46975170_46975281_MER21C","chr19",46975170,46975281,112,"-","MER21C","ERVL","LTR_or_other",20.9,46975144,46976343,"EnhA1"
"E108","Skeletal muscle female","chr19_47365865_47365941_MLT1O","chr19",47365865,47365941,77,"-","MLT1O","ERVL-MaLR","LTR_or_other",31.6,47365744,47365943,"EnhG1"
"E108","Skeletal muscle female","chr19_47660029_47660501_MLT1D","chr19",47660029,47660501,473,"-","MLT1D","ERVL-MaLR","LTR_or_other",26.6,47660344,47661343,"EnhA1"
"E108","Skeletal muscle female","chr19_47662156_47662393_MLT1H","chr19",47662156,47662393,238,"-","MLT1H","ERVL-MaLR","LTR_or_other",22.8,47662144,47663543,"EnhA1"
"E108","Skeletal muscle female","chr19_47662682_47662839_MLT1H","chr19",47662682,47662839,158,"-","MLT1H","ERVL-MaLR","LTR_or_other",22.8,47662144,47663543,"EnhA1"
"E108","Skeletal muscle female","chr19_47662997_47663107_MLT1L","chr19",47662997,47663107,111,"-","MLT1L","ERVL-MaLR","LTR_or_other",29.4,47662144,47663543,"EnhA1"
"E108","Skeletal muscle female","chr19_47663402_47663614_MLT1L","chr19",47663402,47663614,213,"-","MLT1L","ERVL-MaLR","LTR_or_other",29.4,47662144,47663543,"EnhA1"
"E108","Skeletal muscle female","chr19_48063621_48063852_MER4B","chr19",48063621,48063852,232,"+","MER4B","ERV1","LTR_or_other",12.6,48063544,48063943,"EnhG1"
"E108","Skeletal muscle female","chr19_48063853_48064146_MER41C","chr19",48063853,48064146,294,"-","MER41C","ERV1","LTR_or_other",12.3,48063544,48063943,"EnhG1"
"E108","Skeletal muscle female","chr19_48085441_48085491_MLT1J","chr19",48085441,48085491,51,"+","MLT1J","ERVL-MaLR","LTR_or_other",12,48084944,48086943,"EnhG1"
"E108","Skeletal muscle female","chr19_48106649_48106810_LTR8B","chr19",48106649,48106810,162,"-","LTR8B","ERV1","LTR_or_other",22,48106344,48106743,"EnhG1"
"E108","Skeletal muscle female","chr19_48107461_48108186_LTR13","chr19",48107461,48108186,726,"+","LTR13","ERVK","LTR_or_other",11.4,48107944,48108743,"EnhA1"
"E108","Skeletal muscle female","chr19_48108434_48108646_LTR8B","chr19",48108434,48108646,213,"-","LTR8B","ERV1","LTR_or_other",25.1,48107944,48108743,"EnhA1"
"E108","Skeletal muscle female","chr19_48108958_48109160_LTR8B","chr19",48108958,48109160,203,"-","LTR8B","ERV1","LTR_or_other",25.1,48108744,48109143,"EnhA2"
"E108","Skeletal muscle female","chr19_48239776_48240101_MLT1A0","chr19",48239776,48240101,326,"-","MLT1A0","ERVL-MaLR","LTR_or_other",20.4,48239944,48240343,"EnhG1"
"E108","Skeletal muscle female","chr19_48250116_48250535_MER65A","chr19",48250116,48250535,420,"-","MER65A","ERV1","LTR_or_other",15.8,48249944,48250743,"EnhA2"
"E108","Skeletal muscle female","chr19_48250538_48251447_MER65-int","chr19",48250538,48251447,910,"-","MER65-int","ERV1","internal",25.1,48249944,48250743,"EnhA2"
"E108","Skeletal muscle female","chr19_48259616_48260614_LTR13","chr19",48259616,48260614,999,"-","LTR13","ERVK","LTR_or_other",9.5,48259544,48259743,"EnhA1"
"E108","Skeletal muscle female","chr19_48569968_48570071_MLT1D","chr19",48569968,48570071,104,"-","MLT1D","ERVL-MaLR","LTR_or_other",22.1,48568944,48570543,"EnhA2"
"E108","Skeletal muscle female","chr19_48622287_48622385_LTR15","chr19",48622287,48622385,99,"-","LTR15","ERV1","LTR_or_other",8.5,48622344,48622543,"EnhG1"
"E108","Skeletal muscle female","chr19_48766838_48766981_MLT1C","chr19",48766838,48766981,144,"-","MLT1C","ERVL-MaLR","LTR_or_other",21.8,48765944,48766943,"EnhA2"
"E108","Skeletal muscle female","chr19_48770257_48770455_MLT1A0","chr19",48770257,48770455,199,"+","MLT1A0","ERVL-MaLR","LTR_or_other",19.2,48769344,48770543,"EnhA1"
"E108","Skeletal muscle female","chr19_48780451_48780674_MER21C","chr19",48780451,48780674,224,"+","MER21C","ERVL","LTR_or_other",21.5,48780544,48781343,"EnhA1"
"E108","Skeletal muscle female","chr19_48780675_48781615_LTR13A","chr19",48780675,48781615,941,"-","LTR13A","ERVK","LTR_or_other",15.8,48780544,48781343,"EnhA1"
"E108","Skeletal muscle female","chr19_48780675_48781615_LTR13A","chr19",48780675,48781615,941,"-","LTR13A","ERVK","LTR_or_other",15.8,48781344,48782943,"EnhA2"
"E108","Skeletal muscle female","chr19_48781616_48782099_MER21C","chr19",48781616,48782099,484,"+","MER21C","ERVL","LTR_or_other",21.5,48781344,48782943,"EnhA2"
"E108","Skeletal muscle female","chr19_48787432_48787957_LTR10C","chr19",48787432,48787957,526,"-","LTR10C","ERV1","LTR_or_other",5.1,48787544,48787943,"EnhA1"
"E108","Skeletal muscle female","chr19_48876222_48877217_LTR13","chr19",48876222,48877217,996,"-","LTR13","ERVK","LTR_or_other",7.5,48873344,48876343,"EnhG2"
"E108","Skeletal muscle female","chr19_48878026_48878237_MER41E","chr19",48878026,48878237,212,"-","MER41E","ERV1","LTR_or_other",14,48877944,48878743,"EnhG2"
"E108","Skeletal muscle female","chr19_48878539_48878917_MER41E","chr19",48878539,48878917,379,"-","MER41E","ERV1","LTR_or_other",14,48877944,48878743,"EnhG2"
"E108","Skeletal muscle female","chr19_48878539_48878917_MER41E","chr19",48878539,48878917,379,"-","MER41E","ERV1","LTR_or_other",14,48878744,48879743,"EnhG1"
"E108","Skeletal muscle female","chr19_48879724_48879828_LTR8A","chr19",48879724,48879828,105,"-","LTR8A","ERV1","LTR_or_other",18.8,48878744,48879743,"EnhG1"
"E108","Skeletal muscle female","chr19_48907574_48907700_MLT1D","chr19",48907574,48907700,127,"-","MLT1D","ERVL-MaLR","LTR_or_other",22.2,48905344,48908343,"EnhG1"
"E108","Skeletal muscle female","chr19_48908972_48909234_MLT1B","chr19",48908972,48909234,263,"-","MLT1B","ERVL-MaLR","LTR_or_other",20.4,48908744,48909143,"EnhG2"
"E108","Skeletal muscle female","chr19_48908972_48909234_MLT1B","chr19",48908972,48909234,263,"-","MLT1B","ERVL-MaLR","LTR_or_other",20.4,48909144,48909943,"EnhG1"
"E108","Skeletal muscle female","chr19_48909842_48910018_MLT1B","chr19",48909842,48910018,177,"-","MLT1B","ERVL-MaLR","LTR_or_other",20.4,48909144,48909943,"EnhG1"
"E108","Skeletal muscle female","chr19_49197990_49198333_LTR83","chr19",49197990,49198333,344,"-","LTR83","ERVL","LTR_or_other",31.5,49197344,49198943,"EnhA2"
"E108","Skeletal muscle female","chr19_49207760_49208772_LTR13","chr19",49207760,49208772,1013,"-","LTR13","ERVK","LTR_or_other",7.8,49207544,49208343,"EnhG1"
"E108","Skeletal muscle female","chr19_49217295_49217370_ERVL-E-int","chr19",49217295,49217370,76,"+","ERVL-E-int","ERVL","internal",32.4,49217344,49217743,"EnhA2"
"E108","Skeletal muscle female","chr19_49217372_49217478_LTR50","chr19",49217372,49217478,107,"+","LTR50","ERVL","LTR_or_other",24.3,49217344,49217743,"EnhA2"
"E108","Skeletal muscle female","chr19_49510895_49511160_MLT2B4","chr19",49510895,49511160,266,"+","MLT2B4","ERVL","LTR_or_other",26.5,49511144,49512343,"EnhA2"
"E108","Skeletal muscle female","chr19_49559070_49559291_MER77","chr19",49559070,49559291,222,"-","MER77","ERVL","LTR_or_other",18.6,49553744,49559543,"EnhG1"
"E108","Skeletal muscle female","chr19_49574530_49574721_MLT1B","chr19",49574530,49574721,192,"-","MLT1B","ERVL-MaLR","LTR_or_other",21.8,49574344,49574743,"EnhG2"
"E108","Skeletal muscle female","chr19_49575299_49575446_MLT1B","chr19",49575299,49575446,148,"-","MLT1B","ERVL-MaLR","LTR_or_other",21.8,49574744,49576543,"EnhG1"
"E108","Skeletal muscle female","chr19_49579292_49579734_LTR54","chr19",49579292,49579734,443,"+","LTR54","ERV1","LTR_or_other",15.6,49578944,49579343,"EnhA1"
"E108","Skeletal muscle female","chr19_49613758_49613826_MLT1A0","chr19",49613758,49613826,69,"-","MLT1A0","ERVL-MaLR","LTR_or_other",14.5,49613544,49613943,"EnhG1"
"E108","Skeletal muscle female","chr19_49718210_49718287_LTR50","chr19",49718210,49718287,78,"+","LTR50","ERVL","LTR_or_other",26.4,49718144,49719143,"EnhA2"
"E108","Skeletal muscle female","chr19_49718583_49718671_LTR50","chr19",49718583,49718671,89,"+","LTR50","ERVL","LTR_or_other",26.4,49718144,49719143,"EnhA2"
"E108","Skeletal muscle female","chr19_49718672_49718801_MER41B","chr19",49718672,49718801,130,"+","MER41B","ERV1","LTR_or_other",22.9,49718144,49719143,"EnhA2"
"E108","Skeletal muscle female","chr19_49719110_49719414_MER41B","chr19",49719110,49719414,305,"+","MER41B","ERV1","LTR_or_other",22.9,49718144,49719143,"EnhA2"
"E108","Skeletal muscle female","chr19_49727056_49727145_MER66-int","chr19",49727056,49727145,90,"+","MER66-int","ERV1","internal",25.6,49727144,49727343,"EnhA2"
"E108","Skeletal muscle female","chr19_49727163_49727741_LTR1C1","chr19",49727163,49727741,579,"+","LTR1C1","ERV1","LTR_or_other",10.5,49727144,49727343,"EnhA2"
"E108","Skeletal muscle female","chr19_49820127_49820763_LTR76","chr19",49820127,49820763,637,"-","LTR76","ERV1","LTR_or_other",7,49820744,49821543,"EnhG1"
"E108","Skeletal muscle female","chr19_49820950_49821287_MLT1F","chr19",49820950,49821287,338,"-","MLT1F","ERVL-MaLR","LTR_or_other",25.2,49820744,49821543,"EnhG1"
"E108","Skeletal muscle female","chr19_49823257_49823388_MLT1F","chr19",49823257,49823388,132,"-","MLT1F","ERVL-MaLR","LTR_or_other",25.2,49823344,49824343,"EnhG1"
"E108","Skeletal muscle female","chr19_49827318_49827730_MLT1C","chr19",49827318,49827730,413,"-","MLT1C","ERVL-MaLR","LTR_or_other",26.2,49827144,49827943,"EnhG1"
"E108","Skeletal muscle female","chr19_49832694_49833103_MLT1C","chr19",49832694,49833103,410,"-","MLT1C","ERVL-MaLR","LTR_or_other",26,49832344,49832943,"EnhG2"
"E108","Skeletal muscle female","chr19_49832694_49833103_MLT1C","chr19",49832694,49833103,410,"-","MLT1C","ERVL-MaLR","LTR_or_other",26,49832944,49834343,"EnhA1"
"E108","Skeletal muscle female","chr19_49833636_49833895_MLT1F1","chr19",49833636,49833895,260,"-","MLT1F1","ERVL-MaLR","LTR_or_other",24.4,49832944,49834343,"EnhA1"
"E108","Skeletal muscle female","chr19_49844246_49844614_MLT1F2","chr19",49844246,49844614,369,"-","MLT1F2","ERVL-MaLR","LTR_or_other",22.7,49844544,49845143,"EnhA1"
"E108","Skeletal muscle female","chr19_49844921_49845107_MLT1F2","chr19",49844921,49845107,187,"-","MLT1F2","ERVL-MaLR","LTR_or_other",22.7,49844544,49845143,"EnhA1"
"E108","Skeletal muscle female","chr19_49879337_49879376_LTR67B","chr19",49879337,49879376,40,"-","LTR67B","ERVL","LTR_or_other",15,49878944,49880743,"EnhG1"
"E108","Skeletal muscle female","chr19_49879433_49879579_LTR67B","chr19",49879433,49879579,147,"-","LTR67B","ERVL","LTR_or_other",30.6,49878944,49880743,"EnhG1"
"E108","Skeletal muscle female","chr19_49910446_49910575_MLT1K","chr19",49910446,49910575,130,"+","MLT1K","ERVL-MaLR","LTR_or_other",29.2,49910144,49910943,"EnhA2"
"E108","Skeletal muscle female","chr19_50003218_50003380_MLT1D","chr19",50003218,50003380,163,"+","MLT1D","ERVL-MaLR","LTR_or_other",19.8,50001744,50003543,"EnhG1"
"E108","Skeletal muscle female","chr19_50233527_50233833_MLT1C","chr19",50233527,50233833,307,"-","MLT1C","ERVL-MaLR","LTR_or_other",22.1,50233344,50233743,"EnhA1"
"E108","Skeletal muscle female","chr19_50233527_50233833_MLT1C","chr19",50233527,50233833,307,"-","MLT1C","ERVL-MaLR","LTR_or_other",22.1,50233744,50233943,"EnhA2"
"E108","Skeletal muscle female","chr19_50234120_50234268_MLT1C","chr19",50234120,50234268,149,"-","MLT1C","ERVL-MaLR","LTR_or_other",22.1,50233944,50234543,"EnhA1"
"E108","Skeletal muscle female","chr19_50441179_50441557_MER66B","chr19",50441179,50441557,379,"+","MER66B","ERV1","LTR_or_other",16.6,50440744,50442343,"EnhG1"
"E108","Skeletal muscle female","chr19_50441907_50442012_MER66B","chr19",50441907,50442012,106,"+","MER66B","ERV1","LTR_or_other",16.6,50440744,50442343,"EnhG1"
"E108","Skeletal muscle female","chr19_50449033_50449066_MLT1H","chr19",50449033,50449066,34,"-","MLT1H","ERVL-MaLR","LTR_or_other",27.5,50448344,50449343,"EnhG1"
"E108","Skeletal muscle female","chr19_50449199_50449650_MLT1H","chr19",50449199,50449650,452,"-","MLT1H","ERVL-MaLR","LTR_or_other",27.5,50448344,50449343,"EnhG1"
"E108","Skeletal muscle female","chr19_50449199_50449650_MLT1H","chr19",50449199,50449650,452,"-","MLT1H","ERVL-MaLR","LTR_or_other",27.5,50449344,50449743,"EnhG2"
"E108","Skeletal muscle female","chr19_50479627_50479684_MLT1J","chr19",50479627,50479684,58,"-","MLT1J","ERVL-MaLR","LTR_or_other",20.7,50477744,50479743,"EnhG1"
"E108","Skeletal muscle female","chr19_51131939_51132317_MSTB1","chr19",51131939,51132317,379,"+","MSTB1","ERVL-MaLR","LTR_or_other",20,51132144,51132543,"EnhA2"
"E108","Skeletal muscle female","chr19_51136607_51136732_MLT1F2","chr19",51136607,51136732,126,"+","MLT1F2","ERVL-MaLR","LTR_or_other",25.8,51134744,51137743,"EnhA2"
"E108","Skeletal muscle female","chr19_51139052_51139411_MLT1A0","chr19",51139052,51139411,360,"-","MLT1A0","ERVL-MaLR","LTR_or_other",21.4,51138544,51142743,"EnhA2"
"E108","Skeletal muscle female","chr19_51139646_51140020_MER51D","chr19",51139646,51140020,375,"+","MER51D","ERV1","LTR_or_other",12.8,51138544,51142743,"EnhA2"
"E108","Skeletal muscle female","chr19_51140285_51140573_MER51D","chr19",51140285,51140573,289,"+","MER51D","ERV1","LTR_or_other",12.8,51138544,51142743,"EnhA2"
"E108","Skeletal muscle female","chr19_51784667_51785355_LTR8","chr19",51784667,51785355,689,"+","LTR8","ERV1","LTR_or_other",9.1,51784548,51786147,"EnhA2"
"E108","Skeletal muscle female","chr19_51787119_51787670_MER41A","chr19",51787119,51787670,552,"+","MER41A","ERV1","LTR_or_other",7.3,51786548,51787747,"EnhA2"
"E108","Skeletal muscle female","chr19_51799096_51799271_MER54B","chr19",51799096,51799271,176,"+","MER54B","ERVL","LTR_or_other",16.9,51798148,51799147,"EnhA2"
"E108","Skeletal muscle female","chr19_51799096_51799271_MER54B","chr19",51799096,51799271,176,"+","MER54B","ERVL","LTR_or_other",16.9,51799148,51800347,"EnhA1"
"E108","Skeletal muscle female","chr19_51800313_51800738_LTR46","chr19",51800313,51800738,426,"-","LTR46","ERV1","LTR_or_other",13.1,51799148,51800347,"EnhA1"
"E108","Skeletal muscle female","chr19_51800313_51800738_LTR46","chr19",51800313,51800738,426,"-","LTR46","ERV1","LTR_or_other",13.1,51800348,51800547,"EnhA2"
"E108","Skeletal muscle female","chr19_51803614_51803955_MLT1J-int","chr19",51803614,51803955,342,"+","MLT1J-int","ERVL-MaLR","internal",33,51803748,51804147,"EnhA2"
"E108","Skeletal muscle female","chr19_51804123_51804241_MER54B","chr19",51804123,51804241,119,"+","MER54B","ERVL","LTR_or_other",13.4,51803748,51804147,"EnhA2"
"E108","Skeletal muscle female","chr19_51807486_51811585_HERVK3-int","chr19",51807486,51811585,4100,"-","HERVK3-int","ERVK","internal",12.3,51811548,51811947,"EnhA2"
"E108","Skeletal muscle female","chr19_51811609_51811772_LTR3A","chr19",51811609,51811772,164,"-","LTR3A","ERVK","LTR_or_other",11.7,51811548,51811947,"EnhA2"
"E108","Skeletal muscle female","chr19_51811768_51811939_LTR3A","chr19",51811768,51811939,172,"-","LTR3A","ERVK","LTR_or_other",11.2,51811548,51811947,"EnhA2"
"E108","Skeletal muscle female","chr19_51811941_51812767_HERVL74-int","chr19",51811941,51812767,827,"+","HERVL74-int","ERVL","internal",22.5,51811548,51811947,"EnhA2"
"E108","Skeletal muscle female","chr19_51816548_51816918_MER21C","chr19",51816548,51816918,371,"+","MER21C","ERVL","LTR_or_other",21.1,51816348,51817547,"EnhA2"
"E108","Skeletal muscle female","chr19_51817239_51817766_LTR54","chr19",51817239,51817766,528,"+","LTR54","ERV1","LTR_or_other",20.6,51816348,51817547,"EnhA2"
"E108","Skeletal muscle female","chr19_51824866_51825395_MER21A","chr19",51824866,51825395,530,"-","MER21A","ERVL","LTR_or_other",18.2,51822548,51825547,"EnhA2"
"E108","Skeletal muscle female","chr19_51825401_51825637_MER21A","chr19",51825401,51825637,237,"-","MER21A","ERVL","LTR_or_other",15.6,51822548,51825547,"EnhA2"
"E108","Skeletal muscle female","chr19_52195319_52196142_MER21B","chr19",52195319,52196142,824,"-","MER21B","ERVL","LTR_or_other",16.8,52195748,52198347,"EnhG1"
"E108","Skeletal muscle female","chr19_52196521_52196602_MLT1L","chr19",52196521,52196602,82,"-","MLT1L","ERVL-MaLR","LTR_or_other",30.5,52195748,52198347,"EnhG1"
"E108","Skeletal muscle female","chr19_52196607_52197033_MLT1J","chr19",52196607,52197033,427,"-","MLT1J","ERVL-MaLR","LTR_or_other",27.7,52195748,52198347,"EnhG1"
"E108","Skeletal muscle female","chr19_52200545_52200922_MLT1C","chr19",52200545,52200922,378,"-","MLT1C","ERVL-MaLR","LTR_or_other",21.8,52199348,52200547,"EnhA1"
"E108","Skeletal muscle female","chr19_52200545_52200922_MLT1C","chr19",52200545,52200922,378,"-","MLT1C","ERVL-MaLR","LTR_or_other",21.8,52200548,52200947,"EnhG2"
"E108","Skeletal muscle female","chr19_52203553_52204062_MER21A","chr19",52203553,52204062,510,"-","MER21A","ERVL","LTR_or_other",16.3,52200948,52206747,"EnhG1"
"E108","Skeletal muscle female","chr19_52205032_52205169_MLT1J","chr19",52205032,52205169,138,"-","MLT1J","ERVL-MaLR","LTR_or_other",29.7,52200948,52206747,"EnhG1"
"E108","Skeletal muscle female","chr19_52396270_52396615_MER70-int","chr19",52396270,52396615,346,"-","MER70-int","ERVL","internal",19.1,52396148,52396747,"EnhG1"
"E108","Skeletal muscle female","chr19_52533049_52533171_MER67C","chr19",52533049,52533171,123,"+","MER67C","ERV1","LTR_or_other",19.7,52533148,52533347,"EnhA2"
"E108","Skeletal muscle female","chr19_52533925_52534028_LTR24","chr19",52533925,52534028,104,"+","LTR24","ERV1","LTR_or_other",17.3,52533748,52534547,"EnhA2"
"E108","Skeletal muscle female","chr19_52534242_52534575_MER67C","chr19",52534242,52534575,334,"+","MER67C","ERV1","LTR_or_other",21.5,52533748,52534547,"EnhA2"
"E108","Skeletal muscle female","chr19_52534242_52534575_MER67C","chr19",52534242,52534575,334,"+","MER67C","ERV1","LTR_or_other",21.5,52534548,52534947,"EnhA1"
"E108","Skeletal muscle female","chr19_52648308_52648595_LTR61","chr19",52648308,52648595,288,"+","LTR61","ERV1","LTR_or_other",12.5,52648148,52648947,"EnhA2"
"E108","Skeletal muscle female","chr19_52648596_52648931_HERV3-int","chr19",52648596,52648931,336,"+","HERV3-int","ERV1","internal",17.9,52648148,52648947,"EnhA2"
"E108","Skeletal muscle female","chr19_52898525_52898997_LTR2B","chr19",52898525,52898997,473,"-","LTR2B","ERV1","LTR_or_other",6.6,52898348,52898547,"EnhA2"
"E108","Skeletal muscle female","chr19_53519306_53519485_LTR46","chr19",53519306,53519485,180,"+","LTR46","ERV1","LTR_or_other",12.2,53519147,53520146,"EnhA2"
"E108","Skeletal muscle female","chr19_53519472_53519646_LTR46","chr19",53519472,53519646,175,"+","LTR46","ERV1","LTR_or_other",10.9,53519147,53520146,"EnhA2"
"E108","Skeletal muscle female","chr19_53549307_53549684_LTR26C","chr19",53549307,53549684,378,"-","LTR26C","ERV1","LTR_or_other",14.1,53548947,53550346,"EnhA2"
"E108","Skeletal muscle female","chr19_53622072_53622319_LTR80B","chr19",53622072,53622319,248,"+","LTR80B","ERVL","LTR_or_other",21.4,53621547,53622946,"EnhA2"
"E108","Skeletal muscle female","chr19_53622561_53622864_ERV3-16A3_I-int","chr19",53622561,53622864,304,"-","ERV3-16A3_I-int","ERVL","internal",35,53621547,53622946,"EnhA2"
"E108","Skeletal muscle female","chr19_53622933_53623021_ERV3-16A3_I-int","chr19",53622933,53623021,89,"-","ERV3-16A3_I-int","ERVL","internal",36.4,53621547,53622946,"EnhA2"
"E108","Skeletal muscle female","chr19_53624958_53625062_ERV3-16A3_I-int","chr19",53624958,53625062,105,"-","ERV3-16A3_I-int","ERVL","internal",33.7,53624747,53625546,"EnhA2"
"E108","Skeletal muscle female","chr19_53625354_53625638_ERV3-16A3_I-int","chr19",53625354,53625638,285,"-","ERV3-16A3_I-int","ERVL","internal",33.7,53624747,53625546,"EnhA2"
"E108","Skeletal muscle female","chr19_53865635_53865774_ERVL-E-int","chr19",53865635,53865774,140,"+","ERVL-E-int","ERVL","internal",29.4,53865547,53865746,"EnhA2"
"E108","Skeletal muscle female","chr19_53865635_53865774_ERVL-E-int","chr19",53865635,53865774,140,"+","ERVL-E-int","ERVL","internal",29.4,53865747,53865946,"EnhA1"
"E108","Skeletal muscle female","chr19_54373725_54373883_MLT1J2","chr19",54373725,54373883,159,"-","MLT1J2","ERVL-MaLR","LTR_or_other",34,54372794,54376993,"EnhA2"
"E108","Skeletal muscle female","chr19_54375882_54376058_MLT1J2","chr19",54375882,54376058,177,"-","MLT1J2","ERVL-MaLR","LTR_or_other",33.3,54372794,54376993,"EnhA2"
"E108","Skeletal muscle female","chr19_55126479_55128045_HERVH-int","chr19",55126479,55128045,1567,"+","HERVH-int","ERV1","internal",16.7,55127833,55128432,"EnhA2"
"E108","Skeletal muscle female","chr19_55128041_55128175_HERVH-int","chr19",55128041,55128175,135,"+","HERVH-int","ERV1","internal",15.9,55127833,55128432,"EnhA2"
"E108","Skeletal muscle female","chr19_55129156_55129538_LTR7B","chr19",55129156,55129538,383,"+","LTR7B","ERV1","LTR_or_other",6,55129433,55129632,"EnhA2"
"E108","Skeletal muscle female","chr19_55135097_55135139_MLT1J","chr19",55135097,55135139,43,"+","MLT1J","ERVL-MaLR","LTR_or_other",18.6,55134433,55135232,"EnhA2"
"E108","Skeletal muscle female","chr19_55135190_55135377_MLT1J","chr19",55135190,55135377,188,"+","MLT1J","ERVL-MaLR","LTR_or_other",26.8,55134433,55135232,"EnhA2"
"E108","Skeletal muscle female","chr19_55139300_55139538_MLT1D","chr19",55139300,55139538,239,"-","MLT1D","ERVL-MaLR","LTR_or_other",22.7,55138033,55139832,"EnhG1"
"E108","Skeletal muscle female","chr19_55139552_55139682_MLT1D","chr19",55139552,55139682,131,"-","MLT1D","ERVL-MaLR","LTR_or_other",17.1,55138033,55139832,"EnhG1"
"E108","Skeletal muscle female","chr19_55260360_55260571_MLT2B2","chr19",55260360,55260571,212,"-","MLT2B2","ERVL","LTR_or_other",12.3,55260233,55260432,"EnhA1"
"E108","Skeletal muscle female","chr19_55326517_55326693_LTR16B1","chr19",55326517,55326693,177,"-","LTR16B1","ERVL","LTR_or_other",27.6,55324833,55326632,"EnhA2"
"E108","Skeletal muscle female","chr19_55563095_55563224_MLT1E3","chr19",55563095,55563224,130,"-","MLT1E3","ERVL-MaLR","LTR_or_other",27.2,55563035,55563434,"EnhA1"
"E108","Skeletal muscle female","chr19_55633274_55633457_LTR34","chr19",55633274,55633457,184,"-","LTR34","ERV1","LTR_or_other",17.8,55632835,55634034,"EnhA2"
"E108","Skeletal muscle female","chr19_55633459_55633593_LTR34","chr19",55633459,55633593,135,"-","LTR34","ERV1","LTR_or_other",22.9,55632835,55634034,"EnhA2"
"E108","Skeletal muscle female","chr19_55633912_55634148_LTR34","chr19",55633912,55634148,237,"-","LTR34","ERV1","LTR_or_other",23.9,55632835,55634034,"EnhA2"
"E108","Skeletal muscle female","chr19_55633912_55634148_LTR34","chr19",55633912,55634148,237,"-","LTR34","ERV1","LTR_or_other",23.9,55634035,55634434,"EnhA1"
"E108","Skeletal muscle female","chr19_56147572_56147868_MER77","chr19",56147572,56147868,297,"-","MER77","ERVL","LTR_or_other",26.1,56147032,56147631,"EnhG1"
"E108","Skeletal muscle female","chr19_56149867_56150035_MLT1D","chr19",56149867,56150035,169,"-","MLT1D","ERVL-MaLR","LTR_or_other",27.1,56149832,56150231,"EnhA1"
