"priority_rank","gene","symbol","module","rank_in_module","MM","GS_AGE","is_GenAge","chromosome","gene_strand","TSS","window_start","window_end","erv_fragment_id","repeat_start","repeat_end","erv_strand","repName","repFamily","repeat_part","percent_divergence","epigenome_support_n","supporting_epigenomes","supported_in_E100","supported_in_E108","consensus_support","enhancer_states","TSS_distance","TSS_direction","signed_TSS_distance","same_strand","proximity_group","is_promoter_ERV_pair","promoter_main_context","overlaps_TSS","overlaps_first_exon","overlaps_other_exon","overlaps_intron","candidate_group","candidate_group_rank"
277,"ENSG00000287299.1","ENSG00000287299","midnightblue",5,0.764946186078026,0.235519462977617,FALSE,"chr2","-",200477635,200377635,200577635,"chr2_200467886_200467979_MLT1N2",200467886,200467979,"-","MLT1N2","ERVL-MaLR","LTR_or_other",27.5,1,"E108",FALSE,TRUE,FALSE,"EnhG1",9656,"downstream",9656,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
278,"ENSG00000287299.1","ENSG00000287299","midnightblue",5,0.764946186078026,0.235519462977617,FALSE,"chr2","-",200477635,200377635,200577635,"chr2_200404638_200405126_MLT1D",200404638,200405126,"-","MLT1D","ERVL-MaLR","LTR_or_other",19.2,1,"E100",TRUE,FALSE,FALSE,"EnhA1",72509,"downstream",72509,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
279,"ENSG00000281026.1","N4BP2L2-IT2","midnightblue",2,0.800384957786534,0.232820016078177,FALSE,"chr13","-",32509395,32409395,32609395,"chr13_32531750_32532214_MLT1D",32531750,32532214,"-","MLT1D","ERVL-MaLR","LTR_or_other",18.3,1,"E108",FALSE,TRUE,FALSE,"EnhA1;EnhA2",22355,"upstream",-22355,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
280,"ENSG00000281026.1","N4BP2L2-IT2","midnightblue",2,0.800384957786534,0.232820016078177,FALSE,"chr13","-",32509395,32409395,32609395,"chr13_32470369_32471120_HERVL18-int",32470369,32471120,"+","HERVL18-int","ERVL","internal",17.6,1,"E108",FALSE,TRUE,FALSE,"EnhA1",38275,"downstream",38275,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
281,"ENSG00000281026.1","N4BP2L2-IT2","midnightblue",2,0.800384957786534,0.232820016078177,FALSE,"chr13","-",32509395,32409395,32609395,"chr13_32469191_32469489_HERVL18-int",32469191,32469489,"+","HERVL18-int","ERVL","internal",21.7,1,"E108",FALSE,TRUE,FALSE,"EnhG1",39906,"downstream",39906,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
282,"ENSG00000281026.1","N4BP2L2-IT2","midnightblue",2,0.800384957786534,0.232820016078177,FALSE,"chr13","-",32509395,32409395,32609395,"chr13_32468596_32469177_LTR18B",32468596,32469177,"+","LTR18B","ERVL","LTR_or_other",13,1,"E108",FALSE,TRUE,FALSE,"EnhG1",40218,"downstream",40218,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
283,"ENSG00000281026.1","N4BP2L2-IT2","midnightblue",2,0.800384957786534,0.232820016078177,FALSE,"chr13","-",32509395,32409395,32609395,"chr13_32410114_32410481_MLT1H1",32410114,32410481,"-","MLT1H1","ERVL-MaLR","LTR_or_other",26.9,1,"E100",TRUE,FALSE,FALSE,"EnhA2",98914,"downstream",98914,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
284,"ENSG00000164402.14","SEPTIN8","turquoise",23,0.840874534661576,0.232516704371831,FALSE,"chr5","-",132807241,132707241,132907241,"chr5_132839870_132839982_MLT1N2",132839870,132839982,"+","MLT1N2","ERVL-MaLR","LTR_or_other",28.3,1,"E108",FALSE,TRUE,FALSE,"EnhA2",32629,"upstream",-32629,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
285,"ENSG00000188313.13","PLSCR1","pink",5,0.872481633870773,0.231039313276654,FALSE,"chr3","-",146544856,146444856,146644856,"chr3_146542509_146542614_MLT1A1",146542509,146542614,"+","MLT1A1","ERVL-MaLR","LTR_or_other",9.7,1,"E108",FALSE,TRUE,FALSE,"EnhA2",2242,"downstream",2242,FALSE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
286,"ENSG00000188313.13","PLSCR1","pink",5,0.872481633870773,0.231039313276654,FALSE,"chr3","-",146544856,146444856,146644856,"chr3_146541706_146541975_MSTD",146541706,146541975,"+","MSTD","ERVL-MaLR","LTR_or_other",17.8,1,"E108",FALSE,TRUE,FALSE,"EnhA1;EnhA2",2881,"downstream",2881,FALSE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
287,"ENSG00000188313.13","PLSCR1","pink",5,0.872481633870773,0.231039313276654,FALSE,"chr3","-",146544856,146444856,146644856,"chr3_146540455_146540578_LTR84b",146540455,146540578,"+","LTR84b","ERVL","LTR_or_other",23.3,1,"E108",FALSE,TRUE,FALSE,"EnhA2",4278,"downstream",4278,FALSE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
288,"ENSG00000188313.13","PLSCR1","pink",5,0.872481633870773,0.231039313276654,FALSE,"chr3","-",146544856,146444856,146644856,"chr3_146507452_146507518_MLT1A-int",146507452,146507518,"+","MLT1A-int","ERVL-MaLR","internal",30.3,1,"E108",FALSE,TRUE,FALSE,"EnhA2",37338,"downstream",37338,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
289,"ENSG00000188313.13","PLSCR1","pink",5,0.872481633870773,0.231039313276654,FALSE,"chr3","-",146544856,146444856,146644856,"chr3_146507241_146507355_LTR24C",146507241,146507355,"+","LTR24C","ERV1","LTR_or_other",20.9,1,"E108",FALSE,TRUE,FALSE,"EnhA2",37501,"downstream",37501,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
290,"ENSG00000188313.13","PLSCR1","pink",5,0.872481633870773,0.231039313276654,FALSE,"chr3","-",146544856,146444856,146644856,"chr3_146507007_146507137_LTR101_Mam",146507007,146507137,"+","LTR101_Mam","ERVL","LTR_or_other",31.8,1,"E108",FALSE,TRUE,FALSE,"EnhA2",37719,"downstream",37719,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
291,"ENSG00000188313.13","PLSCR1","pink",5,0.872481633870773,0.231039313276654,FALSE,"chr3","-",146544856,146444856,146644856,"chr3_146506653_146506960_LTR54",146506653,146506960,"+","LTR54","ERV1","LTR_or_other",22.2,1,"E108",FALSE,TRUE,FALSE,"EnhA2",37896,"downstream",37896,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
292,"ENSG00000188313.13","PLSCR1","pink",5,0.872481633870773,0.231039313276654,FALSE,"chr3","-",146544856,146444856,146644856,"chr3_146506552_146506609_MLT2D",146506552,146506609,"-","MLT2D","ERVL","LTR_or_other",9.2,1,"E108",FALSE,TRUE,FALSE,"EnhA2",38247,"downstream",38247,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
293,"ENSG00000182511.12","FES","pink",27,0.794518237795232,0.227360648243782,FALSE,"chr15","+",90883695,90783695,90983695,"chr15_90901819_90902167_MLT1A0",90901819,90902167,"-","MLT1A0","ERVL-MaLR","LTR_or_other",17.4,1,"E100",TRUE,FALSE,FALSE,"EnhA2",18124,"downstream",18124,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
294,"ENSG00000141753.7","IGFBP4","pink",9,0.845966240431316,0.22718819144687,FALSE,"chr17","+",40443450,40343450,40543450,"chr17_40498997_40499458_LTR2",40498997,40499458,"+","LTR2","ERV1","LTR_or_other",5.6,1,"E100",TRUE,FALSE,FALSE,"EnhA2",55547,"downstream",55547,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
295,"ENSG00000141753.7","IGFBP4","pink",9,0.845966240431316,0.22718819144687,FALSE,"chr17","+",40443450,40343450,40543450,"chr17_40535610_40535711_MLT1J1",40535610,40535711,"-","MLT1J1","ERVL-MaLR","LTR_or_other",26.3,1,"E108",FALSE,TRUE,FALSE,"EnhA2",92160,"downstream",92160,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
296,"ENSG00000100842.13","EFS","turquoise",28,0.835135773458538,0.22688526611438,FALSE,"chr14","-",23365752,23265752,23465752,"chr14_23287055_23287232_LTR64",23287055,23287232,"+","LTR64","ERV1","LTR_or_other",13.9,1,"E100",TRUE,FALSE,FALSE,"EnhA1",78520,"downstream",78520,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
297,"ENSG00000050165.19","DKK3","turquoise",29,0.835132614887983,0.224885486069804,FALSE,"chr11","-",12009769,11909769,12109769,"chr11_12043905_12043975_MER41B",12043905,12043975,"-","MER41B","ERV1","LTR_or_other",12.7,1,"E108",FALSE,TRUE,FALSE,"EnhA1",34136,"upstream",-34136,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
298,"ENSG00000050165.19","DKK3","turquoise",29,0.835132614887983,0.224885486069804,FALSE,"chr11","-",12009769,11909769,12109769,"chr11_12088055_12088440_MLT1H",12088055,12088440,"+","MLT1H","ERVL-MaLR","LTR_or_other",22.7,1,"E100",TRUE,FALSE,FALSE,"EnhA2",78286,"upstream",-78286,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
299,"ENSG00000153815.18","CMIP","pink",3,0.874843750101534,0.22228746436686,FALSE,"chr16","+",81444808,81344808,81544808,"chr16_81396405_81396636_MSTB1",81396405,81396636,"-","MSTB1","ERVL-MaLR","LTR_or_other",16.1,1,"E108",FALSE,TRUE,FALSE,"EnhA2",48172,"upstream",-48172,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
300,"ENSG00000153815.18","CMIP","pink",3,0.874843750101534,0.22228746436686,FALSE,"chr16","+",81444808,81344808,81544808,"chr16_81396292_81396400_MLT1D",81396292,81396400,"+","MLT1D","ERVL-MaLR","LTR_or_other",21.1,1,"E108",FALSE,TRUE,FALSE,"EnhA2",48408,"upstream",-48408,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
301,"ENSG00000153815.18","CMIP","pink",3,0.874843750101534,0.22228746436686,FALSE,"chr16","+",81444808,81344808,81544808,"chr16_81394254_81394615_THE1D",81394254,81394615,"-","THE1D","ERVL-MaLR","LTR_or_other",15.8,1,"E108",FALSE,TRUE,FALSE,"EnhA2",50193,"upstream",-50193,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
302,"ENSG00000104853.16","CLPTM1","red",22,0.78128735204486,-0.222227526387197,FALSE,"chr19","+",44954591,44854591,45054591,"chr19_44869620_44869709_LTR56",44869620,44869709,"-","LTR56","ERV1","LTR_or_other",14.6,1,"E108",FALSE,TRUE,FALSE,"EnhA2",84882,"upstream",-84882,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
303,"ENSG00000104853.16","CLPTM1","red",22,0.78128735204486,-0.222227526387197,FALSE,"chr19","+",44954591,44854591,45054591,"chr19_44869280_44869310_LTR56",44869280,44869310,"-","LTR56","ERV1","LTR_or_other",14.1,1,"E108",FALSE,TRUE,FALSE,"EnhA2",85281,"upstream",-85281,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
304,"ENSG00000108821.14","COL1A1","turquoise",7,0.856736831197645,0.221048967014509,FALSE,"chr17","-",50201631,50101631,50301631,"chr17_50216391_50216813_ERV3-16A3_I-int",50216391,50216813,"+","ERV3-16A3_I-int","ERVL","internal",24.1,1,"E108",FALSE,TRUE,FALSE,"EnhA2",14760,"upstream",-14760,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
305,"ENSG00000108821.14","COL1A1","turquoise",7,0.856736831197645,0.221048967014509,FALSE,"chr17","-",50201631,50101631,50301631,"chr17_50216891_50216997_ERV3-16A3_I-int",50216891,50216997,"+","ERV3-16A3_I-int","ERVL","internal",26.2,1,"E108",FALSE,TRUE,FALSE,"EnhA2",15260,"upstream",-15260,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
306,"ENSG00000108821.14","COL1A1","turquoise",7,0.856736831197645,0.221048967014509,FALSE,"chr17","-",50201631,50101631,50301631,"chr17_50223055_50223278_MLT1K",50223055,50223278,"-","MLT1K","ERVL-MaLR","LTR_or_other",28.2,1,"E108",FALSE,TRUE,FALSE,"EnhA2",21424,"upstream",-21424,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
307,"ENSG00000108821.14","COL1A1","turquoise",7,0.856736831197645,0.221048967014509,FALSE,"chr17","-",50201631,50101631,50301631,"chr17_50289264_50289323_MLT1K",50289264,50289323,"+","MLT1K","ERVL-MaLR","LTR_or_other",18.6,1,"E108",FALSE,TRUE,FALSE,"EnhA2",87633,"upstream",-87633,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
308,"ENSG00000132953.18","XPO4","blue",3,0.896652855364101,0.220676859608425,FALSE,"chr13","-",20903048,20803048,21003048,"chr13_20883008_20883245_LTR33",20883008,20883245,"+","LTR33","ERVL","LTR_or_other",23.6,1,"E108",FALSE,TRUE,FALSE,"EnhA1;EnhA2",19803,"downstream",19803,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
309,"ENSG00000132953.18","XPO4","blue",3,0.896652855364101,0.220676859608425,FALSE,"chr13","-",20903048,20803048,21003048,"chr13_20882211_20882586_MSTB",20882211,20882586,"-","MSTB","ERVL-MaLR","LTR_or_other",16,1,"E108",FALSE,TRUE,FALSE,"EnhA2",20462,"downstream",20462,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
310,"ENSG00000132953.18","XPO4","blue",3,0.896652855364101,0.220676859608425,FALSE,"chr13","-",20903048,20803048,21003048,"chr13_20803795_20804469_MER41C",20803795,20804469,"+","MER41C","ERV1","LTR_or_other",9.5,1,"E100",TRUE,FALSE,FALSE,"EnhA2",98579,"downstream",98579,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
311,"ENSG00000121297.8","TSHZ3","turquoise",11,0.852501547245035,0.216664912101679,FALSE,"chr19","-",31349436,31249436,31449436,"chr19_31408180_31408728_MLT1F2",31408180,31408728,"+","MLT1F2","ERVL-MaLR","LTR_or_other",23.1,1,"E108",FALSE,TRUE,FALSE,"EnhA2",58744,"upstream",-58744,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
312,"ENSG00000069974.16","RAB27A","pink",6,0.863563122079408,0.215470037577093,FALSE,"chr15","-",55314160,55214160,55414160,"chr15_55393706_55394067_MER51B",55393706,55394067,"+","MER51B","ERV1","LTR_or_other",7.7,1,"E108",FALSE,TRUE,FALSE,"EnhA2",79546,"upstream",-79546,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
313,"ENSG00000069974.16","RAB27A","pink",6,0.863563122079408,0.215470037577093,FALSE,"chr15","-",55314160,55214160,55414160,"chr15_55221603_55222128_MLT2F",55221603,55222128,"+","MLT2F","ERVL","LTR_or_other",19.6,1,"E108",FALSE,TRUE,FALSE,"EnhA2",92032,"downstream",92032,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
314,"ENSG00000163565.20","IFI16","pink",1,0.902155806267507,0.213078620348224,FALSE,"chr1","+",158999968,158899968,159099968,"chr1_159004957_159005274_MLT1A0",159004957,159005274,"+","MLT1A0","ERVL-MaLR","LTR_or_other",24.1,1,"E108",FALSE,TRUE,FALSE,"EnhA1;EnhA2",4989,"downstream",4989,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
315,"ENSG00000163565.20","IFI16","pink",1,0.902155806267507,0.213078620348224,FALSE,"chr1","+",158999968,158899968,159099968,"chr1_159068118_159068332_LTR16",159068118,159068332,"+","LTR16","ERVL","LTR_or_other",30.4,1,"E108",FALSE,TRUE,FALSE,"EnhA2",68150,"downstream",68150,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
316,"ENSG00000163565.20","IFI16","pink",1,0.902155806267507,0.213078620348224,FALSE,"chr1","+",158999968,158899968,159099968,"chr1_158930183_158930667_MER34A1",158930183,158930667,"+","MER34A1","ERV1","LTR_or_other",24.7,1,"E108",FALSE,TRUE,FALSE,"EnhA2",69301,"upstream",-69301,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
317,"ENSG00000163565.20","IFI16","pink",1,0.902155806267507,0.213078620348224,FALSE,"chr1","+",158999968,158899968,159099968,"chr1_159077080_159077518_MER41E",159077080,159077518,"-","MER41E","ERV1","LTR_or_other",27.6,1,"E108",FALSE,TRUE,FALSE,"EnhA2",77112,"downstream",77112,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
318,"ENSG00000204380.4","PKP4-AS1","midnightblue",24,0.670366308094978,0.212144165568222,FALSE,"chr2","-",158735002,158635002,158835002,"chr2_158718891_158719006_MLT1H",158718891,158719006,"-","MLT1H","ERVL-MaLR","LTR_or_other",22.6,1,"E108",FALSE,TRUE,FALSE,"EnhA2",15996,"downstream",15996,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
319,"ENSG00000196954.14","CASP4","pink",7,0.860266972536453,0.208078197262443,FALSE,"chr11","-",104969366,104869366,105069366,"chr11_104992214_104992623_MLT1H",104992214,104992623,"+","MLT1H","ERVL-MaLR","LTR_or_other",28.7,1,"E108",FALSE,TRUE,FALSE,"EnhA2",22848,"upstream",-22848,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
320,"ENSG00000122694.16","GLIPR2","turquoise",27,0.836242392828128,0.2054588003225,FALSE,"chr9","+",36136536,36036536,36236536,"chr9_36164025_36164307_MLT1M",36164025,36164307,"+","MLT1M","ERVL-MaLR","LTR_or_other",26.8,1,"E108",FALSE,TRUE,FALSE,"EnhA2",27489,"downstream",27489,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
321,"ENSG00000259820.1","ENSG00000259820","midnightblue",19,0.678728881300959,0.20315465834178,FALSE,"chr8","-",134798272,134698272,134898272,"chr8_134795100_134795371_MER21B",134795100,134795371,"+","MER21B","ERVL","LTR_or_other",19.1,1,"E108",FALSE,TRUE,FALSE,"EnhG1",2901,"downstream",2901,FALSE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
322,"ENSG00000100320.23","RBFOX2","blue",9,0.888667959295932,0.202874618885716,FALSE,"chr22","-",36028824,35928824,36128824,"chr22_36022620_36023008_MLT1A",36022620,36023008,"+","MLT1A","ERVL-MaLR","LTR_or_other",19.7,1,"E108",FALSE,TRUE,FALSE,"EnhA1",5816,"downstream",5816,FALSE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
323,"ENSG00000100320.23","RBFOX2","blue",9,0.888667959295932,0.202874618885716,FALSE,"chr22","-",36028824,35928824,36128824,"chr22_36077044_36077085_THE1B",36077044,36077085,"+","THE1B","ERVL-MaLR","LTR_or_other",9.2,1,"E108",FALSE,TRUE,FALSE,"EnhA2",48220,"upstream",-48220,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
324,"ENSG00000100320.23","RBFOX2","blue",9,0.888667959295932,0.202874618885716,FALSE,"chr22","-",36028824,35928824,36128824,"chr22_36077323_36077501_MLT1K",36077323,36077501,"+","MLT1K","ERVL-MaLR","LTR_or_other",28.1,1,"E108",FALSE,TRUE,FALSE,"EnhA2",48499,"upstream",-48499,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
325,"ENSG00000100320.23","RBFOX2","blue",9,0.888667959295932,0.202874618885716,FALSE,"chr22","-",36028824,35928824,36128824,"chr22_36077522_36077704_MLT1K",36077522,36077704,"+","MLT1K","ERVL-MaLR","LTR_or_other",26,1,"E108",FALSE,TRUE,FALSE,"EnhA2",48698,"upstream",-48698,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
326,"ENSG00000252051.1","RN7SKP276","blue",19,0.873092233041618,0.202491865311049,FALSE,"chr1","-",229410767,229310767,229510767,"chr1_229368112_229368534_MSTB1",229368112,229368534,"-","MSTB1","ERVL-MaLR","LTR_or_other",16.4,1,"E100",TRUE,FALSE,FALSE,"EnhA1",42233,"downstream",42233,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
327,"ENSG00000252051.1","RN7SKP276","blue",19,0.873092233041618,0.202491865311049,FALSE,"chr1","-",229410767,229310767,229510767,"chr1_229469467_229469799_LTR33",229469467,229469799,"-","LTR33","ERVL","LTR_or_other",27.8,1,"E100",TRUE,FALSE,FALSE,"EnhG1",58700,"upstream",-58700,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
328,"ENSG00000077238.14","IL4R","pink",2,0.878826959553659,0.20206105533659,FALSE,"chr16","+",27314102,27214102,27414102,"chr16_27328957_27329355_MSTB",27328957,27329355,"+","MSTB","ERVL-MaLR","LTR_or_other",14.6,1,"E108",FALSE,TRUE,FALSE,"EnhA2",14855,"downstream",14855,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
329,"ENSG00000077238.14","IL4R","pink",2,0.878826959553659,0.20206105533659,FALSE,"chr16","+",27314102,27214102,27414102,"chr16_27286734_27286826_LTR47A",27286734,27286826,"-","LTR47A","ERVL","LTR_or_other",14.2,1,"E108",FALSE,TRUE,FALSE,"EnhA1",27276,"upstream",-27276,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
330,"ENSG00000077238.14","IL4R","pink",2,0.878826959553659,0.20206105533659,FALSE,"chr16","+",27314102,27214102,27414102,"chr16_27286535_27286593_MLT1G",27286535,27286593,"-","MLT1G","ERVL-MaLR","LTR_or_other",28.8,1,"E108",FALSE,TRUE,FALSE,"EnhA1",27509,"upstream",-27509,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
331,"ENSG00000077238.14","IL4R","pink",2,0.878826959553659,0.20206105533659,FALSE,"chr16","+",27314102,27214102,27414102,"chr16_27286511_27286534_LTR67B",27286511,27286534,"-","LTR67B","ERVL","LTR_or_other",28.1,1,"E108",FALSE,TRUE,FALSE,"EnhA1",27568,"upstream",-27568,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
332,"ENSG00000077238.14","IL4R","pink",2,0.878826959553659,0.20206105533659,FALSE,"chr16","+",27314102,27214102,27414102,"chr16_27285897_27286308_MLT1G",27285897,27286308,"-","MLT1G","ERVL-MaLR","LTR_or_other",28.6,1,"E108",FALSE,TRUE,FALSE,"EnhA1",27794,"upstream",-27794,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
333,"ENSG00000077238.14","IL4R","pink",2,0.878826959553659,0.20206105533659,FALSE,"chr16","+",27314102,27214102,27414102,"chr16_27252950_27253414_MER21C",27252950,27253414,"+","MER21C","ERVL","LTR_or_other",22.5,1,"E108",FALSE,TRUE,FALSE,"EnhA2",60688,"upstream",-60688,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
334,"ENSG00000185271.9","KLHL33","blue",22,0.870861114096946,0.201492741257499,FALSE,"chr14","-",20436166,20336166,20536166,"chr14_20414363_20414720_MLT1A0",20414363,20414720,"+","MLT1A0","ERVL-MaLR","LTR_or_other",19.9,1,"E108",FALSE,TRUE,FALSE,"EnhA1;EnhA2",21446,"downstream",21446,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
335,"ENSG00000185271.9","KLHL33","blue",22,0.870861114096946,0.201492741257499,FALSE,"chr14","-",20436166,20336166,20536166,"chr14_20498612_20498633_LTR37-int",20498612,20498633,"-","LTR37-int","ERV1","internal",20.6,1,"E100",TRUE,FALSE,FALSE,"EnhA2",62446,"upstream",-62446,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
336,"ENSG00000263272.1","ENSG00000263272","greenyellow",19,0.73238341374356,0.198160933012807,FALSE,"chr17","-",5432541,5332541,5532541,"chr17_5412905_5413023_LTR78B",5412905,5413023,"+","LTR78B","ERV1","LTR_or_other",29.8,1,"E100",TRUE,FALSE,FALSE,"EnhA2",19518,"downstream",19518,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
337,"ENSG00000263272.1","ENSG00000263272","greenyellow",19,0.73238341374356,0.198160933012807,FALSE,"chr17","-",5432541,5332541,5532541,"chr17_5412783_5412864_LTR78B",5412783,5412864,"+","LTR78B","ERV1","LTR_or_other",25.6,1,"E100",TRUE,FALSE,FALSE,"EnhA2",19677,"downstream",19677,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
