"gene","module","gene_clean","symbol","is_GenAge","symbol_gtf","gene_type","chromosome","gene_start","gene_end","strand","TSS","gene_length"
"ENSG00000242163.1","magenta","ENSG00000242163","ENSG00000242163",FALSE,"ENSG00000242163","processed_pseudogene","chr14",81332961,81333361,"-",81333361,401
"ENSG00000271511.1","grey","ENSG00000271511","ENSG00000271511",FALSE,"ENSG00000271511","processed_pseudogene","chr14",64361392,64361637,"+",64361392,246
"ENSG00000273055.1","pink","ENSG00000273055","ENSG00000273055",FALSE,"ENSG00000273055","lncRNA","chr7",107942116,107942740,"+",107942116,625
"ENSG00000197872.11","grey","ENSG00000197872","CYRIA",FALSE,"CYRIA","protein_coding","chr2",16549459,16666331,"-",16666331,116873
"ENSG00000204531.21","midnightblue","ENSG00000204531","POU5F1",FALSE,"POU5F1","protein_coding","chr6",31164337,31180731,"-",31180731,16395
"ENSG00000258498.9","green","ENSG00000258498","DIO3OS",FALSE,"DIO3OS","lncRNA","chr14",101552221,101560438,"-",101560438,8218
"ENSG00000106263.19","brown","ENSG00000106263","EIF3B",FALSE,"EIF3B","protein_coding","chr7",2354086,2380745,"+",2354086,26660
"ENSG00000273712.1","grey","ENSG00000273712","ENSG00000273712",FALSE,"ENSG00000273712","processed_pseudogene","chr6",28315613,28315883,"-",28315883,271
"ENSG00000264958.2","grey","ENSG00000264958","ALOX12P1",FALSE,"ALOX12P1","unprocessed_pseudogene","chr17",30529688,30542416,"+",30529688,12729
"ENSG00000173421.17","blue","ENSG00000173421","IHO1",FALSE,"IHO1","protein_coding","chr3",49198428,49258106,"+",49198428,59679
"ENSG00000181856.15","grey60","ENSG00000181856","SLC2A4",FALSE,"SLC2A4","protein_coding","chr17",7281718,7288257,"+",7281718,6540
"ENSG00000099814.17","black","ENSG00000099814","CEP170B",FALSE,"CEP170B","protein_coding","chr14",104865268,104896747,"+",104865268,31480
"ENSG00000270673.1","purple","ENSG00000270673","YTHDF3-DT",FALSE,"YTHDF3-DT","lncRNA","chr8",63167725,63168442,"-",63168442,718
"ENSG00000270012.1","lightgreen","ENSG00000270012","ENSG00000270012",FALSE,"ENSG00000270012","lncRNA","chrX",49273054,49275768,"+",49273054,2715
"ENSG00000116132.12","grey","ENSG00000116132","PRRX1",FALSE,"PRRX1","protein_coding","chr1",170662728,170739421,"+",170662728,76694
"ENSG00000007944.15","darkturquoise","ENSG00000007944","MYLIP",FALSE,"MYLIP","protein_coding","chr6",16129086,16148248,"+",16129086,19163
"ENSG00000154217.16","pink","ENSG00000154217","PITPNC1",FALSE,"PITPNC1","protein_coding","chr17",67377281,67697256,"+",67377281,319976
"ENSG00000160007.19","tan","ENSG00000160007","ARHGAP35",FALSE,"ARHGAP35","protein_coding","chr19",46860997,47005077,"+",46860997,144081
"ENSG00000233954.6","yellow","ENSG00000233954","UQCRHL",FALSE,"UQCRHL","protein_coding","chr1",15807169,15809348,"-",15809348,2180
"ENSG00000204323.5","turquoise","ENSG00000204323","SMIM5",FALSE,"SMIM5","protein_coding","chr17",75633434,75641404,"+",75633434,7971
"ENSG00000243069.9","turquoise","ENSG00000243069","ARHGEF26-AS1",FALSE,"ARHGEF26-AS1","lncRNA","chr3",154024401,154121347,"-",154121347,96947
"ENSG00000213994.3","black","ENSG00000213994","ENSG00000213994",FALSE,"ENSG00000213994","lncRNA","chr10",6197612,6202693,"-",6202693,5082
"ENSG00000144908.14","yellow","ENSG00000144908","ALDH1L1",FALSE,"ALDH1L1","protein_coding","chr3",126103562,126197994,"-",126197994,94433
"ENSG00000175130.7","turquoise","ENSG00000175130","MARCKSL1",FALSE,"MARCKSL1","protein_coding","chr1",32333839,32336233,"-",32336233,2395
"ENSG00000230787.1","green","ENSG00000230787","PSAT1P3",FALSE,"PSAT1P3","processed_pseudogene","chr1",79054945,79056055,"-",79056055,1111
"ENSG00000140443.15","lightcyan","ENSG00000140443","IGF1R",TRUE,"IGF1R","protein_coding","chr15",98648539,98964530,"+",98648539,315992
"ENSG00000070759.17","blue","ENSG00000070759","TESK2",FALSE,"TESK2","protein_coding","chr1",45343974,45491163,"-",45491163,147190
"ENSG00000138757.15","yellow","ENSG00000138757","G3BP2",FALSE,"G3BP2","protein_coding","chr4",75641849,75724576,"-",75724576,82728
"ENSG00000237298.10","blue","ENSG00000237298","TTN-AS1",FALSE,"TTN-AS1","lncRNA","chr2",178521183,178779963,"+",178521183,258781
"ENSG00000272733.1","grey","ENSG00000272733","ENSG00000272733",FALSE,"ENSG00000272733","lncRNA","chr22",23580880,23583859,"-",23583859,2980
"ENSG00000261819.1","salmon","ENSG00000261819","ENSG00000261819",FALSE,"ENSG00000261819","processed_pseudogene","chr16",14988259,14990160,"-",14990160,1902
"ENSG00000164626.9","turquoise","ENSG00000164626","KCNK5",FALSE,"KCNK5","protein_coding","chr6",39188971,39229475,"-",39229475,40505
"ENSG00000116918.15","grey60","ENSG00000116918","TSNAX",FALSE,"TSNAX","protein_coding","chr1",231528619,231566524,"+",231528619,37906
"ENSG00000182154.8","yellow","ENSG00000182154","MRPL41",FALSE,"MRPL41","protein_coding","chr9",137551879,137552555,"+",137551879,677
"ENSG00000230683.1","blue","ENSG00000230683","DDTP1",FALSE,"DDTP1","processed_pseudogene","chr3",38515448,38515830,"-",38515830,383
"ENSG00000151692.15","grey","ENSG00000151692","RNF144A",FALSE,"RNF144A","protein_coding","chr2",6917412,7068286,"+",6917412,150875
"ENSG00000165804.16","red","ENSG00000165804","ZNF219",FALSE,"ZNF219","protein_coding","chr14",21090249,21104722,"-",21104722,14474
"ENSG00000145335.17","turquoise","ENSG00000145335","SNCA",FALSE,"SNCA","protein_coding","chr4",89700345,89838260,"-",89838260,137916
"ENSG00000109881.17","greenyellow","ENSG00000109881","CCDC34",FALSE,"CCDC34","protein_coding","chr11",27330827,27363234,"-",27363234,32408
"ENSG00000232187.1","magenta","ENSG00000232187","FTH1P7",FALSE,"FTH1P7","processed_pseudogene","chr13",22696023,22696574,"-",22696574,552
"ENSG00000181790.12","darkgreen","ENSG00000181790","ADGRB1",FALSE,"ADGRB1","protein_coding","chr8",142449430,142545009,"+",142449430,95580
"ENSG00000138623.10","blue","ENSG00000138623","SEMA7A",FALSE,"SEMA7A","protein_coding","chr15",74409289,74433958,"-",74433958,24670
"ENSG00000150783.10","grey","ENSG00000150783","TEX12",FALSE,"TEX12","protein_coding","chr11",112167372,112172554,"+",112167372,5183
"ENSG00000040487.13","brown","ENSG00000040487","SLC66A1",FALSE,"SLC66A1","protein_coding","chr1",19312326,19329300,"+",19312326,16975
"ENSG00000008405.12","brown","ENSG00000008405","CRY1",FALSE,"CRY1","protein_coding","chr12",106991364,107093549,"-",107093549,102186
"ENSG00000035664.11","orange","ENSG00000035664","DAPK2",FALSE,"DAPK2","protein_coding","chr15",63907036,64072033,"-",64072033,164998
"ENSG00000250254.2","brown","ENSG00000250254","PTTG2",FALSE,"PTTG2","protein_coding","chr4",37960398,37961128,"+",37960398,731
"ENSG00000169372.13","yellow","ENSG00000169372","CRADD",FALSE,"CRADD","protein_coding","chr12",93677375,93894840,"+",93677375,217466
"ENSG00000261575.3","purple","ENSG00000261575","ENSG00000261575",FALSE,"ENSG00000261575","transcribed_unprocessed_pseudogene","chr17",46267030,46268694,"+",46267030,1665
"ENSG00000106868.17","turquoise","ENSG00000106868","SUSD1",FALSE,"SUSD1","protein_coding","chr9",112040783,112175297,"-",112175297,134515
"ENSG00000115361.8","grey","ENSG00000115361","ACADL",FALSE,"ACADL","protein_coding","chr2",210187126,210225259,"-",210225259,38134
"ENSG00000256940.3","red","ENSG00000256940","PPP1R14B-AS1",FALSE,"PPP1R14B-AS1","lncRNA","chr11",64245942,64248218,"+",64245942,2277
"ENSG00000113108.20","greenyellow","ENSG00000113108","APBB3",FALSE,"APBB3","protein_coding","chr5",140558268,140564445,"-",140564445,6178
"ENSG00000270933.1","lightgreen","ENSG00000270933","ENSG00000270933",FALSE,"ENSG00000270933","lncRNA","chr7",25948657,25949403,"-",25949403,747
"ENSG00000234638.1","pink","ENSG00000234638","ENSG00000234638",FALSE,"ENSG00000234638","lncRNA","chr2",219425071,219425190,"-",219425190,120
"ENSG00000198189.11","green","ENSG00000198189","HSD17B11",FALSE,"HSD17B11","protein_coding","chr4",87336515,87391188,"-",87391188,54674
"ENSG00000005020.13","grey","ENSG00000005020","SKAP2",FALSE,"SKAP2","protein_coding","chr7",26667068,26995239,"-",26995239,328172
"ENSG00000177103.15","grey","ENSG00000177103","DSCAML1",FALSE,"DSCAML1","protein_coding","chr11",117427772,117817525,"-",117817525,389754
"ENSG00000289132.1","lightgreen","ENSG00000289132","ENSG00000289132",FALSE,"ENSG00000289132","lncRNA","chrX",80810091,80812900,"+",80810091,2810
"ENSG00000123454.12","blue","ENSG00000123454","DBH",FALSE,"DBH","protein_coding","chr9",133636363,133659329,"+",133636363,22967
"ENSG00000107581.13","brown","ENSG00000107581","EIF3A",FALSE,"EIF3A","protein_coding","chr10",119033731,119080823,"-",119080823,47093
"ENSG00000226221.1","magenta","ENSG00000226221","RPL26P19",FALSE,"RPL26P19","processed_pseudogene","chr5",56504635,56505072,"-",56505072,438
"ENSG00000099821.14","brown","ENSG00000099821","POLRMT",FALSE,"POLRMT","protein_coding","chr19",617221,633537,"-",633537,16317
"ENSG00000250510.8","grey","ENSG00000250510","GPR162",FALSE,"GPR162","protein_coding","chr12",6821704,6827421,"+",6821704,5718
"ENSG00000100162.15","steelblue","ENSG00000100162","CENPM",FALSE,"CENPM","protein_coding","chr22",41938737,41947152,"-",41947152,8416
"ENSG00000160318.6","grey","ENSG00000160318","CLDND2",FALSE,"CLDND2","protein_coding","chr19",51367098,51369003,"-",51369003,1906
"ENSG00000198932.13","blue","ENSG00000198932","GPRASP1",FALSE,"GPRASP1","protein_coding","chrX",102651092,102659083,"+",102651092,7992
"ENSG00000212907.2","tan","ENSG00000212907","MT-ND4L",FALSE,"MT-ND4L","protein_coding","chrM",10470,10759,"+",10470,290
"ENSG00000245975.2","yellow","ENSG00000245975","ENSG00000245975",FALSE,"ENSG00000245975","lncRNA","chr15",58768072,58770974,"-",58770974,2903
"ENSG00000238258.1","lightcyan","ENSG00000238258","ENSG00000238258",FALSE,"ENSG00000238258","lncRNA","chr10",33211277,33213804,"+",33211277,2528
"ENSG00000264920.3","yellow","ENSG00000264920","SP2-DT",FALSE,"SP2-DT","lncRNA","chr17",47891219,47895837,"-",47895837,4619
"ENSG00000250770.4","turquoise","ENSG00000250770","ENSG00000250770",FALSE,"ENSG00000250770","transcribed_unprocessed_pseudogene","chr12",3296202,3366161,"-",3366161,69960
"ENSG00000187240.17","green","ENSG00000187240","DYNC2H1",FALSE,"DYNC2H1","protein_coding","chr11",103109410,103479863,"+",103109410,370454
"ENSG00000248508.9","blue","ENSG00000248508","SRP14-DT",FALSE,"SRP14-DT","lncRNA","chr15",40039242,40080614,"+",40039242,41373
"ENSG00000111912.20","brown","ENSG00000111912","NCOA7",FALSE,"NCOA7","protein_coding","chr6",125781161,125932034,"+",125781161,150874
"ENSG00000273151.1","pink","ENSG00000273151","ENSG00000273151",FALSE,"ENSG00000273151","lncRNA","chr7",879790,886547,"-",886547,6758
"ENSG00000277232.2","red","ENSG00000277232","GTSE1-DT",FALSE,"GTSE1-DT","lncRNA","chr22",46295143,46296660,"-",46296660,1518
"ENSG00000272143.1","purple","ENSG00000272143","FGF14-AS2",FALSE,"FGF14-AS2","lncRNA","chr13",102394630,102395703,"+",102394630,1074
"ENSG00000243944.5","steelblue","ENSG00000243944","ENSG00000243944",FALSE,"ENSG00000243944","lncRNA","chr3",150039214,150213726,"+",150039214,174513
"ENSG00000182512.5","yellow","ENSG00000182512","GLRX5",FALSE,"GLRX5","protein_coding","chr14",95535050,95544724,"+",95535050,9675
"ENSG00000123685.9","pink","ENSG00000123685","BATF3",FALSE,"BATF3","protein_coding","chr1",212686417,212699840,"-",212699840,13424
"ENSG00000105520.11","red","ENSG00000105520","PLPPR2",FALSE,"PLPPR2","protein_coding","chr19",11355386,11365698,"+",11355386,10313
"ENSG00000177025.3","blue","ENSG00000177025","C19orf18",FALSE,"C19orf18","protein_coding","chr19",57958437,57974534,"-",57974534,16098
"ENSG00000261305.2","grey","ENSG00000261305","ENSG00000261305",FALSE,"ENSG00000261305","lncRNA","chr7",150341771,150343346,"+",150341771,1576
"ENSG00000189159.16","blue","ENSG00000189159","JPT1",FALSE,"JPT1","protein_coding","chr17",75135248,75154675,"-",75154675,19428
"ENSG00000153066.13","brown","ENSG00000153066","TXNDC11",FALSE,"TXNDC11","protein_coding","chr16",11679153,11736233,"-",11736233,57081
"ENSG00000105509.11","pink","ENSG00000105509","HAS1",FALSE,"HAS1","protein_coding","chr19",51713112,51723991,"-",51723991,10880
"ENSG00000100842.13","turquoise","ENSG00000100842","EFS",FALSE,"EFS","protein_coding","chr14",23356403,23365752,"-",23365752,9350
"ENSG00000168610.16","black","ENSG00000168610","STAT3",TRUE,"STAT3","protein_coding","chr17",42313324,42388540,"-",42388540,75217
"ENSG00000165757.9","green","ENSG00000165757","JCAD",FALSE,"JCAD","protein_coding","chr10",30012803,30115494,"-",30115494,102692
"ENSG00000172361.6","brown","ENSG00000172361","CFAP53",FALSE,"CFAP53","protein_coding","chr18",50227193,50266495,"-",50266495,39303
"ENSG00000259158.4","blue","ENSG00000259158","ADAM20P1",FALSE,"ADAM20P1","transcribed_unprocessed_pseudogene","chr14",70453541,70483775,"-",70483775,30235
"ENSG00000289566.1","yellow","ENSG00000289566","ENSG00000289566",FALSE,"ENSG00000289566","lncRNA","chr1",247273432,247286489,"+",247273432,13058
"ENSG00000261324.2","greenyellow","ENSG00000261324","ENSG00000261324",FALSE,"ENSG00000261324","lncRNA","chr12",14762504,14767931,"-",14767931,5428
"ENSG00000236723.2","grey","ENSG00000236723","ENSG00000236723",FALSE,"ENSG00000236723","lncRNA","chr1",53209783,53213263,"-",53213263,3481
"ENSG00000183597.16","red","ENSG00000183597","TANGO2",FALSE,"TANGO2","protein_coding","chr22",20017014,20067013,"+",20017014,50000
"ENSG00000100604.13","white","ENSG00000100604","CHGA",FALSE,"CHGA","protein_coding","chr14",92923150,92935285,"+",92923150,12136
"ENSG00000075884.14","turquoise","ENSG00000075884","ARHGAP15",FALSE,"ARHGAP15","protein_coding","chr2",143091362,143768352,"+",143091362,676991
"ENSG00000257875.1","blue","ENSG00000257875","ENSG00000257875",FALSE,"ENSG00000257875","processed_pseudogene","chr12",82468456,82468948,"+",82468456,493
"ENSG00000198812.5","grey","ENSG00000198812","LRRC10",FALSE,"LRRC10","protein_coding","chr12",69608564,69610907,"-",69610907,2344
"ENSG00000225920.2","blue","ENSG00000225920","RIMKLBP2",FALSE,"RIMKLBP2","processed_pseudogene","chr1",219199914,219200567,"-",219200567,654
"ENSG00000152495.11","lightyellow","ENSG00000152495","CAMK4",FALSE,"CAMK4","protein_coding","chr5",111223653,111494886,"+",111223653,271234
"ENSG00000265148.7","blue","ENSG00000265148","TSPOAP1-AS1",FALSE,"TSPOAP1-AS1","lncRNA","chr17",58324472,58395010,"+",58324472,70539
"ENSG00000141696.13","turquoise","ENSG00000141696","P3H4",FALSE,"P3H4","protein_coding","chr17",41801947,41812604,"-",41812604,10658
"ENSG00000279148.1","brown","ENSG00000279148","ENSG00000279148",FALSE,"ENSG00000279148","TEC","chr12",100026248,100027540,"-",100027540,1293
"ENSG00000143515.19","green","ENSG00000143515","ATP8B2",FALSE,"ATP8B2","protein_coding","chr1",154325525,154351304,"+",154325525,25780
"ENSG00000280367.1","blue","ENSG00000280367","ENSG00000280367",FALSE,"ENSG00000280367","TEC","chr11",90223153,90226538,"+",90223153,3386
"ENSG00000170190.16","blue","ENSG00000170190","SLC16A5",FALSE,"SLC16A5","protein_coding","chr17",75087727,75106162,"+",75087727,18436
"ENSG00000173846.13","turquoise","ENSG00000173846","PLK3",FALSE,"PLK3","protein_coding","chr1",44800377,44805892,"+",44800377,5516
"ENSG00000189120.5","pink","ENSG00000189120","SP6",FALSE,"SP6","protein_coding","chr17",47844908,47855874,"-",47855874,10967
"ENSG00000244425.3","blue","ENSG00000244425","RN7SL268P",FALSE,"RN7SL268P","misc_RNA","chr22",23879493,23879790,"-",23879790,298
"ENSG00000167653.5","skyblue","ENSG00000167653","PSCA",FALSE,"PSCA","protein_coding","chr8",142670308,142682725,"+",142670308,12418
"ENSG00000287576.1","black","ENSG00000287576","ENSG00000287576",FALSE,"ENSG00000287576","lncRNA","chr8",143541648,143545128,"+",143541648,3481
"ENSG00000279145.2","brown","ENSG00000279145","ENSG00000279145",FALSE,"ENSG00000279145","lncRNA","chr15",55171378,55176739,"-",55176739,5362
"ENSG00000124098.10","blue","ENSG00000124098","FAM210B",FALSE,"FAM210B","protein_coding","chr20",56358974,56368663,"+",56358974,9690
"ENSG00000015475.19","brown","ENSG00000015475","BID",FALSE,"BID","protein_coding","chr22",17734138,17774770,"-",17774770,40633
"ENSG00000136250.12","cyan","ENSG00000136250","AOAH",FALSE,"AOAH","protein_coding","chr7",36512941,36724549,"-",36724549,211609
"ENSG00000204632.13","turquoise","ENSG00000204632","HLA-G",FALSE,"HLA-G","protein_coding","chr6",29826967,29831125,"+",29826967,4159
"ENSG00000125356.7","yellow","ENSG00000125356","NDUFA1",FALSE,"NDUFA1","protein_coding","chrX",119871832,119876662,"+",119871832,4831
"ENSG00000147655.12","darkgrey","ENSG00000147655","RSPO2",FALSE,"RSPO2","protein_coding","chr8",107899316,108083642,"-",108083642,184327
"ENSG00000228695.10","grey","ENSG00000228695","CES1P1",FALSE,"CES1P1","transcribed_unprocessed_pseudogene","chr16",55760566,55793960,"+",55760566,33395
"ENSG00000222035.4","grey","ENSG00000222035","KIAA2012-AS1",FALSE,"KIAA2012-AS1","lncRNA","chr2",202075410,202117062,"-",202117062,41653
"ENSG00000198633.11","greenyellow","ENSG00000198633","ZNF534",FALSE,"ZNF534","protein_coding","chr19",52429148,52452315,"+",52429148,23168
"ENSG00000013293.6","lightyellow","ENSG00000013293","SLC7A14",FALSE,"SLC7A14","protein_coding","chr3",170459548,170586075,"-",170586075,126528
"ENSG00000250116.2","midnightblue","ENSG00000250116","RHOQ-AS1",FALSE,"RHOQ-AS1","lncRNA","chr2",46568256,46580238,"-",46580238,11983
"ENSG00000143107.10","grey","ENSG00000143107","FNDC7",FALSE,"FNDC7","protein_coding","chr1",108712908,108742749,"+",108712908,29842
"ENSG00000277566.1","grey","ENSG00000277566","ENSG00000277566",FALSE,"ENSG00000277566","lncRNA","chr12",113249466,113250042,"+",113249466,577
"ENSG00000167524.16","pink","ENSG00000167524","RSKR",FALSE,"RSKR","protein_coding","chr17",28601827,28614197,"-",28614197,12371
"ENSG00000226624.1","magenta","ENSG00000226624","ENSG00000226624",FALSE,"ENSG00000226624","processed_pseudogene","chr7",105819492,105820101,"+",105819492,610
"ENSG00000259236.1","grey","ENSG00000259236","GOLGA8VP",FALSE,"GOLGA8VP","unprocessed_pseudogene","chr15",101771758,101781989,"-",101781989,10232
"ENSG00000132141.14","purple","ENSG00000132141","CCT6B",FALSE,"CCT6B","protein_coding","chr17",34927859,34961460,"-",34961460,33602
"ENSG00000196338.15","turquoise","ENSG00000196338","NLGN3",FALSE,"NLGN3","protein_coding","chrX",71144821,71175255,"+",71144821,30435
"ENSG00000272871.1","salmon","ENSG00000272871","ENSG00000272871",FALSE,"ENSG00000272871","lncRNA","chr9",14588797,14590065,"-",14590065,1269
"ENSG00000106952.8","cyan","ENSG00000106952","TNFSF8",FALSE,"TNFSF8","protein_coding","chr9",114893343,114930595,"-",114930595,37253
"ENSG00000260279.4","greenyellow","ENSG00000260279","ENSG00000260279",FALSE,"ENSG00000260279","lncRNA","chr16",89296128,89298317,"+",89296128,2190
"ENSG00000197054.12","greenyellow","ENSG00000197054","ZNF763",FALSE,"ZNF763","protein_coding","chr19",11965037,11980617,"+",11965037,15581
"ENSG00000274220.1","grey","ENSG00000274220","ENSG00000274220",FALSE,"ENSG00000274220","lncRNA","chr16",75433836,75436392,"+",75433836,2557
"ENSG00000171777.16","turquoise","ENSG00000171777","RASGRP4",FALSE,"RASGRP4","protein_coding","chr19",38409085,38426305,"-",38426305,17221
"ENSG00000198354.7","turquoise","ENSG00000198354","DCAF12L2",FALSE,"DCAF12L2","protein_coding","chrX",126163499,126166289,"-",126166289,2791
"ENSG00000210151.2","grey","ENSG00000210151","MT-TS1",FALSE,"MT-TS1","Mt_tRNA","chrM",7446,7514,"-",7514,69
"ENSG00000154783.12","green","ENSG00000154783","FGD5",FALSE,"FGD5","protein_coding","chr3",14810853,14934571,"+",14810853,123719
"ENSG00000114993.17","turquoise","ENSG00000114993","RTKN",FALSE,"RTKN","protein_coding","chr2",74425835,74442422,"-",74442422,16588
"ENSG00000205837.7","grey","ENSG00000205837","LINC00487",FALSE,"LINC00487","lncRNA","chr2",6728177,6770311,"-",6770311,42135
"ENSG00000167074.15","blue","ENSG00000167074","TEF",FALSE,"TEF","protein_coding","chr22",41367333,41399326,"+",41367333,31994
"ENSG00000026559.14","grey","ENSG00000026559","KCNG1",FALSE,"KCNG1","protein_coding","chr20",51003656,51023107,"-",51023107,19452
"ENSG00000234219.1","yellow","ENSG00000234219","CDCA4P4",FALSE,"CDCA4P4","unprocessed_pseudogene","chr1",207762584,207763263,"+",207762584,680
"ENSG00000188343.14","blue","ENSG00000188343","CIBAR1",FALSE,"CIBAR1","protein_coding","chr8",93698561,93727244,"+",93698561,28684
"ENSG00000289506.1","grey","ENSG00000289506","ENSG00000289506",FALSE,"ENSG00000289506","lncRNA","chr10",72272288,72273694,"-",72273694,1407
"ENSG00000263874.2","turquoise","ENSG00000263874","LINC00672",FALSE,"LINC00672","protein_coding","chr17",38925168,38929384,"+",38925168,4217
"ENSG00000180509.13","brown","ENSG00000180509","KCNE1",FALSE,"KCNE1","protein_coding","chr21",34446688,34512214,"-",34512214,65527
"ENSG00000130812.11","steelblue","ENSG00000130812","ANGPTL6",FALSE,"ANGPTL6","protein_coding","chr19",10093349,10102678,"-",10102678,9330
"ENSG00000140650.13","black","ENSG00000140650","PMM2",FALSE,"PMM2","protein_coding","chr16",8788823,8862534,"+",8788823,73712
"ENSG00000137860.12","greenyellow","ENSG00000137860","SLC28A2",FALSE,"SLC28A2","protein_coding","chr15",45262015,45277846,"+",45262015,15832
"ENSG00000257135.8","purple","ENSG00000257135","ODC1-DT",FALSE,"ODC1-DT","lncRNA","chr2",10448654,10457693,"+",10448654,9040
"ENSG00000179178.11","royalblue","ENSG00000179178","TMEM125",FALSE,"TMEM125","protein_coding","chr1",43269983,43274002,"+",43269983,4020
"ENSG00000113504.21","pink","ENSG00000113504","SLC12A7",FALSE,"SLC12A7","protein_coding","chr5",1050384,1112063,"-",1112063,61680
"ENSG00000148798.11","lightyellow","ENSG00000148798","INA",FALSE,"INA","protein_coding","chr10",103277138,103290346,"+",103277138,13209
"ENSG00000185670.9","grey","ENSG00000185670","ZBTB3",FALSE,"ZBTB3","protein_coding","chr11",62748319,62754184,"-",62754184,5866
"ENSG00000273036.3","darkorange","ENSG00000273036","ENSG00000273036",FALSE,"ENSG00000273036","transcribed_processed_pseudogene","chr9",38540567,38542792,"-",38542792,2226
"ENSG00000244256.3","blue","ENSG00000244256","RN7SL130P",FALSE,"RN7SL130P","misc_RNA","chr1",63655743,63656047,"+",63655743,305
"ENSG00000180422.3","grey","ENSG00000180422","LINC00304",FALSE,"LINC00304","lncRNA","chr16",89159146,89164245,"+",89159146,5100
"ENSG00000215381.3","magenta","ENSG00000215381","ENSG00000215381",FALSE,"ENSG00000215381","processed_pseudogene","chr1",23244765,23245224,"+",23244765,460
"ENSG00000277701.5","magenta","ENSG00000277701","ENSG00000277701",FALSE,"ENSG00000277701","lncRNA","chr2",97281356,97291849,"+",97281356,10494
"ENSG00000162722.9","midnightblue","ENSG00000162722","TRIM58",FALSE,"TRIM58","protein_coding","chr1",247857187,247880138,"+",247857187,22952
"ENSG00000218632.3","grey","ENSG00000218632","RPL7P28",FALSE,"RPL7P28","processed_pseudogene","chr6",109327175,109327914,"-",109327914,740
"ENSG00000063241.8","yellow","ENSG00000063241","ISOC2",FALSE,"ISOC2","protein_coding","chr19",55452985,55462343,"-",55462343,9359
"ENSG00000141664.10","brown","ENSG00000141664","ZCCHC2",FALSE,"ZCCHC2","protein_coding","chr18",62523025,62587709,"+",62523025,64685
"ENSG00000255967.1","grey60","ENSG00000255967","HADHAP2",FALSE,"HADHAP2","processed_pseudogene","chr12",8634367,8637608,"+",8634367,3242
"ENSG00000235907.2","grey","ENSG00000235907","ENSG00000235907",FALSE,"ENSG00000235907","processed_pseudogene","chr1",33512008,33512743,"-",33512743,736
"ENSG00000245317.2","blue","ENSG00000245317","ENSG00000245317",FALSE,"ENSG00000245317","lncRNA","chr5",179859013,179861283,"+",179859013,2271
"ENSG00000169962.5","yellow","ENSG00000169962","TAS1R3",FALSE,"TAS1R3","protein_coding","chr1",1331280,1335275,"+",1331280,3996
"ENSG00000167748.11","white","ENSG00000167748","KLK1",FALSE,"KLK1","protein_coding","chr19",50819146,50823787,"-",50823787,4642
"ENSG00000162753.13","grey60","ENSG00000162753","SLC9C2",FALSE,"SLC9C2","protein_coding","chr1",173500460,173602771,"-",173602771,102312
"ENSG00000184270.6","brown","ENSG00000184270","H2AC21",FALSE,"H2AC21","protein_coding","chr1",149887469,149887889,"-",149887889,421
"ENSG00000106536.21","grey","ENSG00000106536","POU6F2",FALSE,"POU6F2","protein_coding","chr7",38977909,39493095,"+",38977909,515187
"ENSG00000256463.10","grey","ENSG00000256463","SALL3",FALSE,"SALL3","protein_coding","chr18",78979818,79002677,"+",78979818,22860
"ENSG00000198937.9","yellow","ENSG00000198937","CCDC167",FALSE,"CCDC167","protein_coding","chr6",37482938,37499893,"-",37499893,16956
"ENSG00000213347.11","greenyellow","ENSG00000213347","MXD3",FALSE,"MXD3","protein_coding","chr5",177305500,177312757,"-",177312757,7258
"ENSG00000184378.3","brown","ENSG00000184378","ACTRT3",FALSE,"ACTRT3","protein_coding","chr3",169766921,169769561,"-",169769561,2641
"ENSG00000231870.4","grey","ENSG00000231870","KRT17P3",FALSE,"KRT17P3","unprocessed_pseudogene","chr17",30567700,30571748,"-",30571748,4049
"ENSG00000250027.1","brown","ENSG00000250027","ENSG00000250027",FALSE,"ENSG00000250027","lncRNA","chr4",163108785,163119965,"+",163108785,11181
"ENSG00000166136.16","yellow","ENSG00000166136","NDUFB8",FALSE,"NDUFB8","protein_coding","chr10",100523740,100530000,"-",100530000,6261
"ENSG00000274114.2","grey","ENSG00000274114","ALOX15P1",FALSE,"ALOX15P1","transcribed_unprocessed_pseudogene","chr17",6657034,6693577,"+",6657034,36544
"ENSG00000233766.8","grey","ENSG00000233766","CAVIN2-AS1",FALSE,"CAVIN2-AS1","lncRNA","chr2",191922546,192044525,"+",191922546,121980
"ENSG00000242999.3","grey","ENSG00000242999","RN7SL239P",FALSE,"RN7SL239P","misc_RNA","chr11",74845910,74846209,"+",74845910,300
"ENSG00000200656.1","grey","ENSG00000200656","SNORA5B",FALSE,"SNORA5B","snoRNA","chr7",45105968,45106099,"-",45106099,132
"ENSG00000275227.1","grey","ENSG00000275227","ENSG00000275227",FALSE,"ENSG00000275227","misc_RNA","chr3",25618132,25618312,"-",25618312,181
"ENSG00000237417.1","magenta","ENSG00000237417","XRCC6P1",FALSE,"XRCC6P1","processed_pseudogene","chr10",93206857,93209627,"-",93209627,2771
"ENSG00000100401.20","brown","ENSG00000100401","RANGAP1",FALSE,"RANGAP1","protein_coding","chr22",41244779,41286187,"-",41286187,41409
"ENSG00000254092.3","yellow","ENSG00000254092","ENSG00000254092",FALSE,"ENSG00000254092","lncRNA","chr8",20942863,21297932,"-",21297932,355070
