"erv_fragment_id","chromosome","repeat_start","repeat_end","repeat_length","erv_strand","repName","repFamily","repeat_part","percent_divergence","epigenome_support_n","supporting_epigenomes","supported_in_E100","supported_in_E108","enhancer_states","enhancer_overlap_pair_n","consensus_support"
"chr3_120615855_120616176_MER48","chr3",120615855,120616176,322,"-","MER48","ERV1","LTR_or_other",10.6,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_120616177_120616644_LTR9B","chr3",120616177,120616644,468,"-","LTR9B","ERV1","LTR_or_other",9.2,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_121560843_121561303_MER65A","chr3",121560843,121561303,461,"+","MER65A","ERV1","LTR_or_other",14.2,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_121602921_121603174_MLT1A0","chr3",121602921,121603174,254,"-","MLT1A0","ERVL-MaLR","LTR_or_other",20.9,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr3_121603175_121603342_MER41D","chr3",121603175,121603342,168,"-","MER41D","ERV1","LTR_or_other",20.8,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr3_121604070_121604225_MER41-int","chr3",121604070,121604225,156,"-","MER41-int","ERV1","internal",27.8,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr3_121604425_121604934_PABL_B-int","chr3",121604425,121604934,510,"-","PABL_B-int","ERV1","internal",32.3,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr3_121605232_121605964_PABL_B-int","chr3",121605232,121605964,733,"-","PABL_B-int","ERV1","internal",32.3,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr3_121609601_121610635_PRIMA41-int","chr3",121609601,121610635,1035,"-","PRIMA41-int","ERV1","internal",29.6,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr3_121610904_121611103_PRIMA41-int","chr3",121610904,121611103,200,"-","PRIMA41-int","ERV1","internal",29.6,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr3_121612103_121612788_PRIMA41-int","chr3",121612103,121612788,686,"-","PRIMA41-int","ERV1","internal",32.9,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr3_121624442_121624950_LTR33","chr3",121624442,121624950,509,"+","LTR33","ERVL","LTR_or_other",27.6,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2;EnhG1;EnhG2",4,TRUE
"chr3_121626024_121626349_MLT1K","chr3",121626024,121626349,326,"-","MLT1K","ERVL-MaLR","LTR_or_other",29.6,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr3_121661604_121661912_MLT1I","chr3",121661604,121661912,309,"+","MLT1I","ERVL-MaLR","LTR_or_other",26.1,1,"E108",FALSE,TRUE,"EnhG1;EnhG2",2,FALSE
"chr3_121817707_121818090_MLT1A","chr3",121817707,121818090,384,"+","MLT1A","ERVL-MaLR","LTR_or_other",16.6,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr3_121821841_121822326_MLT2B4","chr3",121821841,121822326,486,"+","MLT2B4","ERVL","LTR_or_other",17.8,2,"E100;E108",TRUE,TRUE,"EnhA2;EnhG1",2,TRUE
"chr3_122091077_122091486_MLT1J2","chr3",122091077,122091486,410,"-","MLT1J2","ERVL-MaLR","LTR_or_other",29.6,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_122498163_122498529_MLT1A0","chr3",122498163,122498529,367,"+","MLT1A0","ERVL-MaLR","LTR_or_other",18.5,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
"chr3_122572926_122573324_MSTB1","chr3",122572926,122573324,399,"-","MSTB1","ERVL-MaLR","LTR_or_other",14,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",4,TRUE
"chr3_122679277_122679436_LTR84a","chr3",122679277,122679436,160,"+","LTR84a","ERVL","LTR_or_other",26.1,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_122816301_122816412_MLT1J2-int","chr3",122816301,122816412,112,"-","MLT1J2-int","ERVL-MaLR","internal",23.2,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr3_122816469_122816554_MLT1J2-int","chr3",122816469,122816554,86,"-","MLT1J2-int","ERVL-MaLR","internal",26.7,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr3_122816570_122816727_MLT1J2","chr3",122816570,122816727,158,"-","MLT1J2","ERVL-MaLR","LTR_or_other",23.8,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr3_123416801_123417108_MLT1B","chr3",123416801,123417108,308,"+","MLT1B","ERVL-MaLR","LTR_or_other",23.3,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_123488474_123488557_MER34-int","chr3",123488474,123488557,84,"+","MER34-int","ERV1","internal",22.5,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr3_124774213_124774692_MLT1D","chr3",124774213,124774692,480,"+","MLT1D","ERVL-MaLR","LTR_or_other",22.5,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr3_124813241_124814166_MER21C","chr3",124813241,124814166,926,"-","MER21C","ERVL","LTR_or_other",17.1,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
"chr3_124846308_124846518_MLT1J2","chr3",124846308,124846518,211,"+","MLT1J2","ERVL-MaLR","LTR_or_other",19.5,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
"chr3_124847577_124847771_MLT1J1","chr3",124847577,124847771,195,"+","MLT1J1","ERVL-MaLR","LTR_or_other",28.7,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr3_125003458_125003685_MER77B","chr3",125003458,125003685,228,"+","MER77B","ERVL","LTR_or_other",19,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_125003699_125004041_MER77B","chr3",125003699,125004041,343,"+","MER77B","ERVL","LTR_or_other",18.9,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_125061855_125062291_MLT1C","chr3",125061855,125062291,437,"-","MLT1C","ERVL-MaLR","LTR_or_other",22.6,2,"E100;E108",TRUE,TRUE,"EnhA1",2,TRUE
"chr3_125591258_125591753_MLT1F2","chr3",125591258,125591753,496,"+","MLT1F2","ERVL-MaLR","LTR_or_other",25.9,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr3_125596737_125597211_LTR2B","chr3",125596737,125597211,475,"+","LTR2B","ERV1","LTR_or_other",5.9,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr3_125604845_125607664_HERV9N-int","chr3",125604845,125607664,2820,"+","HERV9N-int","ERV1","internal",7.2,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr3_125607665_125607795_LTR12F","chr3",125607665,125607795,131,"+","LTR12F","ERV1","LTR_or_other",7.6,1,"E100",TRUE,FALSE,"EnhA1;EnhA2",2,FALSE
"chr3_125611196_125611305_MLT1B","chr3",125611196,125611305,110,"-","MLT1B","ERVL-MaLR","LTR_or_other",11.8,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr3_12561896_12562420_MER68B","chr3",12561896,12562420,525,"-","MER68B","ERVL","LTR_or_other",17.7,1,"E108",FALSE,TRUE,"EnhA1;EnhA2",2,FALSE
"chr3_125632744_125633433_LTR8B","chr3",125632744,125633433,690,"+","LTR8B","ERV1","LTR_or_other",12.6,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_12588776_12589193_MSTB1","chr3",12588776,12589193,418,"+","MSTB1","ERVL-MaLR","LTR_or_other",16,2,"E100;E108",TRUE,TRUE,"EnhG1",2,TRUE
"chr3_126057918_126058098_MLT1G3","chr3",126057918,126058098,181,"+","MLT1G3","ERVL-MaLR","LTR_or_other",29.2,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_126067282_126067665_MLT1B","chr3",126067282,126067665,384,"+","MLT1B","ERVL-MaLR","LTR_or_other",15.4,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr3_126085376_126086384_MER4B-int","chr3",126085376,126086384,1009,"+","MER4B-int","ERV1","internal",10.1,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr3_126098118_126098475_MLT1B","chr3",126098118,126098475,358,"+","MLT1B","ERVL-MaLR","LTR_or_other",20.9,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_126099848_126099929_MLT1J","chr3",126099848,126099929,82,"-","MLT1J","ERVL-MaLR","LTR_or_other",26.8,2,"E100;E108",TRUE,TRUE,"EnhA1",2,TRUE
"chr3_126101159_126101417_MLT1J","chr3",126101159,126101417,259,"-","MLT1J","ERVL-MaLR","LTR_or_other",27.3,2,"E100;E108",TRUE,TRUE,"EnhA1",2,TRUE
"chr3_126103292_126103413_ERV3-16A3_LTR","chr3",126103292,126103413,122,"+","ERV3-16A3_LTR","ERVL","LTR_or_other",28.9,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2;EnhG2",3,TRUE
"chr3_126106477_126106730_MLT1G1","chr3",126106477,126106730,254,"+","MLT1G1","ERVL-MaLR","LTR_or_other",31.4,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr3_126118262_126118627_MLT1B","chr3",126118262,126118627,366,"+","MLT1B","ERVL-MaLR","LTR_or_other",19.4,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_126197156_126197802_MER57-int","chr3",126197156,126197802,647,"-","MER57-int","ERV1","internal",12,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_126197803_126198236_MER57A1","chr3",126197803,126198236,434,"-","MER57A1","ERV1","LTR_or_other",9.1,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_126258342_126258568_MLT1H2","chr3",126258342,126258568,227,"-","MLT1H2","ERVL-MaLR","LTR_or_other",27.2,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr3_126286538_126286910_MER4B","chr3",126286538,126286910,373,"-","MER4B","ERV1","LTR_or_other",11.6,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_126448600_126448888_LTR33A","chr3",126448600,126448888,289,"-","LTR33A","ERVL","LTR_or_other",26.9,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr3_126456231_126456729_MER77","chr3",126456231,126456729,499,"+","MER77","ERVL","LTR_or_other",21.5,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr3_126573332_126574033_MER50","chr3",126573332,126574033,702,"-","MER50","ERV1","LTR_or_other",14.2,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_126574034_126574477_MER4B","chr3",126574034,126574477,444,"+","MER4B","ERV1","LTR_or_other",10.9,1,"E108",FALSE,TRUE,"EnhA1;EnhA2",2,FALSE
"chr3_126622738_126623171_MLT1B","chr3",126622738,126623171,434,"+","MLT1B","ERVL-MaLR","LTR_or_other",15.8,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_126782497_126782605_MLT1N2","chr3",126782497,126782605,109,"-","MLT1N2","ERVL-MaLR","LTR_or_other",26.7,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_126782862_126782900_MLT1K","chr3",126782862,126782900,39,"-","MLT1K","ERVL-MaLR","LTR_or_other",5.1,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_12679611_12679915_MLT1G1","chr3",12679611,12679915,305,"-","MLT1G1","ERVL-MaLR","LTR_or_other",24.9,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_12681944_12682487_MLT1F","chr3",12681944,12682487,544,"+","MLT1F","ERVL-MaLR","LTR_or_other",24.1,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr3_12682671_12682915_MLT1K","chr3",12682671,12682915,245,"+","MLT1K","ERVL-MaLR","LTR_or_other",26.5,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr3_126961812_126961904_MLT1H","chr3",126961812,126961904,93,"-","MLT1H","ERVL-MaLR","LTR_or_other",19.6,2,"E100;E108",TRUE,TRUE,"EnhA1",2,TRUE
"chr3_127074766_127074973_MLT1H","chr3",127074766,127074973,208,"-","MLT1H","ERVL-MaLR","LTR_or_other",26.8,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_12727717_12728130_LTR16B2","chr3",12727717,12728130,414,"-","LTR16B2","ERVL","LTR_or_other",24.9,2,"E100;E108",TRUE,TRUE,"EnhA1",2,TRUE
"chr3_127607557_127607624_LTR16A1","chr3",127607557,127607624,68,"+","LTR16A1","ERVL","LTR_or_other",17.9,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr3_127697505_127697678_MLT1J","chr3",127697505,127697678,174,"+","MLT1J","ERVL-MaLR","LTR_or_other",24.3,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
"chr3_127709919_127710336_MLT1K","chr3",127709919,127710336,418,"+","MLT1K","ERVL-MaLR","LTR_or_other",23.5,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr3_127723806_127724181_MLT1B","chr3",127723806,127724181,376,"+","MLT1B","ERVL-MaLR","LTR_or_other",14.1,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr3_127748464_127748802_MLT1B","chr3",127748464,127748802,339,"+","MLT1B","ERVL-MaLR","LTR_or_other",16.7,2,"E100;E108",TRUE,TRUE,"EnhA1",2,TRUE
"chr3_127751202_127751709_MLT1H","chr3",127751202,127751709,508,"+","MLT1H","ERVL-MaLR","LTR_or_other",23.4,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
"chr3_127777333_127777705_MLT1J","chr3",127777333,127777705,373,"+","MLT1J","ERVL-MaLR","LTR_or_other",32,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr3_127788936_127789057_LTR67B","chr3",127788936,127789057,122,"+","LTR67B","ERVL","LTR_or_other",26.2,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
"chr3_127799873_127800352_MLT1J","chr3",127799873,127800352,480,"+","MLT1J","ERVL-MaLR","LTR_or_other",26.1,1,"E100",TRUE,FALSE,"EnhA1;EnhA2",2,FALSE
"chr3_127808993_127809343_MLT1L","chr3",127808993,127809343,351,"-","MLT1L","ERVL-MaLR","LTR_or_other",30.8,2,"E100;E108",TRUE,TRUE,"EnhG1",2,TRUE
"chr3_127810127_127810320_MLT1B","chr3",127810127,127810320,194,"+","MLT1B","ERVL-MaLR","LTR_or_other",21.6,2,"E100;E108",TRUE,TRUE,"EnhG1",2,TRUE
"chr3_127811595_127811966_MLT1H","chr3",127811595,127811966,372,"+","MLT1H","ERVL-MaLR","LTR_or_other",26.4,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr3_127916956_127917749_MER21B","chr3",127916956,127917749,794,"-","MER21B","ERVL","LTR_or_other",16.9,1,"E100",TRUE,FALSE,"EnhA1;EnhA2",2,FALSE
"chr3_127990791_127991249_MLT1D","chr3",127990791,127991249,459,"-","MLT1D","ERVL-MaLR","LTR_or_other",26.8,1,"E100",TRUE,FALSE,"EnhA1;EnhA2",2,FALSE
"chr3_12803374_12803419_LTR16C","chr3",12803374,12803419,46,"+","LTR16C","ERVL","LTR_or_other",19.6,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr3_12803760_12804166_LTR16C","chr3",12803760,12804166,407,"-","LTR16C","ERVL","LTR_or_other",21.2,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr3_12807804_12807988_MLT1J","chr3",12807804,12807988,185,"-","MLT1J","ERVL-MaLR","LTR_or_other",27.1,2,"E100;E108",TRUE,TRUE,"EnhA2;EnhG2",2,TRUE
"chr3_128366876_128367259_MLT1B","chr3",128366876,128367259,384,"-","MLT1B","ERVL-MaLR","LTR_or_other",17.7,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_128376073_128376226_MLT1K","chr3",128376073,128376226,154,"-","MLT1K","ERVL-MaLR","LTR_or_other",26,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_12838633_12838699_MER4E","chr3",12838633,12838699,67,"+","MER4E","ERV1","LTR_or_other",20.3,2,"E100;E108",TRUE,TRUE,"EnhG1",2,TRUE
"chr3_12838704_12839006_MER4E","chr3",12838704,12839006,303,"+","MER4E","ERV1","LTR_or_other",14.9,2,"E100;E108",TRUE,TRUE,"EnhG1",2,TRUE
"chr3_12845666_12847152_THE1B-int","chr3",12845666,12847152,1487,"+","THE1B-int","ERVL-MaLR","internal",10.3,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_12847153_12847508_THE1B","chr3",12847153,12847508,356,"+","THE1B","ERVL-MaLR","LTR_or_other",13.2,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_128550194_128550541_MLT1K","chr3",128550194,128550541,348,"+","MLT1K","ERVL-MaLR","LTR_or_other",32.5,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr3_128708794_128709020_LTR78B","chr3",128708794,128709020,227,"-","LTR78B","ERV1","LTR_or_other",30.5,2,"E100;E108",TRUE,TRUE,"EnhA1",2,TRUE
"chr3_128709021_128709542_MLT1F","chr3",128709021,128709542,522,"+","MLT1F","ERVL-MaLR","LTR_or_other",26.9,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr3_128709543_128710162_LTR78B","chr3",128709543,128710162,620,"-","LTR78B","ERV1","LTR_or_other",30.5,1,"E108",FALSE,TRUE,"EnhA1;EnhA2",2,FALSE
"chr3_128733460_128733839_MLT1B","chr3",128733460,128733839,380,"-","MLT1B","ERVL-MaLR","LTR_or_other",15.9,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_128741957_128743479_LTR12C","chr3",128741957,128743479,1523,"-","LTR12C","ERV1","LTR_or_other",10.7,1,"E100",TRUE,FALSE,"EnhG1",2,FALSE
"chr3_128760021_128760429_MLT2B4","chr3",128760021,128760429,409,"+","MLT2B4","ERVL","LTR_or_other",21,2,"E100;E108",TRUE,TRUE,"EnhA1",2,TRUE
"chr3_128769682_128769990_LTR54","chr3",128769682,128769990,309,"-","LTR54","ERV1","LTR_or_other",15.8,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr3_128770306_128770435_LTR54","chr3",128770306,128770435,130,"-","LTR54","ERV1","LTR_or_other",15.8,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr3_128771984_128772309_LTR37A","chr3",128771984,128772309,326,"-","LTR37A","ERV1","LTR_or_other",19.2,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_128779501_128779606_LTR26D","chr3",128779501,128779606,106,"-","LTR26D","ERV1","LTR_or_other",14.1,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_128779861_128780373_LTR26D","chr3",128779861,128780373,513,"-","LTR26D","ERV1","LTR_or_other",14.1,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_128804130_128804363_LTR35B","chr3",128804130,128804363,234,"+","LTR35B","ERV1","LTR_or_other",26,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr3_128810400_128810772_MLT1A","chr3",128810400,128810772,373,"-","MLT1A","ERVL-MaLR","LTR_or_other",21.5,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhG1;EnhG2",4,TRUE
"chr3_128818949_128819327_MLT1B","chr3",128818949,128819327,379,"-","MLT1B","ERVL-MaLR","LTR_or_other",19.2,1,"E108",FALSE,TRUE,"EnhA1;EnhA2",3,FALSE
"chr3_128877887_128878072_LTR8","chr3",128877887,128878072,186,"-","LTR8","ERV1","LTR_or_other",26.8,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
"chr3_129014284_129014664_MLT1B","chr3",129014284,129014664,381,"-","MLT1B","ERVL-MaLR","LTR_or_other",17.8,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr3_129016161_129016293_MLT2C1","chr3",129016161,129016293,133,"+","MLT2C1","ERVL","LTR_or_other",25.6,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr3_129016399_129016481_MLT2C2","chr3",129016399,129016481,83,"-","MLT2C2","ERVL","LTR_or_other",25,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr3_129016861_129017097_MLT1L","chr3",129016861,129017097,237,"-","MLT1L","ERVL-MaLR","LTR_or_other",21.9,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr3_129017114_129017182_MLT1L","chr3",129017114,129017182,69,"-","MLT1L","ERVL-MaLR","LTR_or_other",15.9,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr3_129017317_129017737_MLT1E2","chr3",129017317,129017737,421,"-","MLT1E2","ERVL-MaLR","LTR_or_other",23.1,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr3_129023081_129023191_MER57D","chr3",129023081,129023191,111,"-","MER57D","ERV1","LTR_or_other",16.2,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_129023190_129023307_MER57D","chr3",129023190,129023307,118,"-","MER57D","ERV1","LTR_or_other",15.9,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_129026923_129027043_MLT1L","chr3",129026923,129027043,121,"-","MLT1L","ERVL-MaLR","LTR_or_other",27.7,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr3_12912775_12913279_MLT1K","chr3",12912775,12913279,505,"+","MLT1K","ERVL-MaLR","LTR_or_other",29.5,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr3_129188624_129188669_MER41A","chr3",129188624,129188669,46,"-","MER41A","ERV1","LTR_or_other",8.7,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr3_129191750_129191800_MER66B","chr3",129191750,129191800,51,"+","MER66B","ERV1","LTR_or_other",23.5,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_129228910_129229311_LTR33A","chr3",129228910,129229311,402,"+","LTR33A","ERVL","LTR_or_other",26.6,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr3_129229358_129229943_MER77","chr3",129229358,129229943,586,"+","MER77","ERVL","LTR_or_other",18.2,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr3_129389385_129389675_LTR14A","chr3",129389385,129389675,291,"+","LTR14A","ERVK","LTR_or_other",6.5,2,"E100;E108",TRUE,TRUE,"EnhA2;EnhG2",2,TRUE
"chr3_129624034_129624149_MLT1B","chr3",129624034,129624149,116,"+","MLT1B","ERVL-MaLR","LTR_or_other",16.7,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr3_129624431_129624505_MLT1B","chr3",129624431,129624505,75,"+","MLT1B","ERVL-MaLR","LTR_or_other",18.7,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr3_129624527_129624686_MLT1B","chr3",129624527,129624686,160,"-","MLT1B","ERVL-MaLR","LTR_or_other",18.7,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr3_129690486_129690638_MLT1J1","chr3",129690486,129690638,153,"+","MLT1J1","ERVL-MaLR","LTR_or_other",20.7,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_129690857_129691263_LTR37-int","chr3",129690857,129691263,407,"+","LTR37-int","ERV1","internal",24.6,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_129691365_129691499_LTR37-int","chr3",129691365,129691499,135,"+","LTR37-int","ERV1","internal",19.8,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_129691786_129692830_LTR37-int","chr3",129691786,129692830,1045,"+","LTR37-int","ERV1","internal",17.9,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_129856185_129856426_MER21C","chr3",129856185,129856426,242,"+","MER21C","ERVL","LTR_or_other",26.4,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_129856834_129856925_LTR32","chr3",129856834,129856925,92,"-","LTR32","ERVL","LTR_or_other",11.8,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_129857220_129857294_LTR32","chr3",129857220,129857294,75,"-","LTR32","ERVL","LTR_or_other",11.8,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_13012656_13012875_MLT1K","chr3",13012656,13012875,220,"+","MLT1K","ERVL-MaLR","LTR_or_other",25.7,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_13033465_13033952_MLT2B4","chr3",13033465,13033952,488,"-","MLT2B4","ERVL","LTR_or_other",20.9,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_13033951_13034151_MLT1B","chr3",13033951,13034151,201,"-","MLT1B","ERVL-MaLR","LTR_or_other",17.9,1,"E108",FALSE,TRUE,"EnhA1;EnhA2",2,FALSE
"chr3_130835371_130835942_MER77","chr3",130835371,130835942,572,"+","MER77","ERVL","LTR_or_other",22.2,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr3_130839073_130839496_LTR50","chr3",130839073,130839496,424,"-","LTR50","ERVL","LTR_or_other",24,1,"E108",FALSE,TRUE,"EnhA1;EnhA2",2,FALSE
"chr3_130842285_130842381_MLT1B","chr3",130842285,130842381,97,"+","MLT1B","ERVL-MaLR","LTR_or_other",15.6,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr3_130842392_130842583_MLT1B","chr3",130842392,130842583,192,"+","MLT1B","ERVL-MaLR","LTR_or_other",14.1,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr3_130843593_130844004_LTR78","chr3",130843593,130844004,412,"+","LTR78","ERV1","LTR_or_other",32.5,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr3_130844047_130844122_LTR78","chr3",130844047,130844122,76,"+","LTR78","ERV1","LTR_or_other",32.5,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr3_132283750_132284542_LTR39","chr3",132283750,132284542,793,"-","LTR39","ERV1","LTR_or_other",13.7,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_132723582_132723761_LTR78","chr3",132723582,132723761,180,"-","LTR78","ERV1","LTR_or_other",27.7,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr3_132787772_132788114_MLT1A0","chr3",132787772,132788114,343,"+","MLT1A0","ERVL-MaLR","LTR_or_other",21.9,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_132788897_132789020_MLT1A","chr3",132788897,132789020,124,"+","MLT1A","ERVL-MaLR","LTR_or_other",21.9,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr3_132912140_132912562_LTR33A_","chr3",132912140,132912562,423,"-","LTR33A_","ERVL","LTR_or_other",25.9,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr3_132980603_132981177_MLT1G3","chr3",132980603,132981177,575,"+","MLT1G3","ERVL-MaLR","LTR_or_other",27.1,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr3_132981804_132982370_LTR50","chr3",132981804,132982370,567,"+","LTR50","ERVL","LTR_or_other",18.1,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr3_132983045_132983081_LTR50","chr3",132983045,132983081,37,"+","LTR50","ERVL","LTR_or_other",18.3,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
